QueryText,KccAns
Farmer asked Varieties information of Groundnut crop,--   -  --  --
ask about feso4 dose and uses,150     15
ASK ABOUT SEED TREATMENT,Suggested: Thirum 75 WP 3 gramkg seeds  for fungus protection
GROUNDNUT VERIETIES,GROUNDNUT VERIETIES -TAG 24SB 11 PHULE PRAGATI
groundnut varieties,Groundnut-Phule pragati
G NUT,TAG 24  WESTERN 51
TELL ME LEAF MINOR CONTROL IN GROUNDNUR,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Thrips Attack,Spray Confider super  Confider 10ml15 Lit of Water
Basal fertilizer management for groundnut,Recommended for apply DAP 50 kg  gypsum 75 kg acre
ask about varieties,suggested var is gg2 and gg5
ask about fertilizer information,Suggested:SSP Single Super PhosphateAmmonium sulfate
Farmer asked query on Weather,:          :                 37       11
Asking about groundnut  top fertilizer management,Recommended for apply urea 5 kg  potash 125 kgac
Ask about  nutrient management  in groundnut,--
Asking for Irrigatin in Groundnut,Give as per requirement
ask about fungus problem in groundnut,:                                                 -
mungfali ki patti pili pad rahi hai,gypsum 150kgacre ke hisab se khet me daal de
THE PLANT IS EASILY COMING OUT OF THE  SOIL AND  PLANTS ARE WILTED,THE PLANT IS EASILY COMING OUT OF THE  SOIL AND  PLANTS ARE WILTED ADVISED TO VISIT TO FIELD AND CALL FROM THERE DIRECTLY TO CONFIRM THE ACTUAL PROBLEM
Ask about white fly control informationSuggested:,Profenofos 50 EC 25 mlpump spray
Wilt control of groundnut crops,To prevent wilt in groundnut drain the carbendazim at 50 WP  2 gm  liter water
Asking about biofertilizer and neem oil mixing using same time,:            :     7
GROUND NUT HERBICIDE INFORMATION,--
Ask about larvae control information,Ask about larvae control informationSuggested: Deltamethrin 28 EC 15 mlpump spray   EC
Asked about plant protection in  groundnut,suggested to spray LAMBDA CYHLOTHRIN  2ML PER LITRE OF WATER
Ask about fungus Control in Ground nut,Suggested: Hexaconazole 5 SC 25-30 ml pump spray for Fungus control in Ground nut crop
TELL ME ABOUT DISEASE CONTROL IN   groundnut,2
Asking about Gnut Fertilizers,I have suggested to give FYM DAP Urea
Groundnut crop information,28  30
TELL ME GROWTH IN GROUNDNUT,USES UREA 8-10 KGBIGHA IN GROUNDNUT
BUD NECROSIS IN GROUND NUT,SPRAY DIMETHOATE ROGOR  2 ML  1 LITER OF WATER FOR BUD NECROSIS IN GROUND NUT
Farmer asked about larvae problem in groundment,SC 7-8
Farmer needs information regarding collection method of soil sample for soil testing,-          15  6-9                     2                                                           :
Query About Of Variety of groundnut,Advised KISANJAWANAK 12-24 of groundnut
TELL ME GURB CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Farmer asked query on Weather,:        :              41     27      6
TELL ME TERMIDE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME SEED TRETMENT IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
FARMER ASKED QUERY ON SEED TREATMENT IN GROUNDNUT,RECOMMENDED TO TREAT 1 KG OF SEED WITH 3 GRAMS MANCOZEB OR 3 GRAMS CARBENDAZIM
TELL ME FIRST IRRIGATION OF GROUND NUT,3-4 WEEK OF SOWING TIME
irrigation,do not give irrigation water
Farmer asked query on Weather,3 Weather reportA thunderstorm is likely to take place in your area
Yellowing  drying of   seedling,You treated your seed with capton bavistin and thirum  2-25 gram per kg of seed
GROUND NUT ME DIMAK LAGA HAI,CHLORPYRIPHOS40 LIHA
GROUND NUT TIKKA LEAF SPOT,RECOMMENDED TO SPRAY TEBUCONAZOLE GRAMS 200 LITRES OF WATER  ACRE
Information about weather,Kisan bhai aapke shetra mein 30 june aur 1 july ko barish ki sambhavna hai
how to control etiolation in groundnut,Please take the sample of the plant  send it to the KVK for daignose the problems after that you get the solution from the SMS of the KVK
Root grub in ground nut,Recommended for apply carbofuran 5 kg neem cake 20 kgac
asked about top dressing fertilizer management in groundnut,:        : 6     25   1
weeds control in groundnut 20nd day crops,Recommended for hand weeding
asked about Weed management in Groundnut,:        :   3    400  1
YELLOWING IN GROUNDNUT,SPRAY OF FERUS SLPHATE 5 GM AND 1 GM CITRIC ACID PER LITER WATER
Farmer asked seed treatment of white grub control in ground nut crop,SLFS  mili            30  FS
SOWING TIME OF MOONGFALI,JUN FIRST WEEK SOWING TIME
SEED TREATEMENT OF GROUNDNUT,APPLY CARBENDAZIM 50 WP  2 GMKG OF SEED
Asked about general information,Suggested to search in Karnataka Agri portal https:e-krishiuasbkarnatakagovinHomeaspx
TELL ME CONTROL OF TERMITE IN GROUNDNUT,APPLY CHOLOROPYRIPHOS 20 EC 1 LITAR PAR BIGHA
Asking about rust management in groundnut,:       :     15
Asking about yellowing of leaves in groundnut information,:     :
FARMER ASKED ABOUT NUTRIENTS TO BE USED AT POD FARMING STAGE,RECOMMENDED TO APPLY CALCIUM NITRATECN- 1KGACRE200LIR OF WATER
Farmer asked query on Weather,I
Asked about Beetles and Sucking Pest management in Groundnut,:          :  2    1
Asked about groundnut seed rate,:        50
ASKED ABOUT TO BACTERIAL BLIGHT DISEASE IN  GROUNDNUT,50     3
TELL ME TERMAITE  CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
--Ask about fungus problem in  groundnut Root,WP
ROOT ROT MANAGEMENT,-RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
Farmer want to know information about how to control sucking pest in GEAUNDNUT  crop,recommended for to control sucking pest  Spray imedachlorprid 5-7 ml at 15 liter of water
TELL GROUNNUT SEED TREATMENT,PLS USE CERATHAN-25GMKG  AMIDACLOROPIDE-1MLKG SEED
VARIETIES OF GROUNDNUT,SB 11 PHULE PRAGATI PHULE VYAS VARIETIES OF GROUNDNUT
Blight,Sprey Redomil 25gm pump
GROUND NUT WEED MANAGEMENT,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1 - 125 LITREACRE
Asking about dose of   N-TRIACONTAN0L,N-TRIACONTAN0L   1 ML  3 LIT OF WATER
Asking about leaf miner and thrips in groundnut,:           :     2
Narrow leaf weeds in ground nut,Advised to spray ALFA NAPHTHALENE ACETIC ACID PLANOFIX  1 ml5 liter water to induce flowering in Ground nut
WEED MANAGEMENT IN GROUNDNUT,SPRAY GLYPHOSATE 5ML PER 1 LITRE WATER
Cut worm in Ground nut,Recommended for spray Profenophos 2 ml  Teepol 1 ml  litre of water
TELL ME ABOUT THE  ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME WEATHER REPORT IN BARMER,SOME CLOUD AND CHANCE TO RAINFALL TODAY
Ask about fungus problem in Root groundnut crop,WP
TELL ME ROOT ROT CONTROL IN GROUNDNUT,1
groundnut variety available,contact with aao
TELL ME INSECT CONTROL OF BAJRA,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
PILIYA ROG IN GROUNDNUT,1 ML SULFURICK ACID PER LITER WATER SPREY
WEATHER CONDITION IN AURAIYA,CLAUDEY WEATHER CHANCE OF LIGHT RAINFALL
TELL ME ABOUT INSECT GROUNDNUT  CONTROL IN,5   800ml
Gnut problem,Provide detail information on Gnut
TELL ME CONTROL OF BLIGHT IN GROUNDNUT CROP,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
pre emergence weed control in groundnut,recommended for Spray fluchloralin 800 mlac
tell me SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
farmer want to know information about How to control of fungal attack in Groundnut crop,spray mencojeb  carbandazim 45 gram and steptrocyclin 2 gram at 15 liter of water
TELL ME CONTROL OF APHIDS IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
VARIETIES OF GROUNDNUT,- -  -      -    -  -  -     - - -  -  -  -  -  -  -
Asking about Groundnut pest Management,Recommended for profenophos 2 ml1 litre of water
Farmer want to information about sucking pest in  groundnut  crop,25  5-6        I
Asked about the general information IN GROUND NUT,BEFORE PLOUUGHING OR POD FORMATION CAN BE APPLIED
Ask about Variety of Ground nut,-  -
GROUNDNUT LEAF EATING CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
tell me SOWING TIME OF MUNGFALI,SOWING TIME OF MUNGFALIFIRST WEEK OF JUNE
TELL ME LEAF BORER CONTROL OIN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
NUTRIENT MANAGEMENT,RECOMMENDED BORAX 3 GRAMS  ACRE  AND  CALCIUM NITRATE 5 GRAMS  ACRE
attack of blight on gnut,-- 30          WP
WHITE GURB IN GROUNDNUT,QUIENALPHOS  25  EC  4 LITTER   HACTER
Asking about Foliar spray for Groundnut For yield increase,:          : TNAU   2  200
moongfali mai deemak,phorate 8-10kgacre
tikka disease in ground nut,tikka disease in ground nut-Spray SAAF-2gm per lit of water
Farmer asked query on Weather,There is  no rain fall for next 3 days and there after there is light to medium fall for upcoming 2 days  and sky will be mostly cloudy for these days
ASKING ABOUT BACTERIOCIDE SYMPTOMS IN GROUND NUT,:               -
asked about weed  management in groundnut,-
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN  GROUNDNUT,5 GRAM
ask for fertilizer in g nut,apply dap 10to 12 kg per vigha
TELL ME WEATHER CONDITION,NO RAIN FALL POSSIBILITY IN  NEXT  FIVE DAYS
Basal fertilizer management for groundnut,recommended for Apply DAP 50 kg  gysum 50 kgac
seed treatment,--     2   3    2                2
Asking about groundnut disease management,:       :     5
Farmer needs information regarding control measures of stem borer in Rice,Apply phorate 10G  125kghac or
Ask about fungus Control in Groundnut,12    63
ground nut virus,RECOMMENDED TO SPRAY ACETAMIPRIDEPRIDE MANIKVERMIT 40 GRAMS PER ACRE
FARMER ASKED ABOUT  CONTROL OF WHITE GRUB IN GROUNDNUT,25   4
FARMER ASKED QUERY ABOUT VARIATIES OF GROUNDNUT,- -  -      -    -  -  -     -
Farmer asked query on Weather,:       :           37  C    26 C     8
TELL ME VARIETIES IN GROUNDNUT,TG-37CHANDRAGG-2
ask for fertilizer in gnut,DAP allpy 5o to 6o kg per hacter
FARMER ASKED ABOUT TO FERTILISER MANAGEMENT IN GROUNDNUT,130
Information about termite problem in ground nut,20 ec  15
Information about varities of groundnut crop,-10  CSMG-884
Ask about fungus Control in Ground nut,SC 0-25
ASKING ABOUT THE SEED TREATMENT IN GROUND NUT,RECOMMENDED FOR   TRICHODARMA VIRIDE  4-5 GM PER KG OF SEED
ask for the fertilizer dose of groundnut,preffered for N-125kg and P-25 kgha as abasal dose
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,40   4    2
Sucking pest infestation in groundnut-,Sucking pest infestation in groundnut-Advised to contact us again after 5-6 days as you have already applied insecticides in the field
attack pest,bavisten sparay
TELL ME WHITE GRUB AND COLLAR ROT CONTROL IN GROUNDNUT,DRANCHING CARBENDAZIM250 GBEEGHA WITH IRRIGATIONAPPLY CHOLOROPYRIPHOS 1 LITAR PAR BIGHA WITH IRRIGATION
FARMER ASKED ABOUT FERTILIZER SPRAY ON GROUNDNUT,-
mungphalli me ki jankari,proper jankari di gai
FARMER ASKED BOUT VARIETIES OF GROUNDNUT,-
Information about pro emergence weeds control in Groundnut,10 SL  02
ask for fungus prob in guvar,mancozeb 40 gram per pump and to spray
summer groundnut,25-40-0 kg npk ha
APHID MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 150 LITRES OF WATER  ACRE
Information about weather,kisan bhai aapke shetra mein 21 september se 23 september mein barish ki sambhavna hai
TELL ME WEATHER CONDITION IN LUDHIANA DIST,15-20 CHANCE OF RAIN NEXT 5 DAYS
Farmer needs information regarding Wettable sulphur use in groundnut crop,30
Asking about Leaf caterpillar and Sucking pest control management in Groundnut,:         :  2   1
YELLOWING IN GROUNDNUT,SPRAY OF FERROUS SULPHATE 5 GM  2 GM CHUNA PAR LITAR WATER
Gram pod borer control in groundnut,Recomemnded for Spray profenophos 2 ml  liter of water
GROUND NUT ZINC DEFICIENCY,RECOMMENDED TO SPRAY  ZINC SULPHATE  2 GRAMS  1 LITRE OF WATER
Farmer asked query on Weather,WEATHER REPORT : WEATHER TODAYCLOUDY WEATHERCHANCE OF SHOWERS IN YOUR AREA         WEATHER SUNDAYDRY WEATHER NO CHANCE OF RAINFALL IN YOUR AREA
Farmer asked Larvae control information,EC 30
prevention of termites,178   1
Asking about weather forecast,in this week  cloudy weather chances of rainfall
Asked about Plant Protection in ground nut,Suggested that contact RSK or KVK for testing of soil
Ground nut root rot management,Recommended for spot drenching with carbendazim 1 gramlitre of water
Early Leaf Spot disease in Groundnut,Recommended to spray Carbendazim-MancozebSaafSixer 2gm per litre of water to control Early Leaf Spot disease in Groundnut
-TELL ME ABOUT  CUT WORM CONTROL IN GROUNDNUT,- 145   1
Farmer Asked sucking pests control information of Groundnut crop,QUERY ESCALATE
moongphali ki jad me sudi lag rahi hai,cloripayriphas 25 lithac ka prayog karo
asked about ground nut fertilizer,ground nut fertilizer Zinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 100 kgacre
Farmer asked query on Weather,:            2      33     11
Groundnut plant protection,Regent-2mllit-spray
Farmer asked fungus control information of  groundnut crop,WP
ask for yellowing leaves in ground nut,use 100 gm ferrous sulphate  10 gm hirakasi pump for spraying
ASKED FOR:groundnut weed management,ASKED FOR:groundnut weed managementRECOMMENDED:spray pendimethalin 2mllt of water
Ask about blank pod in ground nut,100      15
NUTRIENT S   FOLIAR  SPRAY,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
TELL ME SOWING TIME,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
ask for groudnut sowing time is june-july,suggest: sowing time is june-july
asked fertilizer for ground nut,DAP 1 Bag  acre
Leaf cater pillar in groundnut,Recommended to spray quinalphos ecalux-2mllit water to control Leaf cater pillar in groundnut
Farmer asked query on root rot control in groundnut,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
no sound,Apki avaj nahi aa rahi hai krpya dubara phone kare
FARMER NEED INFORMATION ABOUT SEED TREATMENT IN GROUNDNUT CROP,:-                   -      -     :
Seed treatment in groundnut,2
TELL ME BLACK ROT CONTROL IN GROUNDUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,5  200
15 din me ground nut ki harvesting karenge usme koi kida laga hai kya kare,ab koi dawa ka prayog na kare
TELL ME ABOUT PEST IN GROUNDNUT,US OF IMIDACLOPRID  250 MLBEEGHA IN GROUNDNUT
TELL ME ABOUT RAT CONTROL,--     20
TELL ME NUTRIENT MANAGEMENT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
POD BORER IN GROUNDNUT,RECOMMENDED CARBOFURAN 3G  25KGHECTARE
Asking about growth regulators for Groundnut,:     : :      2
Asking about  root rot management in groundnut,:      :     2
Farmer asked query on Weather,The weather in your area is cloudy but the chances of rain are low
leaf miner in groundnut,recommended for spray neem oil 3 ml  teepol 1 ml  litre of water
CONTROL OF TIKKA DISEASES IN GROUNDNUT,RECOMMENDED FOR SPRAY  CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER
TELL ME CONTROL WHITE GRUB IN GROUNDUT CROP,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked seed treatment of white grub and fungus control in ground nut crop,30  FS                WG
Asked about Pest management in  ground nut,Suggested to Spray Dimethoate 30 EC  2 mllit water
APPL-FERTILISER,UREAGYPSUM
Asked about groundnut Thrips and Caterpillar management,:       : :      2
ask for gnut spodoptera,suggest monocrotophos 30mlpump
Blight Attack,Drenching of Chloropyriphos 40 ml  15 lit of water
groundnut nutrient management,recommended to spray potassium nitrite  1 kgacre in 200 liter of water
Farmer wants to know information about Weed management in Pigeon pea and ground nut crop,10   250       -
Asking about Early leaf spot and  leaf folder management in groundnut,:              : :      2    2
ask for gnut root rot,gnut root rot coc 45gpump drenching
Asked about plant protection in groundnut,Suggested to drench with COC at 3 gram per litre water
askimg abt the control of early leaf spots in gnut,i have suggested to spray m-45
for proper growth in ground nut,recommended to spray agromin gold 1ml per litre water
TELL ME WEED CONTROL IN GROUNDNUT,IMEJATHAIPER 100 GRAMHECTAR
ASKED ABOUT TO DISEASE CONTROL IN   GROUNDNUT,8   64      2
Farmer asked fungus in root control information of grouund nut crop,WP
Farmer asked Varieties information of Groundnut crop,:-  :- -  -   -    :-  -11   -  -
Ask about fertilizer dose in Groundnut crop,-    -
Ask about fungus Control in Groundnut,-
Tobacco caterpillar in groundnut,Recommended for spray quinalphos 2mlliter of water
stem rot control in groundnut,recommended for spray carbendazim 25 gmlitter of water
Asked about plant protection in  groundnut,Recommended to spray        Spinosad      05ml lit of waterRecommended to spray        Spinetoram      05ml lit of water
TINKKA IN GROUNDNUT,spary karbandezim 12  mencozeb 63 2 gram  liter water
TELL ME FIELD TRICODERMA  TREATMENT IN GROUND NUT,USE IN FYM 20 KG  TRICODERMA 25 KG  HA FIELD TRICODERMA  TREATMENT IN GROUND NUT
Ask about fungal issue groundnut,EC -
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY CALCIUM NITRATECN- 1KGACRE200LITRES  OF WATER
farmer want to know information about how to control sucking pest in  crop,recommended for to control sucking pest in  crop spray imedachlorprid 5-7 ml at 15 liter of water
ASKING ABOUT THE WEATHER REPORT OF HARIPAL BLOCKHOOGHLY,POSSIBILITIES OF SOME CLOUDY WEATHER IN COMING 3 DAYS
Asked about Groundnut sucking pest management,:      :   - 2
GROUNDNUT LEAF FOLDER DAMAGE,RECOMMENDED TO SPRAY MONOCHROTOPHOS 16 MILLI LITER  LITER WATER  NEEM OIL 5 MILLI LITER  LITER WATER
sesan for ground nut,jun july
Farmer asked Larvae control information of groundnut crop,15 ml
ASKED ABOUT TO FERTILIZER IN  GROUNDNUT  CROP,33 15
ASKED ABOUT VARIETIES OF GROUNDNUT,- - -
TELL ME BLACK ROOT CONTROL IN,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME RAT CONTROL IN  GNUT,USE ZINC PHOSPHOIDE FOR RAT CONTROL IN WHEAT
TELL ME WHITE GRUB  CONTROLL IN GROUNDNUT,CLOROPAYRIPHOS 20 EC 1 LITER BIGHA WITH IRRIGATION WATER
mung phali me sundi lagi hai,indoxacarb 145 1 mlliter ka sprey kare
Tobacco caterpillar:groundnut,recommended for application of Ekalax  2 ml litre of water
caterpiller,Spray Chloropyriphos 30Ml 15 Lit Of Water
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH,-
variety,tag-24phule pragatikoergaon-1
ASKED ABOUT YELLLOW LEAVES,RECOMENDED TO SPREY 1KG ANNABEDHI200GMS CITRIC ACID
FARMER ASKED ABOUT TO FERTILIZER MANAGEMENT IN GROUNDNUT,375      35
Asked about top dressing fertilizer application for Groundnut,:        :    55     12
GROUND NUT NUTRIENT MANAGEMENT :,GROUND NUT NUTRIENT MANAGEMENT :RECOMMENDED TO APPLY ZYPSUM-200 KG PER ACRE UREA -8 KG PER ACRE
Asked about Groundnut top dressing fertilizer management,:     :   80    4     45
farmer wants to know information about How to control of fungal attack in groundnut crop,8  64 WP          2
dose,apply DAP
YELLOW COLOUR LEAVES IN GROUND NUT,RECOMENDED FOR AGRO MINIMAX 1 KG ACRE
ask about white grub,I suggested to spray choloropyriphos 30 mlpump
Farmer asked about yellowing of leaves of groundnut,WP
Asked about leaf minor control in groundnut,:     :  2
WATERING IN GROUNDNUT AFTER SOWING,WATERING IN GROUNDNUT AFTER SOWING KEEP MOISTURE IN THE SOIL BUT AVOID EXCESS WATER
farmer ASKED ABOUT ATTACK OF SUCKING PEST on groundnut crop,-         CARBENDAZIN 50 WP 30
Tobacco caterpillar control in groundnut,Recommended for spray quinalphos 2mllitre of water
Asking about Groundnut Inter cropping information,:     :
WANT TO KNOW ABOUT HOW TO CONTROL CATERPILLAR IN GROUNDNUT,SPRAY   CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT -TAG-24 TG-26phule unap
Asked about Powdery mildew management for Sesame,:        :       2
asked for plant protection,Precipitation 25Cloudy
asked about nutrient management in groundnut,apply gypsum 100kgand potash 30kgacre
Farmer asked query on Weather,6           8
gidar problem in groundnut crop,apply Cartap Hydrochloride 4G8-10 kg acre
ASK ABOUT LARVAL CONTROL IN GROUNDNUT,126    95  ZC
Ask about fungus Control in groundnut,SC -
ask for variety of ground nut,suggest GG- 2 4 6
Farmer asked seed treatment of fungus problem in Groundnut,WP 40-50
TELL ME NUTRIMENT MANAAGEMENT IN PEANUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Information about groundnut varieties,-
farmer want to know information about weed management of groundnut,pandimethilin12 lit acer  as pre emergense
asked about aphids and caterpillar management in groundnut,:        :  2  1
ASKED ABOUT TO DISEASE CONTROL IN,85  25
Asking about weed management in groundnut,:     :     800
moong fali ki patti mai saudi lagi hai,Apply TRIZOPHOSE  15 ML  Lt of water
Farmer asked query on Weather,31        6
farmer asked about variety of groundnut,variety of groundnut  TG-26 TAG-24SB-XI
TELL ME ABOUT IRRIGATION IN GROUNDNUT,--      25
drought management in ground nut,Recommended for spray PPFM 1 litre of water during morning or evening
Asking about Alternaria leaf disease management in Groundnut,:       :  2    1
Asked about chlorpyriphos application with micronutrient and borax,:            :       5
POD BORER IN GROUNDNUT,APPLY CARBOFURAN 3G  6KGACRE FOR POD BORER IN GROUNDNUT
TELL ME ABOUT DOSE OF CALCIUM NITRATE  IN GROUNDNUT CROP,3
TELL ME ABOUT CONTROL OF ROOT ROT DISEASE IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asked about Groundnut seed storage information,:       :  30  45
top dressing fertilizer management for groundnut,apply gypsum 150 kg  ac
ask about ground nut wilt,I suggest spray bavistin 15 gm  pump
grndnut leaf heating catter piller,proclem 100 gracr
Farmer asked  Fertilizer dose information of Groundnut crop,-    80   - 90
blight control on turmeric crop,you can spray redomil gold 30 gram pamp water use for blight control on turmeric crop
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY UPTO NEXT 2-3 DAYS
ask for sowing information,suggest:jun julay
Information about weather,Kisan bhai aapke shetra mein 27 june ko barish ki sambhavna hai
WILTING IN GROUNDNUT,WILTING IN GROUNDNUT-SPRAY SAAF 30GM WITH 1GM PLANTOMYCIN IN 15LITRES WATER
thrips attack on groundnut leaves,Spray Nuwan 20ml15Lit of Water
Suggested:,Imidacloprid 178 sl 5 mlpump  spray
fertilizer dose for groundnut,give gypsum 50 kg acer at the time of pig development
REGARDING GROUND NUT KADIRI VARIETIES AVAILABITY,ADVISED TO MEET NEAREST KRISHI VIGYAN KENDRA OR MANDAL AGRICULTURE OFFICER
Farmer asked query on Weather,:                               31      21        3
TELL ME ABOUT YELLOW  LEAF IN GROUNDNUT,5     1
ask gnut fertilizer,i suggest 125kg N  25KG Pha
tell me about insect control in green gram,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Ground nut sowing season,Recommended for November- December
Farmer asked about nutrient management in pea nut crop,-
TELL ME FANGUS CONTROL OF GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Groundnut top dressing fertilizer management,Recommended for Apply gypsum 80 kg  ac
TELL ME NO INSTALLMENT IN PMKSNY,--NODAL ADHIKARI SE SAMPARK KARE
LEAVES ARE YELLWO IN GROUNDNUT,SPRAY FERASH SULPHET 5 GML WATER
Asked about Root rot management in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  ac
ground nut leaf caterpillar management,recommended for spray neem oil 3 ml  teepol 1 ml   lit of water
mugfali me pani kab lagana chahia,after 1 month
ROOT ROT IN GROUNDNUT,SAFF 2 GRAM   PLANTOMYCINE 1 GRAM  1 LITER OF WATER IN GROUNDNUT
Late leaf spot in groundnut,recommended for the spray  Mancozeb 2gmlit of water
Asked about Groundnut total duration information,:     : 90 -130
ask about fungus in crop,vigha water treatment
TELL ME SOWING TIME OF GROUNDNUT,1 JUNE-  15JUNE
ASK about variety,Semi Spreading: GG-20  GJG-22
Asked about cater pillar management in groundnut,:       :  1
Information about  seed rate of groundnut crop,70 -90
ASKING ABOUT GROUNDNUT SUCKING PEST MANAGEMENT,GROUNDNUT SUCKING PEST MANAGEMENT  SPRAY IMIDACHLOPRID 03MLL OF WATER
Asking about leaf miner management in groundnut,:     :  2
ground nut zinc deficiency,recommended to spray zinc sulphate 2gm  lit of water
farmer asked about varieties of groundnut,-   -- -
Monkey and pig attack on groundnut,No chemical recommended Visit to forest officer
TELL ME ABOUT LATE VARIETY OF GROUNDNUT,GG-7 IS THE LATE VARIETY OF GROUNDNUT
Asked about late leaf spot management  in groundnut,:    :      2
Information regarding to seed rate of groundnut,32-34
TELL ME NO GROWTH IN GROUNDNUT,SPRAY OF THIOUREA 05 GM PER LITER WATER
attack pest,Spray Rogar 15ml15 Liter of WaterDimethoate-Cheminova
varieties,use  tag 26
Asked about groundnut leaf caterpillar management,:     :   - 3
WEED MANAGEMENT,SPRAY PENDIMETHALENE 1330MLACRE
TELL ME ABOUT THE CONTROL OF TIKKA DISEASE IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
TELL ME SOIL TREATMENT FOR CONTROL OF  DISEASE,USE TRICHODERMA 25 KG PER 100 KG FYM
LEAF EATING CATERPILLER IN GROUNDNUT,RECOMMENDED TO SPRAY CARBARYL 50 WP 3GM1 LITER OF WATER
MUG PHALI KI INFORMATION,CLOROPAERIPHAS 1 LITAR ACRE DE
groundnut root rot,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER
Asking about mancozeb fungicide uses in groundnut,:        :  4  10
Groundnut leaf miner,recommended for spray Dimethiate 2 ml  lit of water
ASKED ABOUT TO INSECT CONTROL IN WHITE GRUB,--            5  25
palnt protection in groundnut,spray Carbendazim 12 Mancozeb 63 WP 2 gmliter of water
moong fhali mein ghas,aap nirai gudai karein dawa ka prayog na karein
WILTING OF GROUNDNUT DUE TO FUNGAL ATTACK ON ROOTS,DRENCHING OF ROKO 15 GM 15 LITRES OF WATER
FARMER ASKED QUERY ON ROOT GRUB MANAGEMENT IN GROUNDNUT,6   1
GYPSUM FOR GROUNDNUT,APPLY GYPSUM  100 KG  ACRE AS GYPSUM FOR GROUNDNUT
how to control fungal disease in groundnut,how to control fungal disease in groundnut   spray of m-45  mancojeb  2 gm liter water
fertilizer management for groundnut,apply gypsum 150 kg  acre
ask about white grub in groundnut,I suggested cloropyriphosh 40 mili  15 liter
attack pest,spray Chloropyriphos 30ml15 Lit of Water
Asking about drum using in groundnut field,:       :
blight,Blue copper -40 gm 15 lit water
Asking about seed rate for groundnut,:          :  -         -
Asked about Increase yield for groundnut crop,:       :TNAU       2        200
Insect infestation,Spray metasistox  15 ml in 1 litre of water
groundnut basal fertilizer,recommended for apply DAP 5Okg  gypsum 75 kg ac
BLIGHT IN GNUT,DIFENACONAJOL 1 MLLITAR
