QueryText,KccAns
Farmers need information regarding weed management in groundnut crops,387
ASKING ABOUT CONTROL OF TIKKA LEAF SPOT IN GROUND NUT PLANT,SPRAY AZOXYSTROBIN 23 SC  1 ML   LIT OF WATER
WHITER GRAB IN GROUNDNUT,BAVISTIN 300 GRAM PER BHIGA
CQALOR ROOT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
ask about wilt in ground nut,I suggested to drenching blue copper 40 gm pump for wilt in ground nut
Groundnut top dressing fertilizer management,recommended for Apply gypsum 160 kg borax 4 kg  ac
APHID,ROGOR 2MLL
Asked about caterpillar management in groundnut,:          :  2  1
GYPSUM APPLICATION IN GROUND NUT,200                45
RED HAIRY CATERPILLAR  DAMAGE IN GROUND NUT,RECOMMENDEDTO SPRAY SPINOSAD 75 MLACRE
ground nut cut worm management,RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  8 KG ACRE
weed control in,Manual weeding should be done
RUST IN GROUNDNUT,RUST IN GROUNDNUTSPRAY Wettable sulphur 4G1LIT WATER OR MANCOZEB 25G1LIT WATER
FARMER ASKED ABOUT ATTACK OF SUCKING PEST  TIKKA ON GROUNDNUT,-                15
TELL ME WEATHER INFORMATION,RAIN MAY BE NEXT 2-3 DAYS
GROUNDNUT GRAM POD BORER MANAGEMENT,RECOMMENDED FOR SPRAY PROFINOPHOS 2 ML 1 LITER OF WATER
TELL ME ABOUT DISEASE ROOT ROT CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
TELL ME ABOUT TERMITE CONTROL IN CHURU,20   4
TELL ME TIKKA DIEASE GROUNDNUT,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER
VARIETY OF GROUNDNUT,PRAKASHCHITRACHANDRAKAUSHAL
control measure for leaf feeders,spray endosulfan 2mllit
How we control Stem rot: Sclerotium rolfsii in Groundnut,Seed treatment with Trichoderma viride  4 gkg seed and soil application of Trichoderma viride 25 kgha
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
TELL ME WEATHER INFORMATION,FOUR DAYS RAINFALL NEXT FIVE DAYS
asked for aphids on groundnut,15  15
WEED MANAGEMENT,Go for hand weeding
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO MANUAL WEEDING
Ask about summer groundnut variety information,-
LEAF MINOR,CHLOROPHRPHOS 2MLLIT
Weather information for groundnut crop,There is a possibility of drizzling this week in your area till August 24th
Termite control for all crops,recommended for soil drench with chlorpyriphos 2 ml litre of water
ground nut varieties,ground nut varieties kadirigitandra
TELL ME GROWTH IN GUAR,SPRAY OF THIO UREA 05 GM PER LITER WATER FOR BETTER PRODUCTION IN GUAR
Asking about foliar nutrient application for Groundnut,:    :   3   2
Asking about Tobacco caterpillar in blackgram,Recommended for spray profenophos 2ml  neem oil 3ml  teepol 1 ml  lit
Asking about Rainfed groundnut top dressing fertilizer management,:    :
Farmer asked Jassid Problem in ground nut crop,WG -
TELL ME TIKKA DIESESES IN GT NUT,SPRAY IN MENCOZEB 2 GM  LT WATER
ask about fungal problem in groundnut,WP -
varieties of ground nut,varieties of ground nut  tag - 24  sb -11
ask about herbicide spray information in groundnut crop,60
groundnut thrips management,Recommended  for spray Imidachloprid 05 mllit of water
Farmer needs information regarding herbicide in  groundnut crop,-                   10    300
Ground nut foliar spray,Recommended for spray groundnut rich 2 kg  acre
ask about time of sowing,jan- feb is sutaible time for planting
groundnut leaf yellowing,Spray mancozeb 2gramlit
ground nut caterpillar managment,ground nut caterpillar management recommended imomectin  benzoate 80gracre
how to control tobacco caterpillor,spray trizophos40EC15mlsprayer
Farmer asked about stem borer attack on soyabean,30
Aphids in groundnut,recommended for Spray imidaclopride 1 mllit of water
Attack of Caterpillar on Groundnut,Caterpillar on Groundnut -Spray Profex super 20 ml15 liter of waterProfenofos Cypermethrin -Nagarjuna
tell me weather information,apke yaha 11 agast se 16 agast tak varsha ki sambhavana hai
SUCKING PEST MANAGEMENT IN GROUND NUT,Target InsectsPests: Thrips Whiteflies Aphids Leaf Hoppers  Dosage: 250mlacre
Farmer asked Sulphur information in oil crops,90 WDG 3
ask about irrigation information in groundnut,-   -    -    -     -    -        -
Ask about activation of market price,Request has been submitted
TELL ME CONTROL BLACK ROOT ROT,USE CARBENDAZIM 1 KILOHAC FOR ROOT ROT
tobacco caterpillar in groundnut,RECOMMENDED TO SPRAY AZADIRHACHTIN  NEEM SEED KERNAL OIL   1 LITRE  200 LITRES OF WATER ACRE
how to control SUCKING IN Groundnut,recommend for spray to Imidacloprid 178  SL 5-7 MLPUMP
attack of sucking pest on groundnut,spray supar confidor 6 ml  15 litter of water for controlling  sucking pest on groundnut
ASKING ABOUT FERTILIZER DOSE IN GROUNDNUT,-
TELL ME  MANDI RATE IN  GROUNDNUT,MANDI RATE IN  GROUNDNUT RS 4300 RUPAR PERQU
upchar in groundnut,3 gram karbandazim 8 ml cloropieophose  2 gram rhizobium culture par kg groundnut
Groundnut Top dressing,Recommended for APply Potash 30 kg gypsum 80 kg MN mixture 5 kg acre
STARTING STAGE OF GROUND NUT,recommended to spray saaf 500 gracre
tell me control of white grub,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
farmer asked about weed management,recommended better to go for hand weeding
LEAF CURL,DIMETHOATE 15MLLITRE
weed managment,spraying of parshut
rainfall report,suggested as per information
Ask about seed parches information of Groundnut crop,-
groundnut basal fertilizer management,Recommended for apply DAP 50 kg and gypsum 75 kg acre
suryakathi seeds,BSH - 1
TELL ME VARIETY OF URD,VARIETY OF URD  PANT U-19 RBU-38 BARKHA
Farmer asked termitewhite grub control information of Groundnut crop,300
asked groundnut,RECOMMENDED TO SPRAY BENOMIL BENLATE 200 GRAMS PER ACRE
TELL ME GROUNDNUT SEED RATE,GROUNDNUT SEED RATE-80-100GKHACT
Asked about groundnut seed rate information,:      : 50
Farmer asked fungus thrips control information of,WP -            5  25
ASKING ABOUT WEATHER REPORT IN HOOGHLY DISTRICT,WEATHER REPORT ACCORDING TO IMD IN HOOGHLY DISTRICT ARE SUNNY TO HAZY SUNSHINE POSSIBILTY OF LIGHT TO MODERATE RAIN UPTO  NEXT FIVE DAYS
FARMER ASKED ABOUT CONTROL WILT ATTACK IN GROUDNUT  CROP,-      WP  -
LEAF CURL,SPRAY ROGOR 400MLACRE
wilt on groundnut,redomil gold 30 gm15 ltr water
WILTING IN GROUNDNUT,BLITOX 50 2GMLIT
Asked about groundnut leaf feeder management,recommended for spray chlorantraniliprole 3 ml10 litre of water
insect infestation in ground nut,Dichlorvos 76 EC 627 mlhacter ka chhidkawa karen
VARIETIES,RECOMMENDED KADIRI 56 NARAYANITIRUPATHI
groundnut thikka leaf spot,recommended to spray chlorothalonil 400 gram  acre
ask about control of sucking pest,I suggest to asitamiprids 8gmpump to apply
CONTROL OF STEM ROT IN GROUND NUT,SPRAY CAPTAF  2 GM PER LITER OF WATER IN THE BASE OF THE PLANT
TELL ME DISEASE CONTROAL OF GROUNDNUT,SPARY OF BAVISTIN 250GMHE
FARMER ASKED THE CONTROL OF PEST IN GROUNDNUT,20  05           2
2,2
gnut irrigation information,provided information
Ask about yellowingfertilizer dose,25
Asked about weather record,cloudy weather   chances of rainfall
DISEASE IN GROUND NUT,RECOMMENDED CARBADIZIUM 1 GRAM PER LIT
Root rot in groundnut,Recommended for soil apply Trichoderma viride 1 kg  FYM 20 kg  ac
FARMER ASKED VARIETIES OF GROUNDNUT CROP,-               -     -
Asked about  to disease  control  in   groundnut,GROUNDNUT      80  2
Asking about Leaf miner and Root rot management for Groundnut,:          :  15   2  1
Asking about Tobacco caterpillar management in groundnut,4   10
TELL ME FUNGS CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER
Asked about Tobacco caterpillar management in groundnut,:     : :      5
Asked about increase pod filling in groundnut When to spray groundnut rich micronutrient,:         :         2   200
asking about Leaf caterpillar management in Groundnut,:       :  Reagent 2
Tobacco caterpillar in groundnut,Recommended for spray Indoxacarb  1 ml  lit of water
DOSE OF SSP IN GROUNDNUT,DOSE OF SSP IN GROUNDNUT 225 KG PER HA
Farmer asked early leaf spot of groundnut,EC -
ASKED ABOUT GROUNDNUT FERTILIZER DOSES,-    -            -    -
Farmer asked Larvae Problem in groundnut crop,EC         SC 7-8
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,5     2
Asking about foliar nutrient spray for groundnut crop,:    :   5
TELL ME ROOT  ROT DISEASE CONTROL IN Groundnut,APPLIED BAVISTIN 250 GM BIGHA  WITH IRRIGATION WATER
Farmer asked query on Weather,:         :      -                     30C     23 C     8
Asked about  kadiri 1812 Groundnut seeds availability information,:     :
Nutrient management in Groundnud,kisan bhai aap mungfali me jipsam ka prayog kare
Asking for  groundnut fertilizers at 30 DAS,I suggest do not use fertilizer at 30 DAS
Farmer asked query on Weather,CLOUDY WEATHER NO  CHANCE OF  SHOWERS IN YOUR AREA
Pod is not properly filling in groundnut nearly coming to  harvesting stage,Advise- no any nutrient will work properly to solve this problem as groundnut plant has already attaining fruiting stages and its come to harvesting stageif you want to apply any nutrient then advise to use multiplex krantichamak or zypmite plus
Groundnut Leaf caterpillar,Recommended for spray fipronil 2 ml  Neem oil 3 ml litre of water
ground nut leaf folder management,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE 60 ML150 LITERS OF WATER  ACRE
fertilizer dose for ground nut,1 bag DAP acre
TELL ME  INSECT CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Aphids in groundnut,Recommended for spray daimethoate 2ml  lit
groundnut weed management,groundnut weed management : recommended to spray pendamethalin 15 milli litre per acre
FARMER ASKED QUERY ON WHEN TO DO WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO DO WEEDING AT 21-25 DAY AFTER SOWING OF GROUNDNUT CROP
Farmer asked Aphid problem in GROUNDNUT  crop,SP    SP
Groundnut plant is biting insects from the ground information about its prevention,fipronil 03   8  10
pod borer in groundnut,astap 350 gracr
FARMER ASKED ABOUT THE CONTROL OF INSECT IN,25   4
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME JUNE FIRST WEEK
ask for gnut wilt,suggest:bavistin 30 gmpump sprey
ABT MAX PEG FORMATION,SPRAY ISABIAN 25 ML15 LTR WATER
moongfali me deemak lagi hai,cloropairiphos ko sinchai ke paani ke sath milaayen
seed requirement,recommended to take dharaniabhayakalahastitg 26
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY CALCIUM NITRATE 5 GRAMS 1 LITRE
ATTACK OF INSECT ON GNUT,Spray Chloropyriphos 30mlBlaze Indofil15 Liter of Water
ask about seeds of grounnut,I suggested bij kendra
ground nut root grubs,Advised to apply phorate granules 5 kg per acre
verities of groundnut,verities of groundnut :- punjab mungphalli no - 1 mungphalli haryana-4
TELL ME SOWING TIME OF GROUNDNUT,JUNE TO JULY SOWING TIME OF GROUNDNUT
SEED TREATMENT,APPLY THIRUM 5GM  KG OF SEED  APPLY RHIZOBIUM
WEED IN GRONDNUT,YOU CANNOT MIX INSECTICIDE AND HERBICIDE
How to control  caterpillars in groundnut crop,Recommended for use phorate or corbofuron 8-10 kg per acre
Ground nut bio fertilizer application,Recommended for spray phosphobacteria 1 ml  lit of water
sarson me mahoo ke liye kya kare,methyle-o-dematan 25 EC  10 liter prati hectare ka spray kare
WEEDS IN GROUNDNUT,RECOMMENDED TO APPLY DINAMAZ 18ML15 LITRES WATER TO CONTROL WEEDS IN GROUNDNUT
ASKED DISEASE CONTROL IN GROUNDNUT,50   250
Provide information for disease management in groundnut crop,50  2
TELL ME WIGHT GRUB CONTROL,PLS GIVE QUNOLPHOSH-4LITER HACTER
calcium deficiency in groundnut,recommended for Spray calcium Nitrate 5glit of water
asked about root grub management in groundnut,:       :     1  20        1
ask about in gunt fungi problem,i suggest spray bavistin 30mlpump
Asked about foliar nutrient spray for groundnut crop,:     :  5     5
SUCKING PEST IN GROUNDNUT,SPRAY IMIDACLOPRID 178 SL  1 ML  3 LITER OF WATER FOR CHECKING SUCKING PEST IN GROUNDNUT
Insect problem in groundnut,5 1
Ask about larvae control information groundnut,SC -
Asking about root rot management in ground nut,:       :   1        20
Information about sundi insect problem in groundnut crop,-Chlorpyrifos 50 Cypermethrin 5 EC 2 ml
Asking about leaf spot in groundnut,:    :     10
Farmer asked Sucking pests and Larvae problem in groundnut crop,25- 30
catterpilor on groundnut,catterpilor on groundnut  - takumi 7 ml 15 lite rwater spray
ATTACK OF  CATERPILLAR,Spray Quinolphos 30 ml  15 liter water
top dressing fertilizer management for ground nut,apply gypsum 150 kg ac
Asked about Shoot and fruit borer management  in Brinjal,:          :   5   4      5  10
Where is soil test held,please collect soil sample and send to soil testing laboratoryujjain through RAEO
ABOUT MANAGEMENT OF STEM NECROSIS IN GROUND NUT,RECOMMENDED TO SPRAY DIMETHOATEROGAR 400 MLACRE
plant protection,wettable sulphur2gmliterwater
TELL ME CONTROL OF WHITE FLY IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
TELL ME SEED RATE OF GROUNDNUT,80-100 KILO PAR HEC
Asking about micro nutrient deficiency in groundnut,:     :       5       3
Whitefly in groundnut,Recommended for spray Acetamyprid 2 gram  Neem oil 3 ml litre of water
asked about groundnut fungus attack,spraying of redomild gold 30 gm 15 lit water
nammakkal district groundnut sowing season,Recommended for groundnut sowing season  may- june varieties : MV 10 COGn 5 TNAU CO 6 VRIGn 7
TELL ME WEATHAR INFORMATION,RAIN FALL IN 5 DAY IN THISE AREA
Asking about leaf Eating Caterpillar Management in groundnut,:     :  2
ASKED ABOUT TO FERTILIZER DOSE IN GROUNDNUT,130
TEL ME PEST CONTROL IN GROUNDNUT,USE CARTAF HYDROCLORIDE 4 G 12 KG PER HA
fertilizer infio,Spray Microlla 30 ml15 Lit of Water
Farmer asked query on Weather,:   -       : :              37  C    25  C     5
Asked about tobacco caterpillar management for Groundnut,:        :    1
vaerity of groundnut,tg 24tag 26 phule pragatiphule unatti
information regarding to Disease control in oil crop,-45   2     1
Ask about sucking pests problem in crop Su,pump spray
GROUND NUT APHID MANAGEMENT,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   60 ML PER ACRE
asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  Borax 10 kg  acre
TELL ME ROT ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Farmer needs information regarding Control of weeds in Groundnut,40
moong-phali 60din ka ho gaya hi kharpatwar ho gaya hi,koe dawa nahi padega
GROUNDNUT SEED QUALITY  YIELD SIZE ISSUE,CONTACT AO
ASKING ABOUT ATTACK OF THRIPS  APHIDS  JASSIDS ON  GROUNDNUT,25 5 15
Asking about Early leaf spot and Tobacco caterpillar management in groundnut,Recommended for spray  Carbendazim 2 g  chloriphyriphos 2 ml lit of water
Leaf spot in groundnut,spray mancozeb 25gmlit of water
ASKED ABOUT SOWING TIME OF GROUND NUT,SOWING TIME OF GROUND NUT-IN THE MONTH OF JUNE-JANUARY
VARIETIES OF GROUNDNUT,- -            -    -          -   -
FARMER ASKED ABOUT ATTACK OF WILT ON GROUNDNUT,-
ground nut Iron Deficiency Symptoms,recommended for spray ferrous sulphate 5 g   lit of water
farmer ask about fungus problem in groundnut crop,: 500
TELL ME ROOT ROT  CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Asking about groundnut seed rate,Recommended for 50 kg acre
Asked about Disease management in  ground nut,--Recommended to spray  carbondizim 1gl
weather information,12 18 ko halki barish ki sambhawana hai
TELL ME NUTRIENT MANAGEMENT,80 20
FOR BLOOSMING on groundnut,Spray Boom flower 30 MLDeviCropscience15 liter of Water
TELL ME ABOUT THE CONTROL OF INSECT IN GROUNDNUT,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
farmer asked about bio pesticide related information,650 GRAM ACRE SOIL APPLICATION
Asked about stem rot management in groundnut,:  2
fertilizer info,jipasam wapar kara
Asked about variety and sowing seed rate of ground nut per hector,:
Farmer asked query on Weather,23    7     15
FARMER ASKED ABOUT  PEST CONTROL IN GROUNDNUT,36   2
TELL ME ROOT ROT CONTROL OF GROUNDNUT,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
Asked about growth regulator  pesticide  spray in groundnut,:     : :     2  200
Ask about Plant Growth Retardant Information in Groundnut crop,-
fertilizer dose for groundnut,DAP
Weather Report,Partly cloudy and light rain
Asked about plant protection in   groundnut,Recommended to spray Chlorpyriphos 20 EC- 20 ml per lit
farmer ASKED ABOUT BLIGHT ATTACK on groundnut crop,-    50 WP 30
Ask for castor fertilizer information,I suggested to apply urea fertilizer in castor
yellowing leaves,Spray Bavistine 30gm15lit of Water
asking about Stem borer and leaf folder management in Groundnut 50 days,:        :  1 5      1
Farmer asked query on Weather,:                       -       -        -
basal fertilizer management for groundnut,apply DAP 50 KG AC
TELL ME UPCHAR IN RADISH,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Farmer wants to know about weed management in groundnut,Recommended for weed control in groundnut spray of imezathapyr  30pump
WEED MANAGEMENT IN GROUND NUT POST EMERGENCE,WEED MANAGEMENT IN GROUND NUT POST EMERGENCE : NOT RECOMMENDED TO SPRAY ANY WEEDICIDE
ASKED ABOUT CATERPILLAR ATTACK ON GROUNDNUT,-:-  20   -30
GROUND NUT APHID,GROUND NUT APHID RECOMMENDED TO DIMETHIOATE 2ML OR MONOCROTOPHAS 16MLLITER WATER
Attack of Thrips,Spray Karate20ml15 Liter of WaterLambda 5 SC-Syngenta
Farmer asked about fertilizer in groundnut crop,20  25
ask abt gnut crop,suggested bavistin 25gmpump
Asked about seed rate and planting distance for Groundnut,-                                       :
Farmer needs information regarding control measures of termite in groundnut crop,-                                                                                   -
TELL ME MICRONUTRIENT IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 GM PER LITER WATER
Asked about Root rot management for Groundnut,:        :   1  25             5
Farmer wants to know information about increasing flower Flowers stimulator  Vegetative growth Yield booster of the plants in  ground nut crop,I
TELL ME  WHITE GRAB CONTROL OF  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF GRAB
FARMER ASKED ABOUT THE SEED TREATMENT OF GROUNDNUT,JATAYU 25
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ATTACK ON GROUNDNUT CROP,-
Asked bout groundnut alternaria leaf blightspot management,:           2
Ask about fungus problem,Suggested: Metalaxyl 8  Mancozeb 64 wp Redomil MZ  Master 35 grampump Spray
Information regarding to weather in hisar,weather in hisar -some cloudy  some chance of rainfall today
Ground Nut Seed Avability,Advise to visit AAO
BORER MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
Farmer asked fungus control information of,4    68  40
TERMITES PROBLEM IN GROUNDNUT,SPRAY CHLOROPYRIPHOS  15 MLLITOF WATER
groundnut season,groundnut season June-July
tell me about toot rot control,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asked about pest management in Groundnut,Spray Chloropyripos 2mllit
Ask about groundnut fertilizer information,70
leaf feeder management of groundnut,recommended for spray Profenophos 2ml1 litre of water
FERTILIZER APPLICATION IN GROUND NUT,APPLY 8 KG NITROGEN16 KG PHOSPHORUS 16 KG POTASHACRE
Information about Seed Rate of Groundnut Crop,90  100
asking about Groundnut seeds subsidy information,:        :
Farmer needs information regarding Weed management in Groundnut  crop,45  50                          -
STEM ROT IN GROUNDNUT,RECOMMENDED TO SPRAY RIDOMIL 25 GM LIT WATER FOR CONTROL OF STEM ROT IN GROUNDNUT
FARMER ASKED ABOUT  FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT,- : :  -
Asking about fertiliser in split in groundnut,No recommendation in groundnut
Ask about Sowing Time And Varieties of Groundnut crop,-
GROUND NUT NUTRIENT MANAGEMENT,APPLY CMS 25 KG PER ACER
root rot,SPRAY ZINEB 600GMACRE
TELL ME DISEASE CONTROL OF GROUNDNUT,12   63    2
Farmer asked query on Weather,31           11
Asked about plant protection in groundnut,Recommended to Spray Emamectin benzoate 5  SG 5 g20 lit for FEEDERS
tobacco caterpillar in groundnut,spray quinalphos 2 ml per litre water
ASKED ABOUT INFORMATION  GROUNDNUT,WESTERN -55 PHULE PRAGATI VAN LAGVAD KARA
ask for maize wilt,blue copper drainching
ask for groundnut root rot information,suggest: drenching with hexaconazol 20mlpump
Asked about early leaf spot management in groundnut,:           :  2      15
Asking about leaf spot in ground nut,Recommended for spray Carbendasim 2 gram litre of water
FARMER ASKED QUERY ON CHLORPYRIFOS,RECOMMENDED TO CHLORPYRIFOS CONTROL LEAF EATING CATER PILLARS BORERS
TELL ME  SEED TREATMENT IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
TELL ME DIMAK CONTROL OF GROUNDNUT,termite control in GROUNDNUT  USE choloropyrifos 20 EC 4 LITER PER HA WITH IRRIGATION
Manganese Deficiency Symptoms groundnut,recommended for  Foliar spray of  MnSO4 5 gmlit
ROOT ROT IN GROUND NUT,BAVISTIN 250 GRAM  BIGA
STEM ROT IN G NUT,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 3GML OF WATER FOR STEM ROT IN G NUT
fungal problem in groundnut,ap carbendazim 50  WP 400 gramacre ki dar se ghol banakar chhidkav Karen
fertilizer dose in groundnut,apply N:P:K 8:16:16kgacre
Farmer asked seed treatment of white grub control Groundnut crop,30  FS  3
Asking about nutrient management in groundnut,-           -
application dose of Methylobacterium,recommended for spray Methylobacterium 10 mllit of water
Farmer asked  white grub Problem in GROUNDNUT  crop,EC
termite,cloropyrphos
WILTING OF GROUND NUT,RECOMMENDED TO SPRAY WITH SAAF  2G  PLANTOMYCIN  1GLIT OF WATER
irrigation in ground nut,give a water on 10 days to 12 days before
TELL ME WEED CONTROL IN GROUNDNUT,WEED CONTROL IN GROUNDNUT -PENDIMITHALIN 25 LITRE IN 600 LITRE WATER PER HACTRE
Asking about varieties for sesame,:     : :      2
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT CROP,BIOVITA   2 ML                                           80WDG  2
groundnut seed treatment,recommended for treat the seeds with Trichoderma viride  4 gram 1 kg of seed
Asked about increase flowering and yield in groundnut,:        :     2  200
leaf spot in groundnut,Spray Mancozeb 2 mllit of water
Nano urea application in ground nut,Advised to spray nano urea  2ml per litre of water
Asked about plant protection in groundnut,suggested to spray tebuconozole  1 ml per 1 liter of water
asking about Tobacco caterpillar management in groundnut,Recommended for spray Profenophos 2ml  litre of water
Farmer asked query on Weather,5               34     21
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Weed management in Ground nut,Apply pendamithalin 15 L  Acre in ground nut
seed treatment in groundnut,seed treatment in pea nut thiram or carbendazim 25 gram kilogram of seed
GROUNDNUT FIELD GYPSUM DOSAGE RECOMMANDATION,GROUNDNUT FIELD GYPSUM DOSAGE RECOMMANDATION  : 200 KG  ACRE
asking about groundnut leaf caterpillar management,recommended for spray chloriphyriphos 2 ml  1 litre of  water
Farmer asked  Fertilizer dose information of Groundnut crop,- -      -    -     -
Farmer asked Larvae control information of grountnut,EC 0
asking about season of sowing for groundnut,Recommended for groundnut sowing season June - July
TIKA DISSEASE OF GROUNDNUT,SPRAY MANCOZEB 75 WP 2 GMLTR WATER
GROUNDNUT DISEASE,HEXACONOZOLE 1GM PER LITRE WATER
ground nut fertilizer management,recommended 9kg urea gypsum 200kgacre at flowering stage
FARMER ASKED ABOUT GROUNDNUT VARIETIES,- -                 30  35
Farmer asked query on Weather,32    19     8
TELL ME TIKKA DIS CONTROL IN GROUNDNUT,SPRAY MANCOZEB 75 WP 2 GM PER LITER WATER
Yellowing in peanut crop,-                    05     01
Late leaf spot control in groundnut,recommended for spray Chlorothalonil 25 glit of water
Asking about Groundnut early tikka leaf spot management,:       :  - 2
black spots in ground nut,SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES
ASKED ABOUT HOW TO INCREASE YIELD IN GROUNDNUT,Triacontanol 005 EC              SAGARIKA  SEA WEED EXTRACT-28 PROTEIN CARBOHYDRATE MICRO-NUTRIENTS- Ca B Fe Mn Zn Cu Mg PRIMARY NUTRIENTS- N P K S AUXIN CYTOKININ GIBBERELLIN   -
Asking about leaf folder in groundnut,Recommended for spray Fipronil 2ml  lit
FOR WEED CONTROLE IN GROUNDNUT,SPRAY OF PENDAMETHALIN 1 LITER BIGHA FOR WEED CONTROLE IN GROUNDNUT AFTER SOWING AND BEFOR GROWING PERIOD
groundnut Tobacco caterpillar: Spodoptera litura :,recommended for spray Quinalphos 25 EC 2 ml  1 litre of water
Late leaf spot control in groundnut,recommended for spray mancozeb 2 gm  lit of water
asked about groundnut pre emergent herbicide,asked about groundnut pre emergent herbiciderecommended-Alachlor 50 EC 3 ml per liter
FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED DOSAGE -200 KG GYPSUM  ACRE
TELL ME CONTROL OF WHITE GROUB IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
asking about groundnut root rot management,recommended for apply pseudomonas fluorescens - 1 kg 20 kg of FYM  acre
Asked about application compatibility of Trichoderma viride with urea fertilizer detail,:      :
ROOT ROT CONTROL IN GROUNDNUR,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
fertilizer,ureabloomflower boron
Leaf spot in ground nut,Recommended for spray Carbendazim 2 gram litre of water
TELL ME TERMITE CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 2 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
FERTILIZER APPLICATION IN GROUNDNUT,Calcium sulphate dihydrate min on dry basis  70 Oil seed crops Onion Garlic Turmeric Potato Chilli Ginger Fruits  Vegetables: 200Kgsacre
Asking about aphids and caterpillar management in groundnut,:       : :     2    1
Farmer asked query on Weather,:        :            33     21      8
yellow mosaic,kavach 2 g
Farmer asked query on Weather,43C - temperatureDRY WEATHER NO CHANCE OF SHOWERS IN YOUR AREA
FARMER ASKED ABOUT FERTILIZER USE IN GROUNDNUT,4-8   9-18
Asked about pest management,Recommended to Spray CHLOROPYRIPHOS 50  2 ml per lit of water in the evening time
Information regarding seed treatment of groundnut seed,3          chlorpyriphos 20 EC  15 mlkg seed
farmer asked about FOR FLOWERING on groundnut crop,-
Information about the use of calcium nitrate in peanut crop,25
GROUND NUT WHITEFLY,RECOMENDED  Spiromecifen 229 SCOberaon2 mllit
Groundnut growthing and yielding,recommended to spray urea 5 gram  liter water
GROUNDNUT AFFECTED BY ROOT ROT DISEASE,GIVE BAVISTIN 250GM BIGHA with irrigation water
asking about Termites management in groundnut,Recommended for apply chlorpyriphos Dust 3kg  acre
BLACK ROOT IN GROUNDNUT,USE CARBENDAZIM 300 GMBIGHA
FERTILIZER USEAGE,GYPSUM  200 KGACRE
Farmer wants to know information about seed treatment of  groundnut,about seed treatment of groundnut  treat the seed with thiram or captan or mancozab or monosan 2-25gramkg of  seed
Seed treatment of ground nut,Applied theram  4 gm  kg seed
