QueryText,KccAns
Farmer asked seed treatment of fungus problem in Groundnut,WP
groundnut root grub,groundnut root grub : application of root grub 6 kilogram per acre
Ask about blank pod problem information  ground nut crop,100
Farmer asked about peanut seed treatment,178   2
sucking pest in groundnut,recommended for spray dimethoate 2ml  neem oil 2ml  teepol lit of water
TELL ME SOWING SEASON OF GROUNDNUT,1-15 JUNE - SOWING SEASON OF GROUNDNUT
Leaf caterpillar management in groundnut,Recommended for spray profenophos 2 ml  neem oil 3 ml  sticking agent 1 ml  litre of water
late tikka in ground nut,recomended to spray mancozeb 500gramsacre
FERTILIZER FOR GROUNDNUT,FERTILIZER FOR GROUNDNUT  - 18:46: 1 BAG ACRE
Ask about sucking pests problem in crop,Suggested: Profenofos 50 EC 25 mlpump spray
Attack of Thrips and Jassids,30  15
ASKING ABOUT EARTHING UP,TAKE PRACTICE OF EARTHING UP IN GROUND NUT 45-60DAYS
ask about groundnut,suggest hirakasi powder 30gmpump spray
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,25
Ground nut top dressing fertilizer management,recommended for Apply gypsum 80 kg  ac
INFORMATION REGARDING SEED TREATMENT OF MUNG PHALLI,MIX KEPTAN OR THIRAM  3GMKG OF SEED
Asking about White grubs management in groundnut,:    : :       2
groundnut root rot management,recommended for trichoderma viride 1 kg  FYM 20 kg
growth in gnutut,sulfar 90  wdg 3 gramlitaer
ATTACK OF SUCKING PEST,-
ASKED ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,4
moongphali ka paudha sukh raha hai,spray carbendazim 12   mencozeb 63  2 gm  liter of water
Asking about ant management in groundnut,Recommended for apply lindane dust 1 kg mixed with 20 kg of sand acre
gnut variety information,GG-20 2 5 9
Farmer asked weed control in groundnut crop,75
Groundnut seed rate,Recommended for Groundnut seed rate is 50 kg acre
asked ground nut,proclaim 90 grams acre
Gypsum application in groundnut,apply Gypsum 150 kgac
Farmer asked fungus control information of Ground Nut,SC -
YELLOWING IN GROUND NUT LEAVES,SPRAY IMIDACLOPRID  1 ML3 LITRE OF WATER FOR YELLOWING IN GROUNDNUT AND SPRAY MALATHION  2 5 ML1 LITRE OF WATER FOR YELLOWING IN POINTED GOURD
GROUNDNUT AFFECTED BY FUNGAL DISEASE,SPRAY OF MANCOZEB 2GM PER LITER WATER
Asked about plant protection in Groundnut,Recommended to spray Acephate 1gramlitre
Farmers query about nutrient management in  GROUNDNUT,: :  0 :52 :34             -         I
Farmer asked fungus control information in groundnut,WP 30
ASKED ABOUT TO INSECT CONTROL IN groundnut,5   05
asking can fertilizer doses in gnut after sowing of 60 days,i suggested to 40 kg per acer
ask about weedside,suggested hand weeding
asked about plant protection,spray dicofol 25 ml per literspray carbendazium 1gm per liter
Farmer asked fungus in root control information of  groundnut crop,:    -1 kg
farmer want to know information about How to control of fungal attack in grundnut crop,recommended for to control of fungal attack in gram crop use captan  hexaconazol 40gmand streptocyclin 2 gram at 15 liter of water
TELL ME CONTROL OF BACTERIAL BLIGHT IN GUAR,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN PER 15 LITER WATER
FARMER ASKED QUERY ON WATER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO 2 ND TIME- AT 21 DAYS
SUCKING PESTS MANAGEMENT IN GROUNDNUT,60   200
Asked about Weed management in Groundnut,:       :
ASKED ABOUT  DISEASE CONTROL IN,50   250
VARIETY OF SEEDS IN GROUNDNUT,HARITHANDRA  KADIRI 6
Asking about groundnut whitefly managment,1 5
TELL ME COLER ROT DISEASE CONTROL IN GROUNDNUT,TRICODERMA 25 KGHECTAR
Ask about seed treatments of White Grub in groundnut,WP
Groundnut Leaf Eating caterpillar,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
Ask about fungus problem in groundnut crop,WP
asking about application dosage of TNAU GROUNDNUT RICH,recommended for spray 2 kg  acre
Groundnut foliar spray application,Recommended for spray TNAU Groundnut rich 220kg  ac
Ask about fungus problem in crop,WP    WP 10-15
Asking about top fertilizer management for groundnut25 DAS,:     : :  6    12    25
TELL ME GROUNDNUT SEED RATE,100KG PER HECTARE JHUMKA VARIETIES
goundnut sucking pest,Recommended  spray of DIMETHOATE 2mllitre of water
which type of herbicide use groundnut crop,tumhi parshut chi fawarani kara 30mili pamp panyat
ground nut,neem oil 5mllit water
asking fertilizer doses of urea after sowing,17 kg urea at first doses
Asking about Water management at pesticide and fungicide spray,:          :
PLANT PROTECTION,DIMETHOATE 15MLLITRE
Ask about contact number of Gujarat state seed corporation limited - Amreli,-
Farmer asked query on Weather,Weather forecast for Sundergarh District at Balisankara Block   There is possibilities of medium  rain fall for next 5 days    and sky will be partly cloudy for these days
leaf roller,profenophos 2ml in 1lt of water
Farmer asked fungus in root control information of in g nut crop,EC        -
Attack of Sucking Pest,Spray Actra 5 gm15 Liter of Water
chewing pest in groundnut,spray 2ml chloropyriphos in 1ltr water
GROUNDNUT GRAM POD BORER MANAGEMENT,GROUNDNUT GRAM POD BORER MANAGEMENT :RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Asked about plant protection in groundnut,suggested that to spray profenphos 2ml in one liter of water
Information about control of damping off in groundnut crops,Metalaxyl-8  Mancozeb-64 WP 2
gnut varieties,gnut varieties-  t g 26  t a g - 24
Seed treatment for groundnut,recommended for Treat the seeds with Trichodermaviride  4 gkg of seeds
Farmer asked Larvae Problem in groundnut crop,EC
ABOUT IRRIGATION  APPLICATION TIME  IN GROUND NUT,NOT RECOOMMENDED TO IRRIGATION IN FLOWERING STAGE OF GROUND NUT AND INCASE TOO MUCH DRY THE SOIL  GIVE SLIGHT IRRIGATION
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES -TAG 24 SB 11
ATTACK OF SUCKING PEST ON GROUNDNUT CROP,-
Asking about aphids management in groundnut,Recommended for spray dimethoate 2 mllit of water
Attack Of Thrips,SPRAY MONO 10 MILI  15 LTR OF WATER
ASKEDA ABOUT zinc DEFICIENCY IN GROUNDNUT,SUGGESTED 400gm ZnSo4 PER ACRE
NO GROWTH IN GROUNDNUT,USED SULPHAR 3KG  BIGHA
Asking about Leaf spot management in groundnut,:         :  2     3     1
HORMONE FOR FRUITING IN GROUNDNUT,HORMONE FOR FRUITING IN GROUNDNUT- RECOMMENDED TO SPRAY PLANOFIX 1ML IN 5 LITER WATER
Asking about groundnut leaf eating caterpillar stem rot management,recommended for the spray :profenophose  2 ml Carbandazem 2 gm lit of water
Ask about larval and fungas problems in groundnut crop,-
black spots on groundnut,spray blitax
Farmer asked Sulphur information in  ground nut crop,90 WDG 3
ask for groundnut varatie,sugg to gaug-10gg-11
Asked about groundnut leaf feeder management,:       :   10   4
Ask about blank pod in ground nut crop,4     300
Farmer asked weed control in Groundnut  crop,16        EC   30
plant protection related query in Groundnut,2
HAIRY CATERPILLAR IN GROUNDNUT,SPRAY MALATHION 2MLLIT
Farmer asked seed treatment of fungus problem and white grub in  groundnut,WP              30  FS
Farmer asked query on Weather,:             :      -                     - 31C   -  23C      8
root borer ki problem,kisan bhai- corbufuran 3 GR KI 10 KILOGRAM MATRA  ACRE KI DAR SE BURKAV KARE
ask for ground nut time of maturity,suggest:for ground nut 90-120 days maturity
Ask for the fertilizer application,Suggest: 25 kilo phosphorous and urea as required
Asking about Groundnut pod borer management,:     : :     2  200
ground nut stem rot,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   160 ML PER ACRE
RODENT MANAGEMENT IN GROUND NUT:,RECOMMENDED TO PRPARE POISION BAITS WITH BROMIDOLINE RAT KILLER AND KEEP THEM NEAR RAT HOLES
Farmer asked query on Weather,30       24     5
TELL ME WEATHERR EPORT IN NAGAUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
Asked about groundnut seed treatment information,:      :  10   1     4   1
Asked about top dressing management for groundnut,:     :  6   12    25
Asking about seed rate for groundnut,: 50
Fertilizer spray for groundnut,SPRAY REDOMIL GOLD 30 GM 15 LITET WATER
tobacco caterpillar control in groundnut,recommended for spray Emamectin benzoate 4 g10 lit of water
Asking about whitefly management in Groundnut,:     : :      25
Ask about blank pod in ground nut,200     1
ASKED ABOUT BLIGHT ATTACK ON GROUNDNUT,-  -   WP
GROUNDNUT APHIDS,SPRAY DIMETHOATE 17MLL OF WATER
better flowering in groundnut,spray nitrobenzene 20 vv boomflower 2 ml 1 lit water for better flowering in groundnut
GROUNDNUT FERTILIZER MANAGEMENT,RECOMMENDED TO APPLY GYPSUM 200 KG PER ACRE
Ask about fungus problem in Groundnut  crop,EC -
succking pest attack in ground nut,monocrotophos 400ml acre
Asking about seed rate for groundnut,recommended for 50 kg acre
TELL ME YELLOWING LEAF CONTROLE IN groundnut,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Asked about Nutrient management in  Groundnut,Suggested to apply Gypsum
groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  acre on 40th day
Asked about varieties of Groundnut,-   - -       -
FARMER WANT TO HOW KNOW TO CONTROL FUNGAL INFECTION in GROUNDNUT CROP,Recommended for spray  Mencozeb  Carbindazim Saaf or  sixer 30 gram pump
FARMER ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,-   5   1-15    3
foliar spray for groundnut,foliar spray for groundnut : spray DAP 2kgammonium sulphate 1kgpotash 1kgac
asking about dry root rot management in groundnut,recommended for trichoderma viride 1 kg mixed with  mixed with 20 kg with FYM
GROUND NUT VARIETIES,--RECOMMENDED TO KADIRI HARITHANDRA KADIRI7
asking about soiltest details,explain the soilo details
TELL ME CALOR ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Asking about leaf miner management in groundnut,Recommended for chloripiriphos 2 ml 1 litre of water
Information about Fertilizer Top dressing in Groundnut Crop,- 8 - 10
POD BORERS ADULT MANAGEMENT IN GROUNDNUT,5-6
better fruiting in groundnut,recommended fantac plus  1ml2litre water
ASKING ABOUT WEATHER INFORMATION,CLEAR WEATHER TILL 07 JULY
Red Spider mite in Groundnut,Recommended for spray Propargite omite 2ml  litre of water
Attack of Thrips IN GROUNDNUT,Spray Karate15 ml15 Lit of Water
GROWTH OF GROUNDNUT,RECOMMENDED TO APPLY ZINC IRON BORON NUTRIENTS FOR DEVELOPING THE GROWTH OF GROUNDNUT
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY  FERROUS SULPHATE 2-5GM  PER 1 LITER OF WATER
blight of groundnut,SPRAY OF  MANCOZEB 2 GRAM PER LIT WATER
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS OR CLOUDY SKY
Ask about groundnut variety,:    -   :   :  95-100
GROUNDNUT LEAF EATING CAATERPILLAR MANAGEMENT,90    150
gypsum for ground nut,500 kilo gypsum ekar vaparave
ask for  larva problem,suggest:corazen 5 ml per pump and tosprey
Information about nutrient management in Groundnut,25
TELL ME CROWN ROT CONTROL,DRENCHING OF CARBENDAZIM 250 GRAMBIGHA WITH IRRIGATION
Varieties of Ground Nut,- - :- -  -    - --  -       -
tobacco caterpillar,recommended tracer 80mlacre
attack of tika disese on groundnut,spray saaf 20 gm  15 liter of water
TELL ME NUTRIENT MANAGEMENT  IN GROUNDNUT,1
Asking about groundnut sowing season,Recommended for Vaigasipattam May- June months are suitable
leaf roller in groundnut,spray dimethoate 2mllit of water
Groundnut leaf miner,Recommended for Groundnut leaf miner Spray quinalphos 25 EC 2ml  lit of water
GROUND NUT WEED MANAGEMENT,GROUND NUT WEED MANAGEMENT : RECOMMENDED TO SPRAY PENDIMETHALIN 1 LITRE  1 ACRE
FARMER ASKED QUERY ON VARIETIES OF GROUND NUT-SUITABLE IN JANUARY,KHADIRI-6DHARANIGREESHMA
PILIYA ROG IN GROUNDNUT,FERESH SULPHATE 4 GRAM PER LITER WATER SPREY
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -            - --     -
FARMER ASKED ABOUT CONTROL MEASURE FOR SUCKING PEST IN GROUNDNUT,30 15
Ask about whether information,5        2
Tobacco caterpillar,MONOCROTOPHOS 2ML1LIT WATER SPRAY
Asking about Groundnut foliar spray application,:      :  80
TELL ME INSECT CONTROL,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
TELL ME WEATHER INFORMATION OF BHARTAPUR,NO RAINFALL NEXT FIVE DAYS OF BHARATPUR
TELL ME CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
weed management of groundnut,recommended for 20th and 40th day after sowing
Tikka disease in groundnut,Tikka disease in groundnut-Spray ridomil-25gmlit of water
GROUND NUT  WEED MANAGEMENT -,NO WEEDICIDE RECOMMENDED TO SPARAY IN THIS CROP STAGE
foliar spray in groundnut,recommended for spray gronundnut rich 2kgac200lit of water
FARMER ASKED ABOUT TO TERMITE CONTROL IN COTTON,20   4
yellowing,excess dose of urea
Fertilize in standing groundnut crop,6 SE 7
Farmer asked Varieties information of Groundut crop,-  --  --
leaf eating caterpiller,recomended to spray phosalone 400gramsacre
TELL ME ROOT ROT DISEASE IN GROUNDNUT,USE CARBENDAZIM 250 GM PER BIGHA FOR ROOT ROT
persut dav ko kis me use karte,moongphali me prayog kar sakte hai
Farmer asked seed treatment of fungus problem in,Ws           sprint indofil                  WG          0  0       Biofertilizer
fert dose,50kg DAP
TELL ME WEATHER CONDITION IN MANSA DIST,CLOUDY WEATHER FOR NEXT 5 DAYS
ask for sowing time groundnut,suggest last week of January months
ASKING ABOUT CONTROL OF BLIGHT ATTACK OF GROUNDNUT,--
TELL ME WEED CONTROL IN  GROUNUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF GROUNUT
Asked about Leaf minor management in Groundnut,:       :   2    1
asked for fertilizer dose for groundnut,25 5 15
asked about sucking pest in gnut,10
leaf eating caterpillar,QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Asking about Groundnut Top dressing fertilizer management,Recommended to apply Urea 5 Kg  Potash 12 5 Kg   acre
Asked about leaf folder management  in Groundnut,:      : :       2
Farmer asked about sucking pest control in pea nut crop,10  15
poudhe pile pad rhe hai,khad ka pryog kare aur sichayi kare
asking about leaf minor control in groundnut,recommended for spray profenophos 2 mllit of water
groundnut aphids,spray monocrotophos 2 mllit
tell me control black root rot,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
TELL ME INSECT CONTROL   IN  GROUNDNUT,178   1
ask for groudnut fertilizer dose information,suggest: no give any type  of fertilizer
about mandi rate,jodhpur groundnut 3200
GROUND NUT STARTINGS TAGE,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Asked about leaf folder management for Groundnut,:        :  2  1           1   3
GROUND NUT GYPSUM,200 KG ACRE GYPSUM AT FLOWERING STAGE
Asked about Can Groundnut Rich be mixed with biofertilizers,:         :
VARIETIES,KCG - 2Chintamani - 2ICGS - 11
SOWING TIME IN GROUNDNUT,SOWING TIME IN GROUNDNUT-25 JUNE TO 15 JULY
fertilizer in ground nut,recommended19 all  4 grams per lit
Ask about sucking pests control information in Ground nut,WG -
mugphali me weed control,niraai guraai karen
Moonfali me jad kali pad rahi hai,carvendazim 2 gm  liter pani me milaakar chidkav Karen
ask about variety,I suggested gg-246
MICRONUTRIENT IN GROUNDNUT,APPLY AGROMIN GOLD 10 KJACRE OR BIPUL BOOSTER 10 KJACRE AS  MICRONUTRIENT IN GROUNDNUT
Ask about PGR AND PGP Information of Ground Nut,--
Ask about fungus Problems in groundnut crop,35 SC 60
variety of gropundnut,variety of gropundnut  sb-11
Asking about Tobacco caterpillar management in groundnut,recommended for the spray  : profenophose   2 ml lit of water
Tikka disease in groundnut,Recommended for spray Mancozeb 75 WP 4gm per litre of water to control Tikka disease in groundnut
GROUND NUT VARIETIES,GROUND NUT VARIETIES K-679THARANIHARITHANDHRAJL -24
Farmer want to know how to control brown plant hopper of  groundnut crop,50            60
ASKING ABOUT THE WEED MANAGEMENT OF GROUNDNUT,PENDIMETHALIN 30  EC        -
Asking about can do apply potash fertilizer in groundnut crop,:      : :   12
fertilizer dose,application of gypsum 50 kg  acre
PLANT GROWTH REGULATOR IN GROUNDNUT,RECOMMENDED TO SPRAY CHAMAK 2GM1 LITER OF WATER
Farmer ask about larvae problem in groundnut,GR              SG
groundnut basal fertilizer management,Recommended for apply DAP 50kg potash 24 kg ac
termite attack in groundnut,recommended application of phorate 10 G  5-6 kg per acre of land
Ask about Stickerspraderpenitrater Information in Groundnut,-
Farmer needs information regarding Control of Leaf Eating caterpillar  in Groundnut Crop,-         -       I
tell me about seed treatment of groundnut,treat the seed with trichoderama  8 gram kg seed
varieties of groundnut,varieties of groundnut - sb 11 modern 45 phule pragati  phule vyas
Farmer need information regarding control measures of sucking pest attack in Groundnut crop,--                 8  10
farmer asked about Weather Report,This week weather is cloudy  not Possibility of Rainfall
LEAF CATERPILLER IN GROUNDNUT,SPRAY IMIDAKLOROPRID  2 MLLITOF WATER
Provide about information of weed problem in groundnut crop,-                1
TELL ME CONTROL OF CATERPILLAR IN GROUNDNUT,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
GROUND NUT KO SODIT KARNA HAI,MANCHOJEB   CARBANDAJEEM  20 Grm  KG SEED
Ask about use fertilizer information in Groundnut crop,90 15
ask for fungus problem in ground nut,suggest : bavistin 30 gmpump dranching
TELL ME ABOUT THE REQUIREMENT  OF FERTILIZER IN GROUNDNUT,--
Ground nut post emergence herbicide,Recommended for spray Imazethapyr 300 mlac
ground nut tikka leaf spot,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Farmer asked fungus control information of groundnut,SC         EC
Asked about Plant Protection in ground nut,Recommended to
Asked about Water management and Fertilizer application procedure for Groundnut,:          :
Ask about larvae control informatio,nSuggested: Lambda cyhalothrin 25 EC 15 mlpump spray
Ask about sucking pests problem in crop,pump spray Final Control
seed treatment,treat the seeds with rhizobium  500 grams hectare of seeds by making jaggery solution
NUTRIENT MANAGEMENT IN COTTON,NUTRIENT MANAGEMENT IN COTTON:recommended to apply gypsum 200kg  ACRE
Seed rate of Groundnut,Seed rate of Groundnut  50 kg per acre
oilseed groundnut wilting,sprying of redomild gold and humic acid
topdressing nutrient in groundnut,topdressing nutrient in groundnut-potas-12kgurea-25kg per acre
Asking about Root rot management in groundnut organic,:      : :      1  20
LEAF MINOR IN GROUND NUT,APPLY Dimethiate 30 EC 660 mlha FOR LEAF MINOR IN GROUND NUT
weed management in ground nut,recommended to apply targasuper 2 ml per litre water
ask about groundnut tikka,suggest:mancozeb 30 gm per pamp and to sprey
TELL ME CONTROL OF POD ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
TELL ME PLANT PROCTION IN GEROUNDUTE,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME WEATHER INFORMATION,NO RAINFALL POSSIBILITY IN YOUR DISTRICT NEXT FIVE DAYS
FARMER ASKED  ABOUT WEED CONTROL IN GROUNDNUT,30     25
LEAF EATING CATERPILLARS IN GROUNDNUT,RECOMMENDED TO SPRAY FLUBENDAMIDEFAME 40-50 ML PER ACRE
TELL ME ABOUT SEED TREATMENT IN GROUNDNUT,SEED TREATED AS FIR SYSTEM 2 GMKG CARBENDAZINIMIDACHALOPRID 2MLKG AND RHIZOBIUM CULTURE
groundnut nutrient management,RECOMMENDED TO SPRAY BORAX 2 GR1 LITRE OF WATER
groundnut top dressing fertilizer,apply gypsum 150 kgacre
Weather report,Tonight 15 C Clear
ROOT ROT IN GROUNDNUT,RECOMMENDED TO SPRAY SAAFSIXERCOMPANION MANCOZEB  CARBENDAZIM-2 GRAM  PLANTOMYCIN 1 GRAM PER LITRE WATER TO CONTROL ROOT ROT IN GROUNDNUT
farmer asked about fertilizer dose for groundnut,-  : : -
asking about leaf roller management in groundnut,Recommended for spray CartapHydrochloride 2 g litre of water
Red Hairy caterpillars in groundnut,Spray Dichlorvos 76 EC 627 mlha
Farmer asked Larvae control information of  groundnut crop,SG 7-8
fertilizer dose,application of potash 1 bag  acre
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
Ground nut thrips control,Recommended for spray profenophos 2 ml lit of water
Ask about fungus Control in Ground nut,SC 0
Farmer needs information regarding control measures of termite crop groundnut,10G     6
TELL ME NUTRIENT MANAGEMENT,80  20
TELL ME TARMAITE CONTROL OF GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO ZIPSUM - 200 KGS  ACRE
WEED MANAGEMENT IN GROUNDNUT,APPLY IMAZETHAPYR  220MLACRE FOR WEED MANAGEMENT IN GROUNDNUT
groundnut weed management,one hand weeding at 20 days
nutrient,All 19
Attack of Caterpillar ON GROUNDNUT,Spray Rogar 15ml15 Liter of Water Dimethoate-Cheminova
TELL ME WEATHER INFORMATION,LIGHT RAIN MAY BE ON 22-25 JULY IN YOUR DISTRICT
asking abt the govt subsidy for battery pump set,75 of totl value
Top dressing fertilizer in Groundnut,Recommended for apply Gypsum-80 kg  Borax-5 kg neem cake-10kgacre
Varieties of groundnut,Varieties of groundnut - JL-24  SB-11
weather report,weather information : rain is not likely to take place in your area
Asking about White grubs management in groundnut,:      : :      1
leaf caterpillar and sucking pests in groundnut,recommended for spray of Chlorpyriphos 2 ml  acepate 2 gram in 1 litre of water to control pest in groundnut
Asking about leaf miner and tobacco caterpillar management in groundnut,Recommended for fibronil 15 ml1 litre of water
ask about fungus in groundnut,i suggested spray mencozeb 35 gram  15 liter
Farmer asked Varieties information of Ground nut crop,http:wwwjauin
VERMICULTURE,CONTACT TO KVK
Asking about Ground nut leaf webber management,:  5     15
Herbicide for Groundnut,Herbicide for Groundnut - algrip  Imalzithalpyr Spray Suggested
Asking about Groundnut sucking pest management,:      :  - 0 5
ATTACK OF CATERPILLAR,Chloropyriphos 30 ml 15 Liter of Water Drenching
Asking about Ground nut top dressing fertilizer management,Recommended for Apply 75 kg Gypsum 4 Kg borax  acre
Farmer asked weed control in Groundnut crop,-      10 SL
Yellowing of leaf,Spray mencozeb  2glit of water
ask about Groundnut variety information,32
Asked about Groundnut tobacco cutworm management,recommended for spray profenophos 2 ml  lit of water
Ground nut top dressing fertilizer,Recommended for apply urea 20 kg potash 10 kg ac
ASKING FOR SOWING TIME OF GROUND NUT,RECOMMENDED FOR JAN-FEB MONTH
TELL ME FERTILIZER DOSE IN GROUNDNUT CROP,USE-375KG SSP35KG UREA PER HAC
ASK FOR GROUNDNUT VARIETY INFO,Gg-20 arth veldi and gg-2 gg-5 gg-7
FRUIT IN GROUNDNUT,GYPSUM 50-100KGACRE
Asked about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litter of water
Farmer asked weed control in Groundnut crop,-                      ww ME - -
tell ME WEATHER CONDITION IN FARIDKOT DIST,NO RAIN NEXT 5 DAYS
seed rate for ground nut,recommended 60 kg seed for karif
TELL ME ABOUT WEATHER INFORMATION,GOOD RAIN MAY BE NEXT 2-3 DAYS
Asking about Early leaf spot and Tobacco caterpillar management in groundnut,Recommended for spray  Carbendazim 2 g  Chlorpyriphos 2 ml lit of water
ask about fertilizer management in ground nut crop,-
Farmer asked Heliothis Larvae Problem in GROUNDNUT crop,EC
GROUND NUT SEED TREATMENT,RECOMMENDED TO SEED TREATMENT  CAPTAN     OR  THIRAM   OR  MANCOZEB 3 GRAMS  KG OF SEEDS
TELL ME PLANT PROTECTION IN GROUNDNUT,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
Asking about Groundnut late leaf spot management,:       :  - 2
GROWTH IN GNUT,POTASH 10 KGBIGHA
Ask about groundnut leaf yellowing problem,--
ask abt fungi,i suggested hexagonazol
TELL ME CALLAR ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
Asked about Groundnut Seed drying information,:     :
TOBACCO CATERPILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY TRIAZOPHOS  DELTAMETHRIN 25ML1 LITER OF WATER
Asking about groundnut seed treatment information rhizobium,:    ::        240
FAMER ASKED QUERY ABOUT ON WATER MEASURE EQUIPMENT INFORMATION,RECOMMENDED  TO CONTACT MANDAL AGRICULTURE OFFICER MAO
pest control in groundnut,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
early leaf blight in groundnut,early leaf blight in groundnut : spray SAAF 2gmlit of water
Asking about fish amino acid application in groundnut,: 10      50
Animal repellant,Recommended to spray ZATKA   3 ml in 1 litre of water for Animals attack in Groundnut field
ask about groundnut planting material,-        -      -      -   -
Farmer asked fungus in root control information of groundnut crop,50     250           WP
Asking about stem rot management in groundnut,:         :      2
Ask about fungus problem in crop,WDG
farmer asking about groundnut varieties,-- -   -  - -  -               :
Termite attack in Groundnut,Advised to apply Chloropyriphos 15  DP  10 kg per acre to control termite attack in Groundnut
fertilize for ground nut crop,:-::-     30
fertilizern info,Spray Microlla 30 ml15 Lit of Water
TELL ME BLACK ROT DISEASE  CONTROL IN  GROUNDNUT,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
Ask about variety of groundnut crop,GG-       TG- -AGG -  TPG- TG-  GAUG-  TAG-  SB-
Insect problem in groundnut,Spray Quinalphos 25 EC  15 MlLiter of water
Information about Groundnut variety,-    -37 A -13
SEED TREATMENT IN GROUNDNUT,APPLY THIRAM OR BAVISTIN 2 GRAM IN 1 KG OF SEED  FOR SEED TREATMENT IN GROUNDNUT
Farmer asked fungus control information of  groundnut,WP           Ridomil Gold Syngenta
TELL MT TARIMATE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
fertiliser management,recommended to zypsum 200kgacre
season for groundnut,recommended season for groundnut PurattasipattamSep- OctTMV 7 VRI 2 VRIGn 6TMVGn 13
ASKING ABOUT groundnut foliar spray management,recommended for the spray : groundnut rich  2 kg acre200 lit of water
Asking About Water Management in Peanuts,4
FERTILIZER FOR GROUDNUT,FERTILIZER FOR GROUDNUT  - 18:46 1 BAG ACRE
For better growth and production in gruond nut,Advised to spray Calbor chamak  3g per litre of water and  IFFCO Sagarika  2ml per litre of water or Crop max  2ml per litre of water For better growth and production in gruond nut
Asking about Groundnut collor rot management,Recommended for Apply Pseudomonas fluorescens - 1 kg 20 kg of FYM acre
Farmer asked seed treatment of fungus problem in groundnut,DS
Asking about  leaf spot management in groundnut,:      :      2
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN  GROUNDNUT,APPLY ZYPSUM 200 KG PER ACRE NEAR PLANT SURFACE
Asked about Groundnut Seed treatment information,:     :      4           2
ask about groundnut varietyy,i suggest GG-257 9
sesamum leaf spot,mancozeb m 45 25 gram  liter
TELL ME WEATHER REPORT BARMER,LIGHT RAIN MAY BE AFTER 2-3 DAYS
SHOOT ROT MANAGEMENT IN GROUND NUT,--RECOMMENDED TO SPRAY SAAF 400 GMSACRE 2 GM1 LTR OF WATER
weed management in ground nut crop,spray - Imazethapyr 10 SL  500 ml dawa acre
Asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2 kg  acre 200 liter of water
variety of grountnut crop,JGN-23 variety of grountnut crop
Farmer asked about fertilizer dose for groundnut,::
Asked about Stem rot management in groundnut,:     : :     1  20
