QueryText,KccAns
ground nut  sucking pest,recommended spray neem oil 5mllitre of water
Asked about ginger garlic chilli paste  neem oil spray in groundnut leaf minor,Query: Asked about ginger garlic chilli paste  neem oil spray in groundnut leaf minor Ans: Recommended for separate spray is very effective
Farmer needs information about varieties of groundnut crop,--        - - -  -20
TELL ME WHITE GURB CONTROL IN GROUNDNUT,USE OF IMEDACHLOPRID 250 MLBIGHA
Thrips Attack,Spray Confidor super  Confidor 10ml15 Lit of Water
dosage of gypsum,500 kgsha
Asking about Tobacco caterpillar management in groundnut,:       :      8
--Farmer asked fungus in root control information of groundnut,WP
ask for gnut yellowing,suggested ferrous sulphate 100 gram  pump
asked about yield of TMV 5 groundnut variety,:    5     : 1  480
tikka leaf spot management in groundnut,tikka leaf spot management in groundnut:RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Ask about Bt-32 groundnut variety information,-        -
ask for fertilizer in g nut,DAP allpy 50 to 60 per hacter
LEAF EATING CATERPILLAR IN GROUND NUT,RECOMMENDED TO SPRAY CHLORIPYRPHOS 500 ML PER ACRE
ask about pre weed control,Suggested: Pendimethalin 387 CS Stomp 35mlpump spray
ASKED ABOUT GRONDNUT VARIETIES,GRONDNUT VARIETIESKOYNAB-95KOPERGAON-1TMV-10
GROUNDNUT FUSSARIUM WILT MANAGEMENT,GROUNDNUT FUSSARIUM WILT MANAGEMENT: Advised to drench the plant base with COC  30 grams  streptocyclin 1 gram per 10 liters  of water
ROOT NEMATODES MANAGEMENT,3   10
TELL ME ABOUT WEATHcER INFORMATION,LIGHT  RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY
Farmer asked query on Weather,--             -  -  14    - 30    - 9
Asking about Leaf caterpillar management in groundnut crop,:        :  2       10
Asked about pest management in groundnut,Suggested to apply thiamethoxam  75 SG  50 gac
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    2-3 ML  LIT OF WATER
ASKED  ABOUT DISEASE CONTROL IN GROUNDNUT,25
FARMER ASKED ABOUT VARIETIES OF GROUND-NUT CROP FOR SUMMER CULTIVATION,- -           -  -   -   -
Seed treatment for groundnut,recommended for Treat the seeds with Trichodermaviride 4 gkg of seeds
asking about Groundnut seed rate information,Recommended for Groundnut seed rate : 50 kg  acre
Asked about root rot stem rot management in groundnut,:      :      2
tika dessies in groundnut,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
Asked about Corogen pesticide fungicide Humic acid can be mixed for Groundnut,:           :
red spider mite in groundnut,spray dicofol 2 mllit
Asked about stem rot management in groundnut,:     : :     1  20
Information about control of fungus in groundnut crop,50wp 2
bud necrosis damage in gnut,sprey rec dosage of monochrotophos
basal fertilizer managment for ground nut,apply 50 kg dap ac
Groundnut in stem rot,Recommended for apply Trichodermma viride 1 kg 25 kg of FYM mixed ac
verities,-  -1
groundnut peanut bud necrosis damage,recommended to spray imida chloprid 10 milli liter acre
GROUNDNUT LEAF SPOT MANAGEMENT,GROUNDNUT LEAF SPOT MANAGEMENT :  RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF FIPRONIL IN 5  3 LITRE WATER PER HA
moong fali ki jad me kida laga hai,Apply- clorpyriphos 20ec  3-4 lithacwith irrigation of water
FERTILIZER SCHEDULE IN GROUND NUT,RECOMMENDED TO APPLY UREA 9 KGS ZYPSUM 200 KGACRE
Asked about Root rot management in groundnut,:      : :    25  1
bajar price of crop,800
varieties of groundnut,tag-24 sb-11
Farmer asked query baout nutrient management in ground nut,200
Ask about growth problem in groundnut crop,125 15
5    2,5    2
WEED MANAGEMENT,SPRAY ALLACHLOR 50EC HA
FARMER ASKED ABOUT VARITIES OF GROUNDNUT,- -  -      -    -  -  -     -
TELL ME TREATMENT FOR CONTROL OF DRY ROOT DISEASE,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
hairy caterpillar in groundnut,recommended for spray quinalphos 25 EC 2 mllit
Information regarding varieties of Ground,Varieties of Ground-Panjab moongfali-1MH-4
helicoverpa damage in grount nut,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
Farmer asked Aphid problem in gnut  crop,SP    SP
TELL ME,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
asking about tobacco caterpillar in Groundnut,Recommended for spray profenophos 2ml  teepol 1ml  neemoil 3mllit of water
TELL ME TERMITE CONTROL IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
asking about Root rot management in groundnut,Recommended for soil apply pseudomonas 1kg  FYM 20kg  acre
KANCHEPURAM weather report,Recommended for rainfall will be expected tomorrow and and after two days
DRY ROOT ROT IN GROUNDNUT,RECOMMENDED TO SPRAY TEBUCONAZOLE  TRIFLOXYSTROBIN  15 GM  PLANTOMYCIN  1 GM  1 LITER OF WATER FOR DRY ROOT ROT IN GROUNDNUT
TELL ME SEED TREATMENT,SEED TREAT WITH 2G BAVISTIN  4M LCHLORPRIFOS  8G TRICHODERMA PER KG SED
ASKING ABOUT CONTROLL OF BLIGHT ATTACK  ON GROUNDNUT,-45 30
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN GROUNDNUT CROP,5    10
Asked about plant protection in  groundnut,suggested to give chloropyriphos 2mll
disease in groundnut,carbendazim ka spray ker de
Asked about sucking pest management in groundnut,Recommended for spray NSKE 5 ml litter of water
asking about YELLOWING on groundnut,YELLOWING on groundnut - SPRAY MICROLA 30 ML 15 LITER WATER
HARBICIDE ON GNUT,PARSUIT HARBICIDE USED FOR GNUT CROP
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,-    - 35                    50   -
Foliar spray for nutrient management in groundnut,recommended for spray Groundnut rich 2 kgac
TELL ME CONTROL OF TERMITE,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
Groundnut aphids control,Recommended for spray Dimethoate 2 ml  litre of water
which fertilizer to be given at flowering of groundnut,give Gypsum  500 kgha
Aphids in groundnut,recommended for the spray Dimethoate 2mllit of water
aphids in Groundnut,recommended for spray Imidachlopride 4ml10 lit of water
FARMER ASKING ABOUT VARIETY OF GNUT,:  11   -24
Farmer asked query on Weather,:                :              -                    - 31C   -  24C       8
groundnut nutrient deficiency,foliar spray with Ferrous Sulphate 10g Zinc Sulphate 5glit
VARIETY OF GROUNUT,VARIETY OF GROUNUT KUBERPHULE PRAGTIM-13
asking about Root rot management in Groundnut 20 days,:    20  :   3      1   1
INFORMATION ABOUT MESSAGE FROM GOVT OF INDIA,RECOMMENDED TO CONTACT KVK  AGRICULTURE OFFICER OF YOUR BLOCK
Sowing season for ground nut,Recommended for season June- July
asked about variety of groundnut,-         TAG    SB  -
Asked about White grub management for Groundnut,:     :  2   1
ground nut pod borer,recommended to spray monocrotophas 2ml lit
How to control stem borer in Ground nut crop,Apply cartap haydro chloride 7 to 10 kg at per Acer
TELL ME IRRIGATION IN GROUNDNUT,TIMELLY IRRIGATION IN GROUNDNUT
WHITE GRAB IN GROUNDNUT,KARBENDAZIM 300 GRAM PER BHIGA
WILT IN GROUND NUT,SPRAY PLANTOMYCIN 1 G  COC 2 G  LITRE OF WATER
FARMER ASKED ABOUT GROUNDNUT FERTILIZR DOSES,-   -     -
TELL ME FERTILISER UREA USE IN GROUNDNUT,UREA USE IN GROUNDNUT 10 KGBIGHA
LEAF YELOOW IN GROUNDNUT,SPRAY FERUS SULPHATE 4 GMLTR WATER
Asking about weed management in groundnut,Clodinafop Propargyl 15 WP   gm  60 liter of water bigha  -
Aswini and Thrips management in groundnut,recommended for spray of Confidor at the rate of 2 ml in 1 litre of water
ASK ABOUT THE IRRIGATION,SUGGESTED NEED WATER DEPEND FOR CROP
Asking about Groundnut Top fertilizer application at earthing up,:      :  80    4
Ask for groundnut wilt problem,To apply 250 gram blue copper per vigha with irrigation
WEEDISIDE IN THE GROUNDNUT,SPARAY OF TURGA SUPER  25-30 ML PUMP WATER
asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  acre 200 litters of water
TELL ME CONTROL ROOT ROT IN GROUNDNUT,USES TRICODERMA 25KG 100 KG MANUREHECATER IN GROUNDNUT
ROOT ROT MANAGEMENT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
GROUND NUT RUST MANAGEMENT,RECOMMENDED TO  APPLY  CHLORANTRANILIPROLE GRANULES 4 KGSACRE
control of caterpillar attack,drenching blu coper  chloropayrifos
Asked about Root rot management for Groundnut Saaf fungicide can be spray,:         : 2  1
Farmer asked fungus in root control information of groundnut,EC  -
weed control in moongfali,pandamathalin 750 gram par bigha
TELL ME WEATHER REPORT IN NAGAUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS IN YOUR DISTIC
GROUNDNUT TIKKA LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
ask about haliothis control,I suggested quinalfos 20 ml10 litra water
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,55   5    2
Farmer asked termitewhite grub control information in groundnut crop,GR   4
weed management ground nut,RECOMMENDED TO SPRAYPENDIMETHALINSTOMP 1-125 LITREACRE
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-CARBENDISAM 250GRAMBIGA
Farmer asked about storage pest information in groundnut crop,-
grountnut,Dimethoate 2mllitter of water
TELL ME TERMITE CONTROL,APPLY 1 LITAR BIGHA CHOLOROPYRIPHOS 20 EC
FERTILIZER MANAGEMENT,18 KG UREA 200 KG GYPSUM PER ACER
Farmer asked about groundnut crop,3
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,--  50     3
TILL ME BLACK ROT CONTROL IN GROUNDNUT,250
how to control of aphid in groundnut crop,spray imidacloprid 10ml15lt water
nutrient management in groundnut,kisan bhai salfar 2 gramlitr panee ke sath spray kare
ATTACK OF GREEN CATERPILLAR,CHLOROPYRIPHOS OR FAME
ground nut helicoverpa laef damage,RECOMMENDED TO SPRAY  NOVALURONINDOXACARB350 ML  ACRE
Leaf Eating Caterpillar,Drenching of Chloropyriphos 40 ml  15 lit of water
Ask about white fungus in ground nut crop,SC -
WEED MANAGEMENT IN GROUND NUT,SPRAY TARGA SUPER 2 MLLITRE OF WATER
TELL ME ROOT ROT CONTROL IN GRANDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
GROUNDNUT CATERPILAR,SPRAY CHLOROPYRIPHOS 20EC 2ML PER LITRE
GROUNDNUT 25-30 DAYS WEEDICIDE APPLICATION,25 DAYS GROUNDNUT CROP NOT RECOMMENDED FOR WEEDICIDE APPLICATION BUT MANUAL WEDING IS RECOMMENDED
CONTROL OF LEAF SPOT IN GROUNDNUT,SPRAY BAVISTIN  2 GRAM  LITRE OF WATER
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUDNUT PLANT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER
FARMER ASKED QUERY ABOUT REDDING  OF LEAVES DUE TO HIGH DOSAGE OF GYPSUM  IN GROUNDNUT,RECOMMENDED TO SPRAY SUGAR WATER  2 KG PER 200 LITERS OF WATER PER ACRE
ask about gnut sowing time,I suggestd to sown in jan-feb and jun-july
Ask for groundnut fertilizer information,groundnut fertilizer :110 kg DAP  11 kg ureahectorat basal stage
Asked about stem rot management in groundnut,:       :     2
TELL ME INSECT CONTROL IN GROUNDNUT,25   4
Farmer  wants  to know information about fertilizer  schedule in ground nut crop,5
Farmer asked Larvae control information in Groundnut crop,40
SEED TREATMENT,APPLY STREPTOCYCLINE 1GM10LITRES OF WATER
ASKED ABOUT FUNGUS ATTACK ON GROUNDNUT,-    WP
FARMER ASKED FOR WEED MANAGEMENT IN GROUNDNUT,FARMER ASKED FOR WEED MANAGMENT IN GROUNDNUT Spray Pursuit Imazethapyr 20 ml10 liter of water
tell me termeit control in groundnut,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
variety of ground nut,variety of ground nut -SB 11M 13
TELL ME LESF BORER CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 05 ML PER LITER WATER
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,--NO RECOMMENDATION OF HERBICIDE RECOMMENDED TO DO MANUAL WEEDING
FARMER ASKED ABOUT ATTACK OF THRIPS  APHIDS  JASSIDS ON GROUNDNUT,-   WP 5    15
Moongfali ki fasal par kharpatwar ki dawa bataye,Moongfali ki fasal par kharpatwar ki dawa Pendamethalin 30ec ki 800 liter paani ke saath prati hector chhidkaw kare
Attack of  Downy or blight  or Powdery,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
asking about Leaf caterpilar management in Groundnut,:     :  75    4
Asked about Groundnut Top dressing application at earthing up,:      :  80    4
ATTACK OF HERBICIDE ON GROUND NUT,SPRAY VAR 30 ML15 LITER WATER
ground nut plant wilting,RECOMMENDED TO SPRAY SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES
fertilizer,Spray Boom flower 20ml15lit of Water
groundnut seed treatment,carbendazim 3 gram  kg seed
weed control in groundnut,lasso 50Ec 30 litrehectare ka spray
ask gnut fertilizer,I suggest hirakashi 100gm  citric  acid 10gm
basal fertilizer management for paddy,apply 50 kg DAPac
TELL ME CONTROL ROOT ROT DISEASES IN GROUNDNUT,USE-CARBENDISAM 250GMBIGAA
SPRAY FOR INCREASE FLOWER,Spray Boom flower 50ml15lit of Water
tika in gnut,recommended saaf 400gmacre
seed treatment in ground nut,3grms kg mancozeb  6ml chloriphyriphus  4grms trichoderma
SOME VARIETY OF GROUNDNUT,TMV 1TMV 7 ETC
how to control steam caterpilar in moongphali crop,how to control steam caterpilar in moongphali crop-brodcast of fenvelret 04   6-8 kg  acre
Ask about Mealy Bug control informaiton,Suggested: Profenofos 50 EC 40 mlpump spray
cotton sucking pest,phosphamidon  15  ml per pump and to spray
TELL ME ABOUT NUTRIENT IN GROUNDNUT,10
management of groundnut tobacco caterpillar,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
Farmer asked Larvae control information of groundnut crop,EC
leaf eating catripiller in ground nut,recommended Quinalphos 25 EC -  2 ml
Farmer asked about crop period  groundnut,- -
Attack of Thrips,SPRAY KARATE 20 ML15 LITERS OF WATER Lambdacyhalothrin  SYNGENTA
TELL ME VARIETIES IN groundnut,CHANDRAMUKTATG-37
TELL ME ABOUT THE CONTROL OF ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Farmer asked about nutrient management in groundnut,RECOMMENDED TO SPRAY CALCIUM NITRATECN- 1KGACRE200LIT OF WATER
varieties of groundnut,-  --
Nutrient Management in ground nut crop,kisan bhai groundnut me 1 kilogram micro nutrient acre 100 liter paani me ghol kar spray kare
Groundnut leaf miner,recommended for Spray quinalphos 25 EC 2ml  lit of water
Ground nut nutrient management,First flowering stage 9kg urea200kg gipsumAcre
LESS GROWTH AND LESS FLOWERING OF GROUNDNUT,RECOMMENDED PLANOFIX 1ML PER 5 LIT OF WATER
FARMAR ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,4         2
Groundnut yellowish leaf,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  ac
control of yellow leaf in groundnut,60 kg urea hecter
groundnut top dressing fertilizer management,Recommended for apply gypsum 80 kg   borax 10   ac
ASKING ABOUT SPRAY TIME OF CHLORPYRIPHOS 20  EC,EVENING TIME ARE THE BEST SPRAY TIME
-TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,5   2
fertilizer dose for groundnut at 30 days,advised to apply 200 kg gypsum and 20 kg urea per acre
mugfali me dimac lagi hai,chloropiriphas 20 Ec 10 litre acre
Farmer asked about nutrient management in pea nut crop,15
Bihar hairy caterpillar in Groundnut,Recommended for spray Quinalphos 2 ml litre
Asking about Early leaf spot in groundnut,:       :   5
Asked about zinc deficiency in groundnut,:       :      5
Asked About Weather report,Cloudy weather and no possibility of rain
SEED TREATMENT for groundnut,seeds are treated with Pseudomonas fluorescens  10 gkg seed
weedicide in groundnut,weedicide in groundnut- persuit 250 ml  acre
termite problem in groundnut,spray 15 ltr chloropyriphous in 40 kg sand acre
sarson ki prajati ki jankari,pitamvari
leaf spot,recommended contaf 400mlacre
CONTROL OF RAT IN GROUNDNUT,-                      I  -                             I
GROUNDNUT LEAF EATING CATERPILLAR,GROUNDNUT LEAF EATING CATERPILLARRECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
Asking about Stem rot in groundnut,Recommended for soil application of  Trichoderma viride 1kg  FYM 20kg  ac
WHITE GRUB CONTROL IN GROUNDNUT CROP,YOU CAN USE PHORET 3-4 KG ACRE AREA USE FOR WHITE GRUB CONTROL
Asking about Aphids attack in groundnut,Recommended for spray dimethoate 2 ml  neem oil 3 ml sticking agent 1 ml litre of water
water management,prove information
TELL ME CONTROL OF INSECT IN MOONG,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
TELL ME FERTILIZER IN GT NUT,TAKE UREA 4 KG BEGHA  ZINK SULPHET 2 KG BEGHA
ground nut fertilizer management,RECOMMENDED TO APPLY 22-25 KGS NEEM POWDER  ACRE
Farmer wants to know information about how to increase yield of groundnut crop,::                 I
Ask about fungus problem in groundnut Root,EC        -                 WP -
TELL ME PLANT PROTECTION IN GROUNDNUT,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
micro nutrient in groundnut,spray micronutrient 2 kg 200 lit
Information about irrigation in groundnut crop,30-35
varities,groundnut varities - TAG-24
Farmer wants to know information about seed treatment of Groundnut crop,5
TELL    ME   ABOUT   INSECT  CONTROL  IN    GROUNDNUT,15
TELL ME DISEASDE IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME TERMITE CONTROLL IN,CHLOROPYRIPHOSE 20 EC 1 LITTER   BIGHA WITH  IRRIGATION  WATER
Information about seed rate for Groundnut oil crop,95-100
fertilizer dose,give one bag DAP per acre
caterpillar in ground nut,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
Ground nut sowing season for thiruvannamalai,Recommended for Ground nut sowing season for thiruvannamalai Sep-October
Asking about Gypsum application for groundnut,:        : 75
Ask about water logging problem information in Groundnut crop,90 1-15
Ask about fungus problem in cropSuggested: Hexaconazole  5 EC  25-40  ml pump spray    EC -,Suggested: Hexaconazole  5 EC  25-40  ml pump spray    EC -
GROUNDNUT ROOT ROT MANAGEMENT,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF  WATER    3
weed management in groundnut,spray pendamethiline or benthiocarp
Ask about enlarge fruit size,Suggested: Potash fertilizer 100 grampump spray
fertilizer for g nut,ssp 150kgurea 25kgekar
ask gnut plant dry,i suggest m-45 drenching 30gmpump
TELL ME CONTROL YELLOW LEAVES OF GROUNDNUT,SPRAY ZINKSALFET 5GMLITTER WATER
asked about weed management in groundnut,for weed management in groundnut : spray targa supper - 20 ml 10 litter of water
Asked about plant protection in Goundnut,Suggested to spray with Imidachlorid  05 mlltr of water
Information regarding how to control cater pillar in groundnut,20  EC  3 - 5 ml
Farmer asked seed treatment of white grub control for groundnut seed,30  FS
Farmer asked query on Disease management in ground nut,RECOMMENDED TO SPRAY CHLOROTHALONIL KAVACH 400 GRAMS  ACRE
Farmer need information regarding Seed treatment in groundnut crop,Recommended for Use bavastim or vita vex power 2-250 gm per kg of seed
TELL ME CONTROL  WHIET GRUB OF GROUNDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
FARMER ASKING ABOUT VARIETY OF GNUT,:    -
TELL ME CONTROL TARAMIET OF GROUNDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
Bacterial wilting in groundnut,--Recommended to spray plantomycin 1gmcopper oxychloride 50wp 3gm in 1 litre water to control bacterial wilting in groundnut
ferililizers,npk
Ask about larvae control information in peanut,EC 0
Asking about root grub management in groundnut,:       :
water management,water apply 7-8 day interval
Farmer asked about seed treatment of peanut crop,3    2
Ask about fungus problem in groundnut   Root,:
Information regarding how to control sundi in mung phalli,brodcasting 15lt cloropariphos in rati25kg acer
TELL ME FUNGS CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Information about fertilizer management in crop,2   40    33
leaf hopper in groundnut,recommended to spray with rogor 2mlltr of water
tikaa leaf spot in ground nut,recomended bavistin 1glit water
Ask about fungus problem in Groundnut crop,4    68  40
sesame top dressing fertilizer management,Recommended for apply urea 12kg  ac
Information about weed Managment in Groundnut Crop,-
Asking about caterpillar  leaf miner management in groundnut,:      : :      15
Asking about Leaf  eating caterpillar control management in Groundnut,:     :   2    1
asked for the irrigation schedule,suggested to apply water at the 20 days
Ask about whether information at dhanera,5
tell me insect control groundnut,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Asking about tobacco caterpillar management in groundnut,:      : 10   Emamectin   4 g
tikka disease of groundnut,SPRAY MANCOZEB 75 WP 2 GM PER LITER WATER
TYELL ME DISEASE CONTROL OF GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Attack of White Grub,Humnasur 2-3 kgacrePatil Biotech
FARMER ASKED ABOUT THE CONTROL OF WEED IN GROUNDNUT,30  25-3
Ask about Insect Problems in peanut,SC
ASKING ABOUT THRIPS MANAGEMENT IN GROUNDNUT,SUGGESTED TO SPRAY DIMETHOATE  17 ML PER LITRE OF WATER
Asking about ground nut leaf miner management,:       :
Termite management for ground nut,Recommended for drench with chlorpyriphos 2 ml  Teepol 1 ml litre of water
variety of grnut,variety of grnut-SB -11
ATTACK OF GREEN CATERPILLAR,SPRAY CHLOROPYRIPHOS 25ML10 LTR OF WATER
fertilizer for g  nut,ssp  150kgurea 25kgekar
TELL  ME  FIRST IRRIGATION IN GROUNDNUT,FIRST IRRAGATION IN GROUDNUT 25-30 DAYS AFTHER SOWING
Weather information is asking,KISAN BHAI AP KE CHHETR ME PURE SPTAH BOONDA BANDI HONE KI SMBHAVNA HAI
groundnut 20 days after weed management,Hand weeding
farmer asked about information of fertilizer management of groundnut crop,--
ask for gnut wilt,suggest bavistin 25 gm pump
FARMER ASKED ABOUT  SPRAYING  FOR STOP VEGETATIVE GROWTH OF GROUNDNUT,5 15
FARMER NEED INFORMATION ABOUT SEED TREATMENT TO GROUNDNUT,-
ask for groundnut varitey,contact with beej nigam
Herbicides,Terga Super 20 mlQuizolofop ethyl 5 EC15 liter of waterDhanuka
Ground nut leaf miner control,Recommended for spray CartapHydrochloride 2 g  lit of water
Ground nut organic foliar spray,Recommended for spray panjakavya 300 mlac
ground nut fertilizer management,multi  1kgacre
farmer want to know about seed rate of ground nut,recomonded 80 to 100 kghctr
Groundnut leaf miner,Recommended for Groundnut in leaf miner spray malathion 2 ml neem oil 3 ml teepol 1 mlwater
DRY ROOT ROT IN GROUNDNUT,SPRAY METALAXYLCARBENDAZIM  2GM LITER OF WATER FOR DRY ROOT ROT IN GROUNDNUT
VARIETIES,jl 24 sb 11 DAPTARI
VARIETIES,SB 11 PHULE PRAGATI
fertilizer dose application of ground nut,fertilizer dose application of ground nut  application of supar phospet 1 bag  acre
Weather information,Your area is likely to be cloudy this week and further the weather will remain clear till 24 April
CATERPILLAR IN GROUNDNUT,RECOMMENDED CHLOROPYRIPHOS 2MLLITER OF WATER
Information about nutrient management in groundnut,8 kg   25 kg
asked about attack of caterpillar on groundnut,-
Asked about Plant protection,Recommended to spray carbondenzium 2gmslit
TELL ME GROUNUT ROOT DIEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Groundnut seed treatment information,Recommended for Treat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg seed
TELL ME  PEST CONROL,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
SEED RATE OF OILSEED,SEED RATE OF OILSEED -50KG PER 1ACRE
Farmer asked about yellowing of leaves problem in Groundnut crop,5-6    1
TELL ME FUNGES CONTROL OF GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
TERMITE ATTACK IN GROUNDNUT,TERMITE ATTACK IN GROUNDNUT- SOIL DRENCHING OF CHLOROPYRIPHOS 1ML PER 1 LITRE WATER
mugphali me  kire katdete hai,carbofuron 10 kg  acre
Asking about Suitable black gram varieties in Chithiraipattam,:       :
ferti dose,give 25kg urea  ssp 50kg acer
Asked about Groundnut leaf caterpillar  white fly management,:       :  - 15
Rust in groundnut,Recommended for spray Chlorothalonil 2gm  lit
TARMIT CONTROL IN GOUNDNUT,20  4
asked about nutrient for groundnut,-
Asking about groundnut basal fertilizer management,Recommended for apply DAP 50kg  ac
Ground nut top dressing fertilizer management,Recommended for apply gypsum 75 kg borax 5 kgac
Asked about groundnut season,Recommended for MargazhipattamDecember - January
Asked about nutrient management  in groundnut,suggested to spray lancergold acephate 50  imidacloprid 18 SP 1 g per liter of water
TELL ME WEATHER REPORT IN NAGAUR,MAY BE RAIN POSSIBILITY IN NEXT 5 DAYS
NUTRIENT MANAGEMENT,NUTRIENT MANAGEMENT - 150 KGS OF GYPSUM IS USED
WEED PROBLEM IN GROUNDNUT,RECOMMENDED SPRAY TARGA SUPER 2MLLIT
Asking about caterpillar  aphids management in groundnut,:       : :     15
ask for some fungus problem,Suggest: Blue copper 40 gmpump
TELL ME LEAF YELLOWING IN GROUNDNUT,FERAS SULFET 5 GRAMLITER SPRAY
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY CALCIUM NITRATECN -  1KG ACRE200LIT OF WATER
MUNGFALI ME SICHAI KAB KARTE HAI,MUNGFALI KI FASAL PAR 10-15 DIN KE ANTRAL PAR SICHAI KARNA PADTA HAI
FOR BETTER YIELDING IN GROUND NUT,RECOMENDED TO SPRAY FANTAKPLUS 1MLLITER WATER FOR BETTER YIELDING IN GROUND NUT
Asking about leaf miner in ground nut,Recommended for spray Chlorpyriphos 2 ml carbendasim 1 gram litre of water
STEM ROT,CARBENDAZIM AND MANCOZEB
TELL ME WEATHER INFORMATION OF JAISELMER DIST,THREE DAYS RAINFALL
Asked about Plant protection in groundnut,suggested to spray mancozeb 2gmlit
TELL ME CONTROL WHIET GRUB OF GRONDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
FIELD PREPATION IN GROUNDNUT,SOWING OF GROUNDNUT
GROUNDNUT FERTILIZER MANAGEMENT,GROUNDNUT FERTILIZER MANAGEMENT : RECOMMENDED FOR APPLY UREA 20 KG MOP 30 KG ACRE
Asked about Nutrient management in ground nut,--Recommended to Apply 35kgsacre
Farmer asked miteredmiteant control information of Groundnut Crop,EC
Farmer asked about plant protection on Groundnut field crop,Alecto Broflanilide 20 SC 025
INFORMATION ABOUT SEED RATE,1 TO 15KGKHATTA
ASKING ABOUT USE DOSE OF N-TRIACONTAN0L,SPRAY N-TRIACONTAN0L  1 ML  3 LIT OF WATER
CONTROL STEM ROT IN GROUNDNIUT,CARBENDAZIM 300 GRAMBIGHA BEFOR IRRIGATION
caterpiller attack on groundnut,Spray Chloropyriphos 30 ml15 Lit of Water
SEED TREAT MENT IN GROUND NUT,3 GRAMS OF CARBENDAZIM  BAVISTIN DEROSAL CARBENDAZIM PER KG OF SEED
