QueryText,KccAns
SEED RATE IN GROUNDNUT,RECOMMENDED SEED RATE 36KGACRE
about management of the groundnut thrips,spray DIMETHOATEROGAR   ROGARIN  400MLACRE
top dressing fertlizer management for groundut,apply 150 kg gypsum ac
Information about weather forecast of Block kamalganj in District farrukhabad,50 WP  1 kg    10 kg
ASKED ABOUT THE DOSE OF EMAMECTIN BENZOATE 5  SG,THE DOSE OF EMAMECTIN BENZOATE 5  SG  IS  05 GM  1 LIT OF WATER
ask abt seed coating,suggested thiram or captan 5 gm1 kg seed or chlorpyriphos 5 ml1 kg seed
G NUT FERT MGMT,UREA  30 KGACRE
ask for yellowing leaf control,spray feso4 25 gmpump
asking about plant protection,Spray Dimethoate 30 EC  17 mllit water
Asked about plant protectin in Groundnut,Suggested to spray nevaluron  emamectin benzoate at 15ml per litre of water
TELL ME PILIYA ROG IN GROUNDNUT,FERESH SULPHAT 5 GRAM PAR LITER WATER SPREY
TELL ME TARMAIT CONTROAL OF GROUNDNUT,USE OF CLOROPAYRIFOS 20 EC 4 LITER HE IRRIGATION WATER
TELL ME INSECT CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
asked about varieties of groundnut,varieties of groundnut- TAG-24SB-11
VAE OF G NUT,SB-11  TAG-24
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYSBUT LIGHT CLOUDY
Groundnut in leaf miner,Recommended for spray profenophas 2 ml teepol 1 mlliter of water
GROUNDNUT LEAF CURL,RECOMENDED SPRAY OF CONFIDOR 1ML4LITRE OF WATER
Asked about Leaf minor management in Groundnut,:      :   2    1
asked about ground nut variety,ground nut variety - TAG-24  JL-501
Asking about wild animal management in agricultural field,Recommended for Mix Neelbo with water in ratio 1 : 50 and spray around the field at about one eter width on bunds for rodent control and also one to two liter dilution should be poured in each rodent burrow
ASKED ABOUT GROUND NUT  DISEASE,GROUND NUT  DISEASEMANCOZEB 2 G  LIT OF WATERAPPLY BORON  AND GYPSUM FERTILIZER
Farmer asked procedure for making Jeevamrut for liquid organic fertilizer,-                       -
Farmer asked  white grub Problem in crop,500
ASKED ABOUT TO DISEASE CONTROL IN GROUNDUT,50  250
asked about white root growth,drenching humic acid  3 ml  1 liter water
Ask about Groundnut crop Fertilizer dose information,- kg Vigha
TELL ME WEEDS CONTROL GRANDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
ground nut tobacco catter piller,RECOMMENDED TO SPRAY CHLORANTRINIPROLU  CORAZEN 40-60 MLACRE
VARIETIES OF WATERMELON,VARIETIES OF WATERMELON -SUGAR BABY ARKA MANIK ARKA JYOTI SUGAR KING BADSHAH TEJAS
sowing time of groundnut,sowing time of groundnut  after 15 january
Ask about variety information in Groundnut crop,-2
vaerity of groundnut,SB-11TAG 24PHULE UNAPPHULE UNATTI
Asked for the control of fungus in groundnut,Apply the DM-45
ask fro groundnut fungisid einformation,suggest: spray fungiside mancozeb 35gmpump
TELL ME PLANT PROCTION IN GROUNDUTE,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
ASKED ABOUT TO DISEASE CONTROL INGROUNDNUT,48  25
paddy variety,turanta prabhatrichariya and saroj
TOBACCO CATERPILLER IN GROUNDNUT,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITER  OF WATER
fertilizer dose for groundnut,application of 150 kg zypsum
TELL ME PEST CONTROL IN GROUNDNUT,CONTECT TO CHURU KVK
Farmer asked fungus in root control information of groundnut crop,50     250            WP
FERTILIZER DOSE IN GROUNDNUT,RECOMMENDED APPLY 8 KG N16 KG P16 KG KACRE
Farmer asked query on Weather,DHAULPUR DHAULPUR                     21    6     11
Asking about groundnut basal fertilizer management,:    : DAP 50
Farmer asked about fertilizer dose in groundnut,-
varities of groundnutv,-  -1
Asked about Herbicide dose level increase in Groundnut field,:             :
Asked about nutrient management in Groundnut,Zinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 200 kgacre
Rat problem in ground,Advised to apply Bromiadiolone 0005RB to control Rat problem in ground
Asking about Root rot in groundnut,:       :   1     20
Attack of sucking pest and fungal Disease,Spray Rogar 15 ml15 Lit of Water
ASKED ABOUT ROOT ROT OF GROUND NUT PLANT,SPRAY  PROPINEB 70 WP    3 GM   LIT OF WATER
Ask about weed control in ground nut crop,25    Shaked
moonfali pili ho rhi hai,Carbendazim   Mancozeb 20 gm lit ka spray kara de
Ask about groundnut leaf yellow chlorosis problem,125     10
Asked about plant protection in GROUNDNUT,Recommended to Spray Emamectin benzoate 5  SG 05 g  per 1 litre of water
CONTROL OF BIHAR HAIRY CATERPILLAR IN GROUNDNUT,RECOMMENDED FOR SPRAY  CARTAP HYDROCHLORIDE 50 SP  1 GM   LIT OF WATER
Asked about Plant protection in ground nut,Recommended to spray Carbendazim 1 g  1 litre of water
FARMER ASKED ABOUT FOR CONTROL ATTACK OF WILT ON GROUNDNUT CROP,:-  -
CONTROL CALAR ROOT IN GROUNDNUT,USED CARBENDAZIM 250GM  BIGHA
WEED CONTROL,NIRAYI KARE DWA KA PRYOG NA KARE
TELL ME CONTROL WHIEAT GRUB OF GROUNDNUT,USE CHLOROPYRIPHOS 20 EC 4 LITHA MIX WITH SAND AND USE BEFORE IRRIGATION
heliothese in groundnut,QUINALPHOS 30 LPAMP
asked about nutrient management in ground nut,nutrient management in ground nut  urea and potash
weed in groundnut pre-imergence,spray pendamethylene
information regarding control of alpha roots in mungphali,give a dose of saaf  500 gm  25kg of soilacre
ABOUT ASKED SEED TREETMENT IN GROUNDNUT,20  4
TELL ME ABOUT mungfali pmsp,pmsp 5090  Prati
GROUNDNUT TIKKA LEAF SPOT,RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
Farmer asked weed control in groundnut  crop,16       EC  40     -
ASKING ABOUT THE NUTRIENT MANAGEMENT IN GROUNDNUT,or  -          -
Asked for the control of the sukaro in the groundnut,Suggested to apply the mencozeb25gm10L of water
asking about Groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg   borax 4 kg  acre
VARIETIES,KCG - 2Chintamani - 2KCG - 6Chintamani - 6GPBD - 4
groundnut varieties,--          -
TELL ME NUTRENT DEFICIANCE CONTROL IN GROUNDNUT,SPRAY OF MICRONUTRIENT 3 GM PER LITER WATER
Farmer asked weed management on Fallow land,-    71 -                -
Attack of Caterpillar on groundnut,Spray Karate20ml15 Liter of WaterLambda 5 SC-Syngenta
ABOUT GROUND NUT SEED TREATMENT,RECOMMENDED TO MANCOZEB - 3GR1KG SEEDOR CARBENDAZIM - 2GR1 KG SEED
TELL ME BLACK  ROOT  CONTROL IN GROUNDNUT,USE CARBENDAZIM 250 GM PER BIGHA
ask gnut red  yallow leaf,I suggest salty water problem
Ground nut caterpillar management,Recommended for spray Profenofos 2mllitre of water
What is the use of gypsum in groundnut,Use of gypsum in groundnut-it can be used to increase the oil qualityApplication of gypsum encourages pod formation and better filling up of the pods
Farmer asked about fertilizer dose in groundnut,100       10
TELL ME WEATHER RAINFALL,NO RAINFALL NEXT 3DAYS AND RAINFALL 67 AUGUST
TELL ME TIKKA DISEASE CONTROL IN GROUNDNUT CROP,SPRAY OF MENCOZEB 2 GM PER LITER WATER
leaf miner in ground nut,recommended for spray Dimethiate 2 mllt
ask about groundnut,suggest nitro fen 80mlpump spray
WHITE GRUB ON GROUNDNUT,WHITE GRUB ON GROUNDNUT  - CLOROPAYRIFOS 30 ML 15 LITER WATER DRENCHING
CONTROL OF ROOT ROT IN GROUNDNUT,RECOMMENDED FOR USE CARBANDAZIM 12  MANCOZEB 63 WP  2GMLIT OF WATER
deemak in ground nut crop,Cartap Hydrochloride 4G-8-10 Kgacre
Ask about fertilizer dose in groundnut crop,-    -
TELL ME DEMPING OFF IN CABBAGE,SPRAY OF DIFENACONAZOLE 05 ML PER LITER WATER
sms,sms
TIKKA DISEASE IN GROUNDNUT,SPRAY MENCOZEB 75 WP 2 GLIT WATER
Farmer asked Termite problem in grounfdnut crop,EC
Asking about Alternaria leaf disease in groundnut,:      : :     2
Ask for groundnut aphide problem,I suggested to spray neem oil 50 mlpump
mousam ki jankari chahiye,KISAN BHAI 20  MAY SE 25 MAY TAK  mausam saf rehega
ask for groundnut termite information,suggest: drenching with  cloropayriphose 50mlpump
GROUNDNUT ROOT GRUB  MANAGEMENT,RECOMMENDED TO SPRAY  CARBENDAZIM 1 GRAM IN 1 LITRE OF WATER
STEM ROT IN GROUNDNUT,STEM ROT IN GROUNDNUT--- RECOMMENDED TO SPRAY MANCOZEABCARBENDAZIM SIXER  2GMLIT WATER FOR CONTROL OF STEM ROT IN GROUNDNUT
asked about root rot,recommended propicanazole 1 mllit of water
Asking about Water management for Groundnut weedicide spraying time,:     :
Asking about leaf folder management in Groundnut,Recommended to spray Azadirachtin 3 ml  Teepol 1 ml  liter of water
weed management in Groundnut,weed management in Groundnut-Apply Saathi-80gm per acre
DOSE OF UREA IN GROUNDNUT,DOSE OF UREA IN GROUNDNUT IS 11 KG PER BIGHA
ground nut leaf folding,spraying of monocrophas 16 mllit water
fertilizer,gypsum
Farmer asked query on Weather,3                        34        5
yellow colour leaves in Ground nut,Spray Zinc sulphate 2 gr L water  COC 3 gr L water
HOW TO CONTROL TERMITE,APPLY CHLOROPYRIPHOS DUST
ground nut nutrient management,ground nut nutrient management: application of gypsum 200 kg per acre
FARMER ASK ABOUT ATTTACK OF PIG ON SUGARCANE PLOT,- 4
asking about sunflower top dressing fertilizers,Recommended for apply urea 15kg  ac
TELL ME GROUNDNUT SOWING TIME,GROUNDNUT SOWING START FIRST WEEK OF JUNE
TELL ME FANGUS CONTROL OF GROUNDNUT,SPRAY OF CARMENDAZIM 250 GRAM PER BHIGA
BEST SOWING TIME OF GROUNDNUT FOR SOUTH TELANGANA,BEST SOWING TIME OF GROUNDNUT  OCTOBER TO LAST WEEK OF NOVEMBER
Farmer asked query on Weather,:   -       : :             30  C    24  C     8
fertilizers,apply urea
asking about Root rot management in Groundnut10 days,:      10    :   1     20
information regarding how to control weeds in groundnut,45
TELL ME IRRIGATION FREQUENCY,FIRST IRRIGATION GIVE AT 20-25 DAYS ACCORDING TO SOIL TYPE
ABOUT THE RUST IN GROUNDNUT,RECOMONDED TO SPRAY TRIDE MARPH 400GRAMSACRE
mung phalli ki variety kon si hai,kaushalchitraavtar
ASKED FOR GROUNDNUT PEST,RECOMMENDED-SPRAY QUINOLPHOS AT 2ML IN 1 LITER WATER
tell me weather information,rain fall in 5 day in thieas area
Asked about tobacco caterpillar management in Groundnut,:      :      2
weed control in arhar,alaclore 15 kghac spray
Farmer asked fungus control information of Groundnut,WP 35-40
TELL ME ABOUT YELLOWING CONTROLE IN groundnut,SPRAY OF WETTEBLE SULPHUR 80 WDG 2 GM PER LITER WATER
Information about fertilizer use in groundnut crop,100
TELL ME CONTROL OF TIKKA DISEASE IN GROUNDNUT CROP,SPRAY OF HEXACONAZOLE 5 EC 2 ML PER LITER WATER
Sowing season for Groundnut,Recommended for the season is Adippattam July-Aug TMV 7 VRI 2 VRIGn 6TMVGn 13
ask control of sucking pest,I suggested spray imidaklorprid 5 mili pump
Asking about sesame variety,:       :
FARMER ASKED ABOUT ATTACK OF WILT ON GROUNDNUT,-      WP -4
--TELL ME ABOUT TERMITE CONTROL IN  GROUNDNUT,20   4
Groundnut aphids,Groundnut aphids-Spray thiomethoxam-5gm15 lit of water
root rot,coc annu upayogisi
Ask about seed rate of groundnut crop,-
TELL ME SEED TRITMENT ON GROUNDNUT,USE FIPROLIN 5  4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
Groundnut leaf miner,Recommended for spray Dimethiate 2 ml litre of water
TELL ME CONTROL OF NLA,DRENCHING OF CARBENDAZIM 2 GM PER LITER
FARMER ASKED ABOUT THE NUTRIENT MANAGEMENT IB GROUNDNUT,5     1
FARMER ASKED QUERY ON GROUNDNUT TCGS-1694 VARIETIE AVAILABILITY,RECOMMENDED TO CONTACT NEAR KRISHI VIGNAN KENDRAM
Farmer asked Larvae control information in Groundnut crop,EC
Asked about leaf caterpillar management in groundnut green gram  blackgram crop,:             :  2      1
Leaf caterpillar in groundnut,Recommended for Spray profenophos 2 ml litre
TELL ME NUTRIENT MANAGMENT,SPRAY OF MICRONUTRIENT 4 GM PER LITER WATER
Asked about Leaf caterpillar management in Groundnut,:       :   1     20
HOW TO CONTROL WEED GROUNDNUT CROP,EMAZYTHYPUR300MLACRE GROUNDNUT CROP
Information about How to reduce the effect of weedicide,1
mugphali me dimak laga hai,cloropyriphas 20 ec 15 liecar  sinchai jal ke sath  prayog kare
Ask about yellowing  plant in groundnut crop,--
WEATHER REPORT OF MIDNAPUR DISTRICT,Mostly cloudy with a shower or thunderstorm in spots
FARMER ASKED ABOUT DISESE CONTROL IN GROUNDNUT,70   5    2
GROUND NUT SEED TREATMENT,SEED TREATMENT  RECOMMENDED TO SEED TREATMENT   MANCOZEB 3 GRAMS  KG OF SEEDS
Farmer needs information regarding seed rate in groundnut crop,100          80
White grub infestation in Groundnut,Recommended for basal application with Chlorpyriphos dust 10kg per acre mixed with dry sand as a precautionary measure against White grub infestation in Groundnut
TELL ME ROOTROTE OF GROUNDNUT,TRIKODERMA 25 KG  HAC
Farmer asked about Gypsum application in groundnut,4-5
ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT CROP,ADVICE SOIL TEST AND CONTACT WITH ADAKPS BLOCK
FERTILISER DOSE,APPLY DAP 34KG UREA 4KG AND POTASH 26KG PER ACRE
Red hairy caterpillar in groundnut,Recommended for spray profenophos 2 ml  dichlorovas 15 ml  litre
CATTER PILLER ON GROUND NUT,CATTER PILLER ON GROUND NUT - Spray Coragen 5ml15 Lit of Water
Ask about fungus problem in groundnut crop,WP          -
moong fhali mein ghas hai,aap nirai gudai karein dawa ka prayog na karein
Moongphali me deemak ke liye dawaa bataaye,Moongphali me deemak ke liye dawaa cloropairiphaas 50EC ki 500 ml maatraa prati acre prayog kren
GROUND NUT SEED TREATMENT,IMIDACHLOPRID 2 ML PER KG SEED :GROUND NUT SEED TREATMENT
TELL ME YELLOW LEAF CONTROL OF GROUNDNUT,FERUSULPHATE 5 G PER LITRE WATER SPRAY FOR YELLOWING CONTROL
FERTILIZER MANAAGEMENT IN GROUNDNUT,RECOMMENDED DOSAGE- GYPSUM  200 KG  ACRE
GRUB IN GROUNDNUT,CALOROPARIPHOS 1 LITTER  BIGA
pest infestation in ground nut,RECOMMENDED TO SPRAY METHOMIL DUNETLANET CRINET 400 GRAMS PER ACRE
Asking about Whitefly management in Groundnut,:      :   5
Asked about  Prevention for Groundnut root grub Termite management,:          :  - 100      - 4
Late leaf spot in groundnut,recommended for spray Chlorothalonil 2 glt
Ask about Gujarat Groundnut -32 variety information,-
TELL ME SHOOT BORER CONTROL IN GROUND,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
FARMER ASKED ABOUT FLOWERING,Spray Boom flower 20ml15lit of Water
asked about attack of sucking pest and fungus on groundnut,Spray Tata manik 7 gm   Natio 10 gm15 Liter of WaterTebuconyazolTrifloxystrobin-Bayer
ask for castor variety,suggested Gch 5
FARMER ASKED QUERY ON ROOT GRUB MANAGEMENT IN GROUNDNUT,RECOMMENDED  TO APPLY CARBOFURAN 3G GRANULES 8 TO 10 KG PER ACRE
Farmer asked fungus control information of groundnut crop,SC -         WP    WP 10-15
Farmer asked weed control in Groundnut crop,30 EC              -  -
FARMER ASKED QUERY ON WEED  MANAGEMENT IN GROUND NUT,RECOMMENDED MANUAL WEEDING
seed treatment for groundnut,Treat the seeds with Trichodermaviride  4 gkg of seeds
ASK ABT GNUT WILT,SUGGESTED MENCOZEB OR TRICODERMA
Asked about Leaf miner and Early leaf spot management for Groundnut,:              :   2   2    1
whitegrab control,give cloropyriphos 25 itha
information about termite control in groundnut crop,20  EC 125
Farmer asked fungus control information ofGroundnut,wp
Ask about blank pod problem information in groundnut crop,100
Growth promoter application,Recommended to spray Polyfeed100gm15litre of water  for better growth of  groundnut
WEED CONTROLE OF GROUNDNUT,KISAN BHAI KHARPATWAR KI NIRAAE - GUDAAE KARAYE
variety,western mahabali
FERTILIZER MANAGEMENT  GROUNDNUT,RECOMMENDED TO APPLY UREA  30 KGACRE
TELL ME ABOUT INSECT CONTROL IN GRANDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY 20 KG UREA AND 15 KG POTASHMOP
ISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
FARMER ASKED QUERY ABOUT CONTROL OF FUNGAL ATTACK ON GROUNDNUT,40  copper oxychloride 80 ww
Asked about plant protection in Ground nut,Suggested to Spray Karate  2 mlltrof water
GROUND NUT  RUST,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
CONTROL OF WEED IN GROUND NUT,RECOMMENDED FOR SPRAY FLUCHLORALIN 45 EC 12 LITRE  ACRE AFTER 2 DAYS OF SOWING
asking information about fertilizer doses for groundnut,information about fertilizer doses for groundnut
Asking about weather information,Partly cloudy will remain till 21 th of April there is no possibility of rain
groundnut tobacco caterpillar management,groundnut tobacco caterpillar management : RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
groundnut irrigation,provide irrigation at critical stages
varieties of groundnut,varieties of groundnut - sb 11  phule unap  phule vyas phule pragati
TELL ME BACTIRIAL BLIGHT IN GUAR,SPRAY OF STREPTOCYCLEAN 3 GM 15 LITER WATER  COPPER OXICHLORIDE 3 GM LITER WATER
ask about white grub in groundnut,I suggest corazone 5mlpump root spray
GROUNDNUT BIHAR HAIRY CATERPILLER,RECOMMENDED TO SPRAY CHLORIPYRPHOS 500 ML PER ACRE
fertizer use,according to need
Information regarding micronutrients in groundnut crop,1
Asked about Groundnut rich price and availability,: TNAU      :
Farmer asked Fertilizer dose information of Paddy crop,-
helicoverpa damage in gnut,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE PROCLAIM SPOLIT 80 GRAMS PER ACRE
FARMER ASKED ABOUT BLIGHT ATTACK IN GROUNDNUT CROP,-
For development,Spray samruddhi or magic 2 mili per liter of water
TIKKA ROG IN GROUNDNUT,SPRAY OF  MANCOZEB 2 GM PER LITER WATER
FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT  1 BAG DAP  25 KG UREA  ACRE
TELL ME PROPER NOT GROWTH IN GROUNDNUT,SPRAY OF FERROUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME WHIT GRAB  CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME FUNGAL DISEASE CONTROL IN GROUND NUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
Ask about irrigation information in Groundnut crop,-                                                                                                                                         -                        -                                                                                                                                              -     -          -
Tell me shoot borer control in groundnut,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Fertilizer application in groundnut,Recommended to apply MOP-20kg per acre
Asking about yellow vein mosaic virus in black gram,Recommended for spray Dimethoate 2ml  litre of water
ground nut seed treatment,tricoderma viride 3gr kg seed
Farmer asked Jassid Problem in groundnut  crop,EC 30
Ask about weed control in Ground nut crop,-  EC
diseases in ground nut,adviced to apply bavistin  2 gm per liter of water
fertilizer requirement in groundnut,Recommended to apply Fertilizer and irrigate
FERTILIZER,GIVE GYPSUM KG ACER
TELL ME BLACK ROOT CONTROL IN GROUND NUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asking about leaf miner in groundnut,Recommended for spray Dimethoate 2ml  liter of water
Ask about groundnut  information,1
Farmer asked query on grounndut rot management,3
fungal attack,use  bavistin
Fertilizer dose ground nut,Recommended to apply urea-4 kgDAP-34 kg MOP-26 kg per acre
TELL ME GROWTH IN GROUNDNUT,TIMELY MANURE FERTILZIER AND IRRIGATION
Asking about harvesting intex of groundnut information,:    :
WEATHER INFORMATION,MOUSAM SAF RAHEGA
ATTACK OF SUCKING PEST ON GROUNDNUT,--    -  15
ASKING ABOUT MICRO NUTRIENT DEFICIENCY IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    2-3 GMML  LIT OF WATER
Farmer asked fungus control information of groundnut,10
Asked about Sucking Pest management in groundnut,:       :   2    1
asking about nutrient management for groundnut,recommended for spray groundnut rich 2 kg acre
TELL ME BLACK ROT CONTROL IN GROUNSNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ground pod borer,proclaim 100 gracr
Farmer asked query on Weather,:          :          -                  - 35C   - 25C     8
fertilizers dose for gn,50kg sufalla50kg sspacre
Asked about plant protection in ground nutAphids    Due to sucking the sap curling of leaves and development of sooty mold,Spray Dimethoate 30 EC  17 mllit water
Ask about larvae control information in groundnut crop,EC
leafminor in groundnut,recommended for spray chlorpyriphos 2mteepol 1mlneemoil 3mllit of water
Tell me root rot control in groundnut,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asked about Plant protection in groundnut,Suggested to Spray:- Dimethoate  2mllit of water
sucking pest control on groundnut crop,you can spray trayzophos 40 mili asefet30 gram pamp water use for suckig pest control on groundnut
TELL ME ABOUT DISEASE CONTROL IN,--      2
Asked about Groundnut Sowing depth and Spacing,:       :  4       30   10
Asked about plant protection in groundnut,suggested to spray Chlorothalonil 02
Asking about Groundnut G 7 Variety duration,:    : 90 - 105
farmer want to know information about weed management in groundnut crop,15
ASKED ABOUT MEED CONTROL OF GROUNDNUT CROP,ADVICE TO USE ALACHLOR 50  EC  400 MLBIGHA
Farmer Asked sucking pests control information of Groundnut Crop,25 wg 8
planting time of groundnut,planting time of groundnut -15 january -15 februwari
ask for gnut white grub,suggest phorate 10 kg ha
Ground nut top dressing fertilizer,Recommended for apply urea 20 kg potash 10 kg mn mixture 5 kg ac
Ask about variety information in Groundnut crop,-2   -37  TGA -24
Farmer asked White Fly problem in g nut  crop,SP 12
Ask about,:   1
ask for termite control information,suggest:chloropyriphose 25 mlpump
how to control termite in ground nut crop,brodcast of chiloropyriphos  1 liter  1 liter of water in 20 kg drysand  acre
ask about stem rot in ground nut,I suggested to drenching blue copper 40 gm pump for stem rot in ground nut
LEAF CURLING IN GROUNDNUT,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
asking about pod borer control in groundnut,recommended for spray Indoxacarb 1 mllit of water
Queries about K 6 variety,K 6 or Kadiri 6 is a hybrid variety so the farmer is not advised to grow again in this rabi season from the kharif harvest
Farmer asked query on Weather,:   -       : :           33  C    23  C     8
ask about larva control in gnut,I suggested to spray quanalphos 30 mlpump
Farmer asked Larvae control information of  GROUNDNUT,EC 15
ASKED ABOUT GROWTH SPRAY FOR GROUNDNUT CROP,-      : :
weed control,spray pendamethylene 30ml in 10 liter water before sowing
Asked about leaf spot and leaf cater pillar management in groundnut,:          :     2    2
Farmer asked Organic Sucking pests control in groundnut  crop,40         ppm
Groundnut Grow thing,Recommended to Spray Multi-K 1 kg  acre in 200 liter water
Asking about Leaf spot control management in Paddy,:        :   2    1
Ask about Insect Problems in Groundnut crop,WS
Asking about groundnut boran deficiency,Recommended for foliar spray borax 5 gram  liter of water
ask for groundnut thrips information,suggest: spray di-mithoate 20mlpump
asking about Stem rot control in groundnut,recommended for soil drench with carbendazim 2 gm  litre of water
farmer want to know information about  how to increase growth  of GROUNDNUT,25-30 ml
Weed management in groundnut,Weed management in groundnut - Use different sprayer for application of herbicide
asked about variertie of groundnut,-  -  -    --     ------ -- -
Ask about fertilizer apply in groundnut crop,--
termite in ground nut,recommended to apply chlorpyriphos-12kg per acre
GROUNDNUT NUTRIENT MANAGERMENT,GROUNDNUT NUTRIENT MANAGERMENT: RECOMMENDED TO APPLY GYPSUM 200 KILO PER ACRE
farmer want to know information about use Propaquizafop 10 EC in groundnut crop,Propaquizafop 10 EC
HOW TO CONTROL Late leaf spot  IN GROUNDNUT,SPRAY CARBENDAZIM 75 WP  1GMLITRE OF WATER
WEED PROBLEM IN GROUNDNUT,NO USED HARBICIDE IN GROUNDNUT AFTER GARMINETION
ask about fungas control,:
Ask about fungus problem in Groundnut crop,12    63  WS   -
Ask about sucking pests problem in crop Suggested:,Imidacloprid 178 sl 5 mlpump  spray
top dressing for groundnut,recommended for apply Gypsum 100kgborax 4kgac
Farmer asked fungus control information of Groundnut Crop,WP 30-35
Farmer asked Spotted bollworm problem in groundnut crop,30
weed control,SPRAY TARGASUPER 2MLLIT WATER
Asked about Seed rate for Groundnut,:     :  48         70
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR APPLY FLUCHLORALIN 45 EC  12 LITACRE
TELL ME WEATHER INFORMATION OF NAGUAR,RAINFALL 20 MM NEXT FIVE DAYS OF NAGUAR
Groundnut top dressing fertilizer management,Recomended for Groundnut top dressing fertilizer management Apply gypsum 80 kg  ac
Farmer asked seed treatment of fungus problem in Groundnut crop,333 wv
GROUND NUT SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITRES OF WATER  ACRE
CONTROL OF LEAF YELLOWISH IN GROUNDNUT,SPRAY CARBENDAZIM  MENCOZEB  2M GMLIT OF WATER
Asking about top fertilizer management for groundnut25 th day,:      :  6    12    25
Leaf Eating Caterpillar,Spray fame 5ml15 Lit of Water
groundnut thrips sucking pest,tryzophos 30 ml per pump and to spray
tobacco caterpiller,recommended to spray  Monocrotophos 400 ml  acre
Asking about  aphids in groundnut,Recommended for spray Dimethoate 2ml  lit
root rot in groundnut,Redomil Gold 30 gmhumic Acid 30 mlMephonaxonmancozebsyngnt
asking about the fertilizer dose of groundnut,suggested him to apply urea-6kg ssp- 33kg and mop- 7kg per bigha
FARMER ASKED FOR RED MITE ATTACK ON GROUNDNUT,RED MITE ATTACK ON GROUNDNUT Spray Oberon 15 ml  15Lit of WaterSpiromesifen
TELL ME POD BORAR IN,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
fertilizer dose,application of urea  super phospet
LEAF EATING CATERPILLAR,RECOMMENDED TRACER 80MLACRE
Asked about seed treatment in groundnut,:     :   4  1
ground nut leaf damage,advised to spray CHLORIPYRIPHOS  500 ml per acre
groundnut fertilizer managementRecommended for spray TNAU Groundnut rich 220kg  ac,Recommended for spray TNAU Groundnut rich 220kg  ac
Asking about Groundnut foliar spray application,:       :  TNAU    2   200
YELLOW ROG IN GROUNDNUT,FERUSH SALPHATE 5 GRAM PAR LITER WATER
FERTILIZER IN GROUND NUT,APPLY GYPSUM  100 kg  ACRE AS FERTILIZER IN GROUND NUT
TELL ME NO GROTH IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
tobacco caterpillar  management in ground nut,90    150
control of helicoverpa,phasalon600mlacre
ASKED ABOUT TO VAREITY OF  isabgol,- -2- 89 - 1
FARMER ASKED QUERY ON VARIETIES OF GROUNDNUT,RECOMMENDED  GROUND NUT VARIETIES KHADIRI 7  KHADIRI 8  DHEERAJ
pod borer control on groundnut crop,you can spray korozon 2 mili liter water use for pod borer control on gram
ground nut root knot nematode,recommended for ground nut root knot nematode Apply carbofuran 5kg  sand 20 kgac
asked about groundnut varieties,asked about groundnut varieties - s b 11  t g 26
