QueryText,KccAns
Asking about root grub  Termites management in groundnut precaution,:           :   2     40
Ground nut varieties,Anantha Harithandurga kadhiri- 6
groundnut season,groundnut season Karthigaipattam Nov- Dec
asked about plant protection,recommended to spray chloropyriphos 2mllit
control flower managemnt,spraying of boom flower
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT  APPLICATION OF  SULPHUR 1 BAG  SSP 1 BAG  ACRE
Plant protection,confidor 05 ml 1liter
Ask about Weed control in Groundnut,- 10 EC
Asking about weather forecast,This week weather is cloudy and light Possibility of Rainfall
Asked about Nutrient management in   GROUNDNUT,--Minor nutrients applicationZinc sulphate- 4 kgacreBorax- 4 kgacreGypsum- 200 kgacre
Asked about plant protection in groundnut,Suggested to spray imidachloprid at 05 ml per liter waterORProfenophos at 2 ml per liter water
BLACK ROT CONTROL IN GROUNDNUT,BLACK ROT CONTROL IN GROUNDNUT TRICODRMA 25 KG WITH 100 KG FYM PER HA
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON  GROUNDNUT CROP,30  15
tell me black rot control in groundnut,250
asking about ground nut iron deficiency management,recommended for spray ferrous sulphate 5 g  urea 10 g  lit of water
TELL ME ABOUT BLIGJHT CONTROL IN GRIOUNDNUT,SPRAY OF RIDOMIL GOLD 2 GM PER LITER WATER
TELL ME WEATHER CONDITION,RAIN FALL POSSIBILITY  IN NEXT FIVE DAYS
Treatment of groundnut seeds,Use mancozeb  25gm 1 kg seeds
VARIETIES OF GROUNDNUT,- -            -    -
Asking about nutrient management of groundnut,N-TRIACONTANOL
TELL ME SOWING TIME OF GROUNDNUT,1 JULY TO 20 JULY SOWING TIME OF GROUNDNUT
asking about Tobacco caterpillar pest control management in groundnut,recommended for spray profenophos 2mllitre of water
FARMER ASKING ABOUT VARIETIES OF GROUNDNUT CROP,- -            -    -
ASKED ABOUT TO ABOUT INSECT CONTROL IN GROUNDNUT,25   4
Farmer wants to know information about seed treatment of groundnut  crop,Recommended for seed treatment ofgroundnut  treat the seed with mancozab  carbendazin  3 gramkg of seedor rhizobium cultur PSB 5 gram kg seed
insect problem,Spray deltamethrin  2 ml in 1 litre of water
ASKING ABOUT GROUND NUT SPRYING,BAVISTIN 30 GM 15 LIT WATER SPRYING
how to control fungal dieses in groundnut,spray 2 gm bavesten  per litre water
Farmer wants to know information about How to control of tarmit attack in groungnut crop,Recommended  for to control of tarmit attack in groungnut crop plz drench the field with chlorpyriphos
farmer asked about Tata Bahaar Bio stimulant uses and application  in groundnut,Tata Bahaar Bio stimulant- Promotes chlorophyll production Improves absorption and transport of nutrients Enhances flowering and retention of flowers and fruits Improves quality and yieldFrequency of application: 2 to 3 applications during crop growth preferably at pre flowering flowering and fruit formation stage
TELL ME ABOUT WHITE GROUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Weed management in groundnut,Advised not to spray herbicide if there is no moisture in the soil
groundnut pest,hexaconajol 40mlpump and redomil 30gpump
Ask About Genral Information,Ask About Genral Information All information is provided  Thanks for calling
YELLOWING LEAF CONTROL,spray 100 gm hirakachi powder 10 gm  citric acid
Ask about fungus Control in Ground nut crop,WP -
caterpillar in groundnut,recommended for spray chlorpyriphos 2 ml lit of water
gypsum application groundnut crop,recommended to apply Gypsum 200 kgacre
Farmer asked Army worm Problem in groundnutcrop,SC 7-8
groundnut  stem rot damage,recommended to spray mancozeb m-45 2 gram  liter water
ROOT ROT MANAGEMENT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  Blitox 3 GRAMS  1 LITRE OF WATER    3
g nut  sucking pest,RECOMMENDED TO SPRAY ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
GROUND NUT ROOT ROT MANAGEMENT :,GROUND NUT ROOT ROT MANAGEMENT :RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
--Farmer asked weed control in Groundnut crop,10 SL
TELL ME ABOUT STEM ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Asking about nutrient management in groundnut,-
Asking about Pod borer management in groundnut,:      :     6   10
farmer asked about seed treatment in groundnut,recommended to go for insecticide treatment with imidacloprid  2 ml per kg seed and then go for fungicidal treat with mancozeb  3g and with Trichoderma 8 g per kg seed
Farmer asked GJG 32 Varietie information of Ground nut crop,-           -
groundnut atac welt,trikodram3kg par acar
groud nut variety,kadiri 46
Information about control of leaf eating caterpillars in crop,Chlorpyrifos 50  Cypermethrin 5 EC  2
weather information,kissan Bhai es saptah me aapke shatra me 26 va 27 july ko barish ki sambhavna bni hui hai
ASKED ABOUT TO FERTILIZER IN GROUNDNUT,DAP 2-4 ML
GROUNDNUT FERTILIZER APPLICATION,RECOMMENDED 100KGS OF SINGLE SUPER PHOSPATE  AND 33 KGS MURATE OF  POTASH
Asking about aphids and caterpillar management in groundnut,:      : :      2
Farmer asked weed control in Groundnut cro,p              80    -
Farmer asked Sowing Time information of Groundnut cropFarmer asked Varieties information of Groundut crop Ask about weed control in crop,-  -           -  -                 Ask about weed control in crop 30 EC          -  -             -
Tobacco caterpillar in groundnut,Recommended to spray Cartap hydrochloride 50  SP  2gm per lit of water to control Tobaco caterpillar in groundnut
farmer want to know information about how much quantity apply of farm yard manure in groundnut,5
GROUNDNUT PEST,SPRAY MELATHIONE 2MLLT OF WATER
Farmer asked fungus control information of groundnut crop,50-60
asking about green caterpillar in groundnut,Recommended for spray profenophos 2ml  neem oil 3  teepol 1ml  litre of water
Asking about basal fertilizer management for groundnutRainfed,Recommended  for apply urea 8 kg  supper phosphate 25 kg potash 30  kg acre
Farmer asked Sulphur information of Groundnut,90 WDG 3
farmer asked about nutrient management in ground nut,recommended to apply 9 kg UREA 200kg GYPSUM per acre
Asking about Uses of gypsum fertilizer in groundnut,:      :
Asked about Plant protection in groundnut,suggested to spray tebuconozole 1 ml per 1 liter of water
PILIYA ROG IN GROUNDNUT,FERESH SALPHATE 5 GRAM PAR LITER WATER SPREY
TELL ME CONTROL IN WHITE  GRUB,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
groundnut attack thrips,aictra5gmtilt20ml15 LITER WATER
Farmer asked query on Weather,THERE IS A DRY WEATHER IN YOUR AREA     give feedback before disconnection of call
Asking about Groundnut leaf miner management,:    :   :   50      10
which varities of groundnut use for sowing,you can use tag -24jl -24 this  is a groundnut varities
TELL ME ABOUT WEATHER INFORMATION,2-3
Farmer asked weed control in cotton crop,55
Information about weather forecast of Block Jaitpur in District Mahoba,30C    28C     4
TELL,USE CARBENDAZIM 2 GM PER KG SEED
groundnut seed rate,groundnut seed rate 70-80 kilo gram ha
White fly in Groundnut,Recommended to spray Dimethoate 30 ECRogor 2ml per litre of water to control White fly in Groundnut
WHICH FERTILIZER APPLY ON GROUNDNUT CROP,YOU CAN SPRAY 200 GRAM UREAPAMP WATER USE FOR GROUNDNUT CROP
Farmer asked Varieties information of Groundnut crop,-                    -235
ask about groundnut catterpiller,I sugg quinalphpos 20mlpump
Asked about pest management  in groundnut,Recommended to Spray Emamectin benzoate 5  SG 5 g10 lit for FEEDERS
TELL ME JHULSA IN GROUNDNUT,SPRAY OF DIFENACONAZOLE 05 ML PER LITER WATER
GroundnutSpacing,45 X 15 Cm
CONTROL OF BLACK SPOT IN POD IN GROUNDNUT,SPRAY CARBENDAZIM 1 GMLIT OF WATER WITH STREPTOCYCLIN 1 GM10 LIT OF WATER
Asked about over dosage of herbicide application for groundnut crop,:         :
leaf spot in gnut,--
TELL ME ABOUT INSECT CONTROL IN GNUT,--     15
Farmer asked about larvae problem in groundnut,SG 7-8
Asked about groundnut tobacco cut worm management,:     :   3      10   10
Variety of groundnut,Variety of groundnut-phule pragatiphule unapTAG-26
ASKED ABOUT TO WATER MANAGENET IN GROUNDNUT,2  3                                         2-3
Asked about Root rot management for Groundnut,:        :    25  1
ASKED ABOUT FERTILIZER SPRAY ON GNUT,:-
TELL ME  BLACK ROOT CONTROL IN GROUNDNUT,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
groundnut variety information,provided information
DISEASE IN GROUNDNUT,CONFIDOR 05 M 1LITER
TELL ME PEST CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
variety of grnut,variety of grnut -SB 11
Groundnut sowing time information,-
spdoptera in groundnut,recomended larvin 15gmlit water
Ask about fungal control in groundnut,EC 20
FARMER ASKED QUERY ON WEED  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO MANUAL WEEDING
Asking about What are all the technologies used for Groundnut For Yield increase,:       :          TNAU   2  200
water management,3-4days
ground nut sucking pest management,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
Asking about Tobacco caterpillar control management in Groundnut,:      :  1     20
ask for fertilizer in g nut,apply dap 10 to 17 kg per vigha
Asking about pest control in groundnut,Recommended for spray neem oil 3ml  lit
BLACK ROOT OF GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA USE
ask for diseases in ground nut,suggest carbendezim 20 gmpamp
Asked about Pest management in Ground nut,Recommended to spray  Chlorpyriphos  2 mlltr of water
FARMER ASKED ABOUT FERTILIZER FOR GROUND NUT,:: -
TELL ME SOWING TIME OF GROUNDNUT,1- 15 JUNE SOWING TIME OF GROUNDNUT
ASK ABT FUNGAL PROBLEM,SUGGESTED TRICHODERMA 25KGHA
LEAF YELLOWING OF GROUNDNUT,RECOMENDED TO SPRAY ACEPHATE 1GM1LITER WATER TO CONTROLL LEAF YELLOWING OF GROUNDNUT
varieties of groundnut,-- - -41
Farmer wants to know about how to control weeds in groundnut crop,30EC
Groundnut weed management,recommended for spray Fluchloralin 600 ml  acre
MOONG PHALI ME WEED CONTR0L,NIRAI-GUDAI SE MOONGPHALI ME KHRPATWAR NIYANTRAN KARE
Asking about caterpillar management in groundnut,:     : :     2
root grub infestation in ground nut,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
vaerity groundnut,phule prgati phule unap
TELL ME POD BORER CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Asking about tobacco caterpillar in ground nut,:       :     1
varieties,tag24
Information about irrigation in groundnut,:
ask about sucking pest,phosphamidon  15  ml per pump and to spray
mung  phalli me chuhe lage hai,Zinc Phosphide dale
Asked aobut plant protection in Groundnut,suggested to spray Carbendazim at 1g  imidachlorpid at 05ml per litre water
Farmer want to know About Agriculture loan,Please contact Bank and society for information about agriculture
gnut varieties,gnut varieties - sb 11  tg 26
Groundnut seed availability,Recommended to contact KVK
ask about fertilizer dose in groundnut crop,- ---         20-25
WEED MAANGEMENT IN GROUNDNUT,RECOMMENDED SPRAY QUIZALOFOP ETHYL 5ECTARGA SUPER 2MLLTR WATER FOR WEED MAANGEMENT IN GROUNDNUT
Farmer asked weed control in GROUNDNUT crop,80    -5
nutrient management in groundnut,recommended to use NPK-81620 kgsacre
Farmer asked query on Weather,5        23  24
moonghpali  me kida lagA HAI,IMIDACHLORPRID  500 ML  2 BIGHA ME DALE
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,178   1
farmer ask about fertilizer uses,sspamonium sulphatedap
Asked about whitefly management in groundnut,2
WEEDING IN G NUT,RECOMMENDED FOR SPRAY TARGASUPER 2MLL OF WATER FOR WEEDING IN G NUT
groundnut Leaf Eating Caterpillar,Spray Chloropyriphos 30ml15 Lit of Water
Groundnut leaf miner,Recommended for spray profenophas 2 ml teepol 1 mlliter of water
root rot in gnut,CARBENDAZIN 250 GRAMBIGHA
Farmer asked query on Weather,no voice received
LEAF EATING CATERPILLAR,CHLOROPYRIPHOS 2MLL
tell me control of yellowing in groundnut,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
seedrate of groundnut,seedrate of groundnut - 40 kg  acre
Ask about groundnut leaf yellow chlorosis problem,- 10
TELL ME ABOUT SEED TREATMENT IN  GROUNDNUT,SEED TREATMENT BEFORE SOWING  CARBENDAZIM 2 GMKG SEEDCHLOROPYRIPHOS 10MLKG SEED RIJOBIAM 3 PACKITHACTOR SEED
TELL ME TERMITECONTROL INGROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Attack of Caterpillar on  groundnut,Spray Proclaim10 gm15 liter of WaterEmamectin BenzoateSyngenta
Farmer asked query on Weather,:   -     : :             33  C    24 C     7
Ask about groundnut leaf yellow problem in groundnut crop,90 WDG 3
Farmer Asked sucking pests control information of groundnut,EC
TELL ME ABOUT  INSECT CONTROL  IN GROUNDNUT,1   3
POD BORER IN GROUNDNUT,SOIL DRENCHING WITH KAARBOFURAN  10-12 KGECOD
CONTROL OF CUTWORM IN GROUNDNUT,RECOMMENDED FOR SPRAY  CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
Asked about Groundnut leaf caterpillar management,:     :
Attack of Caterpillar on groundnut,Caterpillar on groundnut - trayzophos 30 ml 15 Lit of Water
ASKING ABOUT CONTROL OF STEM AND ROOT ROT IN GROUNDNUT PLANT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
Asked about Nutrient management in  Groundnut,Suggested to apply Complex fertilizer
Farmer wants to know information about Fertilizer dose in Groundnut crop,::  0:0:50   1       -
how to control in whit grub in groundnut,Recommended for use phorate or corbofuron 8-10 kg per acre
yellowing of leaves in ground nut,DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
TELL ME CONTROL OF WHITE GURB OF GROUNDNUT CROP,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
non insect pest,non insect pest for control phorate 8 kilo aker
foliar application for grondundnut,recommended for spray DAP 20GMlit of water
yellowing of leaves,application of m-45
ROOT BURN,GINEB
mungfali ki kism bta de,mungfali ki kism-chitraa chandraa
Ask about fertilizer in ground nut,Sulphor 90   2 kilo  vigha
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT CROP,2
sucking pest mangement in tomato,RECOMMENDED TO SPRAY ACETAMIPRID   02 GRAMS   LITRES OF WATER
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROUNDNUT,-  25     50
Asking about foliar spray for groundnut,recommended for spray Groundnut rich 2kgac200 lit of water
TELL ME WEATHER INFORMATION OF CHITTAURGARH,NO RAINFALL NEXT FIVE DAYS OF CHITTAURGARH
ASKED ABOUT TO INSECT CONTROL IN,-- 10 G Thinet 10G Granule 5
sowing of groundnut,sowing of groundnut -January- february
TELL ME ABOUT OF INSECT CONTROL IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
Leaf miner in ground nut,Recommended for spray Profenophos 2 ml Acephate 1 gram litre of water
asking about groundnut basal fertilizer management,Recommended for apply DAP 50 kg  ac
weather information of jaiselmer dist,three days rainfall
mungafali me dimak ki janakari de,kisan bhai aap mungafali me Chlorpyriphos 20 EC 400 mlacre ki dar se prayog kare
ground nut white grub management,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITER OF WATER
TELL ME INSECT CONTROL OF GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Asked about termite attack,Thimate 4 kg  acre
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDUT,USE-BAWSTEEN 250GMBIGA
Ask for the larva control,monocrotophos 10 ml  10 lit water
asking about groundnut leafminer management,recommended for spray Dimethiate - 2 ml lit of water
seed treatment for groundnut,apply carbendezin powder 25 gm kg and rizobium 25 gm  kg seeds
SEED TREATMENT,APPLY 20GM RHIZOBIUM1KG SEED  FOR SEED TREATMENT OF GROUNDNUT
TELL ME GURB CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
pest attack,Spray monocrotophos 15ml15 Lit of Water
gnut varieties,gnut varieties -  s b 11  t a g 24  western 5
Farmer asked Larvae control information of Groundnut crop,15-20
Asked about general information,Suggested to spray Profenophos - 2ml per litre of water
RIZOBIUM BECTERIA WITH NPK,RIZOBIUM BECTERIA WITH NPK
Groundnut top dressing fertilizer management,Recommended for apply Gypsum 75 kgacre
weedicide recomendation in sugarcane  groundnut,no weedicide recomendation in sugarcane  groundnut
Ask about yellowing of leaves in groundnut,QUERY ESCALATE
moongfali me kharpatwar hai 35 din ki fasal hai,srimaan ji aap apne moongfali ki fasal me nirai-gudai karwaye
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT  IN GROUNDNUT,RECOMMENDED TO APPLY UREA 9 KGSACRE
HOW TO CONTROL FUNJAL DISEASE IN GOUNDNUT,HOW TO CONTROL FUNJAL DISEASE IN GOUNDNUT  SPRAY OF CARVENDAJIM BABASTIN500 GM IN 20 KG RET ACRE
The young larvae scrape the under surface of the leaf in gregarious form Due to scraping skeletinization of leaves The grown up caterpillar defoliate the crodiv,DUST Malathion 5 D  8 kgacre during morning hours
weed management in open field,weed management in open fieldlRECOMMENDED TO SPRAY GLYPOSATE        2 LITRES PER ACRE
TELL ME ABOUT GROUNDNUT SEED RATE,100        80
asked about  to seed rate of groundnut,80  100
Asking about Cabrio top fungicide application in groundnut,:          :
insect problem in groundnut,Carbofuran 3 GR 8 kgacre upyog kare
Asked about Weed management in groundnut,Suggested to not do any operations in groundnut field
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT in groundnut,4 ML
Asked About Weather Information,14-19 april tak mausam saf rahegabarish hone ki sambhavna nahi hai
seed rate of groundnut crop,40 kg acre seed rate of groundnut crop
Farmer wants to know information about How to control of rodents attack in groundnut crop,Recommended for to control of rodents attack in wheat crop apply zinc phosphide in field
Farmer asked seed treatment of white grub control GNUT,30  FS
GROUNDNUT LEAF SPOT,RECOMMENDED FOR SPRAY MANCOZEB 3 GRAMS1 LITER OF WATER
Asking about Groundnut weed management,Recommended for hand weeding
ask about ethion 15 mili  15 liter,I suggested ethion 15 mili  15 liter
TELL ME INSECT FUNGAL  IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
TELL ME DISEASE CONTROL IN GROUNDNUT,--     3
top dressing for groundnut,apply DAP 40kgac
ASKING ABOUT OF PLANTING DISTANCES IN GROUND NUT PLANT,-   X
control pre emergence weeds in groudnut,spray pre emergence pendimethalin  500ml  acre
ask for groundnut seed tritment information,sugg to clorophariphosh 25 ml 10 kg seed
Tikka disease in groundnut,Tikka disease in groundnut-Spray Ridomil-25gm per lit of water
seed treatment,seed treatment thairam 2gmkg seeds
weed management in groundnut,advised to take up manual weeding as the crop is at 30 days stage
groundnut season,groundnut season june - july
SEASON FOR GROUNDNUT,SEASON FOR GROUNDNUT-JANUARY-FEBRUARYSUMMER SEASON
Asked about  root rot and stem rot management in groundnut,:        :   1   1   25
for  growth initiation,recommended to spray  potassium nitrate  5 gramslitre water
TELL ME FERTILIZER IN GROUNUT,5 KG BEGHA  UREA
TELL ME POD BORER CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
weaher information,tomorrow may have rainfall of 2 mm
GROUNDNUT CROP IS AFFECTED BY YELLOWJ G PROBLM,USE ZINK SULPHATE BY FOLIOR SPRAY
leaf burn in groundnut,recommended to spray ridomil-2gmlit of water
MUSTARD,Guj Ray - 12 Patan - 66
bud necrosis in gnut,spray imidachloprid 1ml  acephate 1gmlit
TELL ME ABOUT WEED CONTROL IN GROUNDNUT,MANUAL WEEDING IN GROUNDNUT
weed control,weed control--spray stomp
attack of black cut worm on groundnut,black cut worm on groundnut  apply thimet 3 kg acre
TELL ME WEATHER INFORMATION OF JAISELMER DIST,LIGHT RAINFALL NEXT FIVE DAYS
Farmer asked Jassid Problem in gnut  crop,ZC
termite problem in groundnut,apply cloropyrifos  12 kg per acre for controlling termite problem in groundnut
GROUNDNUT VERIETIES,GROUNDNUT VERIETIES -TAG 24 SB 11PHULE PRAGATI
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,2  3
TERMITES IN GROUNDNUT,USED FIPRONIL 1KG  BIGHA
fertilizer dose,gypsum  dap
TELL ME CONTROL OF DISEASE CONTROL OF GROUNDNUT CROP,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Asked about root  rot management for Groundnut,:      :  1  20
ASKED ABOUT TO  NUTRIENT MANAGEMENT  IN GROUNDNUT,5     1
NOT GROWTH OF GROUNDNUT,8 KG UREA  4 KG MICRONUTRIENT PER BIGHA
FARMER ASKED ABOUT SEED RATE OF GROUNDNUT,-   -
TELL ME ABOUT WEATHER REPORT IN MY DISTRICT,NO RAIN POSSIBILITY IN NEXT 5 DAYS
varities of groundnut crop,you can take tag-24 jl -24 this is a groundnut varities
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,25    05
ASKED ABOUT TIKKA SPOTS IN GROUNDNUT,RECOMMENDED CARBENDAZIM1GMLIT
Seed treatment for Ground Nut,-
PREEMERGENCE WEEDICIDE FOR GROUNDNUT,APPLY OXYGOLD 80 ML PER ACRE
Tell me control of yellow leaf in groundnut,5     1
TELL ME CONTROL OF TIKKA DISEASE IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Farmer wants to know information about How to control fungal attack in Groundnut crop,25    2    15
ask about larva in ground nut,I suggested to spray quinalphos 20 mlpump for larva in ground nut
about varieties,use tag 26  tag 37
asking about better growth of groundnut,apply gypsum 50 kg  acre at peg formation
Farmer wants to know information about how to increase growth of groundnut crop,0:52:34
Asked about nutrient management in groundnut,suggested that to apply 50kg gypsum per acre of land
Plant protection,DUST Malathion 5 8 kg per acre
Ask about PGR AND  Information,SL
Biovita application in groundnut,The dosage of PI Biovita  for foliar application the recommended dosage is 2-3 mL per liter of water
wilt,Blue copper -40 gm 15 lit water
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,-- 1
groundnut caterpillar,recommended for spray quinolphos 2 ml  1 litre of water
Seed treatment of groundnut,Advised to treat groundnut seeds with Carbendazim 50WP2gm per kg of seeds
asking about ant control in groundnut,Recommended for apply lindane dust powder
Asked about Nutrient management  in Goundnut,Suggested to apply Gypsum
groundnut top dressing fertilizer recommended,recommended for the fertilizers  :  gypsum  75 kg acre
Asked about Sucking pests affect the pod maturity in Groundnut,:            :
farmer asked about VARIETIES OF GROUNDNUT  crop,-             -    -
weather report,no ppt
Asking about Required seed rate for Groundnut,:     :  50            8
Asked about plant protection in ground nut,Recommended to spray all 4gmslit
YELLOW LEAF SPOT IN GROUND NUT,SPREY -Mancozeb 75 WP 500 GRAM  ACRE
NUTRIENT MANAGEMENT IN GROUNDNUT,IN GROUNDNUT SOIL APPLICATION OF 200 KGS GYPSUM AT FLOWERING STAGE SHOULD BE DONE
GROUNDNUT WHITEFLY CONTROL,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
Ask about sucking pests problem in ground nut  crop,50  wg 5
Farmer asked about Stem rot problem in groundnut,WP
TELL ME WHITE GRUB OF GROUNDNUT,FIPRONIL  5 KG  BIGHA
ask for fertilizer,urea dap
WHITE GRUB IN GROUND NUT,WHITE GRUB IN GROUND NUT-SPRAY SPINOSAD 1ML IN 3LITRE OF WATER
Asked about pest management in Ground nut,Recomended to Spray Dimethoate 30 EC  17 mllit water
Asked about Urea fertilizer and Saaf fungicide can be mixed,:        :
ASKED ABOUT TO SEE SOWING TIME OF GROUNDNUT,--                     15   15
Farmer Asked sucking pests control information of  groundnut crop,EC 30
Ask about groundnut seed treatments for White Grub,SLFS  mili
CONTROL OF BACTERIAL WILT IN GROUNDNUT,SPRAY STREPTOCYCLINE  1 GM 10 LIT OF WATER
Asked about seed treatment in groundnut,Suggested to treat thiram  2gm per kg
GROUND NUT WHITE FLY MANAGEMENT,GROUND NUT WHITE FLY MANAGEMENT RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITERS OF WATER ACRE
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT,-- 12   63    2
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUND NUT,RECOMMENDED FERTILIZER S AT PEGGING STAGE 4 BAGS OF ZYPSUM OR CAN 25 KG  ACRE
Farmer asked fungus control information of Groundnut crop,WP 30
pest,monocrotopos 2 ml  liter
basal fertilizer management for groundnut,recommended for the fertilizers :  DAP 50 gm gypsum  75 kg acre
groundnut varieties,groundnut varieties-daptaritag-24tg-26
Asking about aphid management in groundnut,Recommended for imidachlopirid 4 ml 10 litre of water
tobacco caterpillar in ground nut,spray quinalphos 2 ml in 1 litre water
Asked about aphids and cater pillar management in groundnut,:         : 10    4
weather information,20-25 july tak ke mausam me baadal chaye rahege baris ki sambhawana baani rahegi
Asking about weed management of groundnut,CLODINAFOP PROPARGYL 15 WP
YELLOWING LEAVES,IMIDACHLORPID 1ML PER 45 L WATER
thrips control on groundnut crop,you can spray dimithoet 30 mili bavisteen 30 gram pamp water use for sucking pest control on groundnut crop
ask about larval control in grouundnut,GR 2
pig attactk,give forest division no
fertilizer,urea 2 bags  acer
Growth of Groundnut,Spray Combi 1 gram  Silicon 2 graam  biozyme 15 ml  liter of water
Please tell me weather information,KISAN BHAI- APKE YENHA 17 JULY SE 19 JULY TAK BARISH KI SAMBHEVANA HAI
GROUNDNUT POD BORER,GROUNDNUT POD BORER: RECOMMENDED TO SPRAY IMMAMECTIN BENZOATE 90 GRAMSACRE
early leaf spot in groundnut,Recommended for spray Carbendazim 2gm  lit
FARMER ASKED QUERY ABOUT ON CAN I MIX NUTRIENTS ALONG WITH THE INSECTICIDES,DOES NOT MIX  NUTRIENTS ALONG WITH THE INSECTICIDES AND FUNGICIDES
Asked about foliar spray timimg for groundnutblackgram,:     : :     2  200
sucking pest attack in ground nut,recomended to spray dicofal 16 milliliteracre
for controlling Stem rot in Ground nut,Recommended to drench the soil with Copper Oxychloride 50WP  3gm and Plantomycin  1gm per liter water for controlling Stem rot in Ground nut
Fertilizer information  of groundnut,Kisan Bhai aap Zipsum aur borex ka prayog Karen
TELL ME ABOUT  YELLOWING LEAF CONTROLE IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Asked about Foliar spray for groundnut,:    :   2  200
tell me control of inserct in aphid,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
ask about heliothis in groundnut,I suggest quinalphos 20 ml in 10 liter water
TELL ME GROUNUT ROOTROT DIEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME BLACK ROOT CONTROL I GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
ask about varities,Semi Spreading: GG-20
fertilizer dose for groundnut,advised to apply 200 kg gypsum and 20 kg urea per acre
goja lat in groundnut,bavistin 250 gram per bhiga
Farmer asked seed treatment of white grub control,WDG -              DS
Tikka in Groundnut,Recommended to spray Copper oxychloride 50WP  3gm in 1 liter of water for control of Tikka in Groundnut
ask about weather information,I suggested possibility of rain fall next 3 days
water management application for ground nut,you can apply water in summer 8 to 10 days interval as per depend on soil
Ground nut leaf feeder management,Recommended for Profenofos 2mllitre of water
Asked about plant protection  in groundnut,Suggested to spray SAFF- 2 gram per litre of water
Asking about Tobacco caterpillar control in Groundnut,:       :  2      1
How to control white fly in crop,Recommended for Spray imidaclorprid 178SL 5 to 6 ml per pump
Asking about weeds control in groundnut,:     :   3-
GROUND CROP PROTECTION,RECOMENDED KADIRI
