QueryText,KccAns
Asked about caterpillar management in groundnut,:     :   2  1
asking about Root rot management in Groundnut 15 days,:     15 :      1  25
tell me control yellow leaf in groundnut,5     1
Asking about weather forecast,This week -weather is cloudy and  Possibility of  light Rainfall
chilli leaf curling,RECOMMENDED TO SPRAY QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
ask for gnut spodoptera,suggest koragen 5mlpump
TELL ME GRUB CONTROL,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer asked query on Weather,-             -  -     -43      -
which herbicide use groundnut crop,you can spray parshut 25-30 mili pamp water use for groundnut crop
Planting timeSpacingSeeds clovesacreYieldGavrli RajallegaddiJune - July and October - November,Planting timeSpacingSeeds clovesacreYieldGavrli RajallegaddiJune - July and October - November
WHITE GRUB IN GROUNDNUT,Spraying the trees close to the field with Chlorpyriphos 20 EC  2 mllit of water soon after first monsoon showers for 3-4 days in the late evening hours kills the adult beetles and reduces root grub infestation
Farmer asked fungus control information of Ground Nut,4    68  40
Asking about Groundnut Hybrid Variety information,:        :
tikka,spray bavistin
APHID MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY  DIMETHOATE ROGORE  400 MLACRE 2 ML1 LTR OF WATER
asking about Attack of White Grub on groundnut,Attack of White Grub on groundnut - Use Fertera 4 kg acre
TOBACCO CATERPILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
FARMER ASKED ABOUT ATTACK OF CATTERPILLAR ON groundnut,-    5  SG 07 15
Farmer asked seed treatment of fungus problem in groundnut crop,Ws                WG                   GR
tobaco catterpiller damage in groundnut,recommended to spray larwin 300 milliacre
Asked about leaf miner and Aphids management in groundnut,:       :       2    2
Farmer needs information regarding how to  Control white Grub in Ground Nut  Crop,--              20    40
TELL ME INSECT CONTROL IN GRANDNUT,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
FARMER ASKED THE CONTROL OF INSECT IN GROUNDNUT,USE FOR INSECTICIDES IN GROUNDNUT
ask for gnut funguds problem,suggest:bavistin 30 gmpump sprey
Farmer wants to know information about weed management in groundnut crop,15  20                       -   EC
ASKED ABOUT THE PLANT PROTECTION,Malathion 5 D  8 kgacre during morning hourslannet 2g in a liter of water
groundnut,monocrotophos 2mllitre
GROUNDNUT STEM ROT DAMAGE,RECOMMENDED TO SPRAY CARBENDAZIM 3 GRAM  LITER WATER
asking about Leaf spot management in Groundnut,:       :  2
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,50  2               2
root problem of groundnut,USE CARBENDAZIM 250 GBEEGHA BEFORE IRRIGATION
Farmer asked fungus control information of ground nut,EC -           WP 30
information regarding to seed treatment of groundnut,USE CHLOROTHELONIL 25 GM PER KG SEED
nutrient management in groundnut,--apply ureapotash and gypsum
asking about sowing time of ground nut,:   :  -   -                              :  -    -
Asked about groundnut nutrient management,:       :
ask about fungus control in groundnut,:
ground nut,thanks
ask about to start the message,I stsrt from kcc
Farmer asked about  Attack of White Fly on groundnut,--  08  15
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,259    1
root grub management in groundnut,Spraying the trees close to the field with Chlorpyriphos 20 EC  2 mllit of water soon after 3-4 days in the late evening hours
Asking about Groundnut top dressing fertilizer management 25th Day,:   25    :  - 6    - 12
ground nut variety,tag  24 western 51 ya bhumugachi lagavd karavi
mung fali ki bobai ka samay,12 june se 15 February tak
wather,cloudy weather
BIHAR HAIRY CATERPILLAR  MANAGEMENT,DUST Fenvalerate 04 D  4 kg or Malathion 5 D  8 kgacre during morning hours
TELL ME MICRO NUTRIENT MANAGEMENT GROUNDNUT,4 ML
Groundnut leaf miner,recommended for the spray Malathion 2mllit of water
TELL ME ABOUT TERMITE CONTROL IN  groundnut,20  40
SEED TREATMENT FOR GROUNDNUT,RECOMMENDED TO APPLY CARBENDAIZM 50 WP 3GM PER 1KG SEED BEFORE 7 DAYS OF SOWING
weather to change groundnut irrigate after harvest or irrigated before horvest,irrigated after harvesting to groundnut
gnut seed treatment information,seed treatment with thiram and captan
ground nut root rot,RECOMMENDED TO SPRAY CARBENDAZIM 200 GRAMS PER ACRE
Ask about fertilizer dose in groundnut,---  -
Asked about plant protection in Ground nut,Suggested to spray Profenophos - 2ml per litre of water
Attack of Caterpillar,Spray Quinolphos 30 ml in 15 liter wate
GROUNDNUT ROOT ROT MANAGEMENT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE 600 GRAMS PER ACRE
Groundnut variety,Groundnut variety:- Dhara Kalinga Groundnut 101 Devi
FARMER NEED INFORMATION ABOUT SEED TREATMENT INFORMATION IN GROUNDNUT CROP,-   -
TELL ME WEATHAR INFORMATION,LIGHT RAIN MAY BE NEXT 3-4 DAYS
TELL ME FUNGEL AND INSECT CONTROL IN GROUNDNUT,SPRAY OF MENCOJEB 2GM  ACEPHATE 75 SP 2 GM PER LITER WATER
Ground nut mosaic virus,Recommended for  groundnut mosaic virus spray dimethoate 2mlneem oil 3mlteepol 1mllit of water
weather information,aaj se 5 august tak baadal aayege barish hone ki sambhavana hai
TELL ME CONTROL YELLOW LEAF IN GROUNDNUT CROP,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
CONTROL OF TIKKA DISEASE OF GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER HYDROXIDE 77  WP  2 GM   LIT OF WATER
GROUNDNUT VARIETIES,GROUNDNUT  VARIETIESKADIRI-4THIRUPATHINARAYANI
Asked about groundut leaf feeder management,:      :  9   10
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT PHULE PRAGATI
TELL ME WEATHER INFORMATION OF DAUSA DIST,THREE DAYS RAINFALL
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,10    5
rootproblem of groundnut,carbendism 250 gm per bigha
FARMER ASKED ABOUT TO  ROOT ROT CONTROL IN GROUNDNUT,250
TELL ME PLANT PROCTATION,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
gnut varieties,gnut varieties - western 5  t g 26
ground nut sucking pest  leaf spot management,recommended to spray imidacloprid 03 ml  carbendazim 1 gm  lit of water
white grub in ground nut,Carbofuran 3 GR 8-10 kigraacre ki dar se prayog kare
The young larvae scrape the under surface of the leaf in gregarious form Due to scraping skeletinization of leaves The grown up caterpillar defoliate the crodiv,Dust Malathion 5 D  8 kgacre during morning hours
groundnut pod borer,groundnut pod borer : recommended to spray chloripyriphos 2 milli litre per litre water
water management,apply water after every 9 days
CONTROL OF WEEDS IN GROUND NUT,RECOMMENDED FOR APLLY FLUCHLORALIN 45 EC  12 LIT ACARE AREA APPLY AFTER 2 DAYS OF SOWING
PILIYA DISEASE CONTROL IN GROUND NUT,SPRAY OF FERRUS SULPHATE 4 GRAM PER LIT WATER
Farmer asked Mealy Bug problem in crop,EC 30
FARMER ASKED ABOUT  FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT,-
fertilizer info,::
dose,spray of liosine 5 ml per pump
fertilizer management for groundnut,Recommended for apply urea  25 kg  potash 15 kg  borax 4 kgac
groundnut top dressing fertilizer management,recommended for apply gypsum 150 kg  ac
Farmer asked fungus in root control information of groundnut,EC
FERITLIZER DOSE OF GROUNDNUT,ADVICE TO CONTACT LOCAL ADA
information regarding weather,Some clouds no chance of rainfalltoday
groundnut top fertilizer management,recommended for apply gypsum 75 kilo  borax 2 kilo  acre
Asked about plant protection in grundnut,Suggested to spray Chloropyriphos - 2ml per litre of water
TELL ME NUTRIENT MANAGMENT IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GRAM PER LITER WATER
weather information,24 july ko halki bunda bandi hone ki sambhavna hai
Asked about plant protection,Recommended to spray fipronil 05ml per lit of water
Leaf folder in groundnut,Recommended for spray cholrpyriphos 2ml  litre of water
Farmer asked Varieties information of Ground nut crop,Gujarat Groundnut 35 GG 35 Sorath Gold Spanish bunch
mugfali me pattiyo me kida laga hua hai,Dimethiate 30 EC 660 mlha spray kare
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT,-
ask for gnut varieties,suggest gg 20 gg 37
Ask about Plant Growth Retardant Information of groundnut crop,23 SC
Farmer needs information regarding monsoon,15
Farmer asked seed treatment of white grub control  in groundnut crop,SLFS  mili
ASKED ABOUT VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT  - PHULE -rhrg 6021  phule unnati
Farmer wants to know information about Weed Management on groundnut crop as post emergence,20  25
weed management in groundnut,spray pendimethalin 6ml in 1ltr water
BEST SOWING TIME OF GROUNDNUT,BEST SOWING TIME OF GROUNDNUT  FROM SEPTEMBER 1 ST WEEK TO NOVEMBER  2 ND WEEK
ASKING ABOUT OF HIGH YIELD VARIETY IN GROUNDNUT PLANT,: -  -   :   -   -  -
Asked about plant protection in groundnut,Suggested to Spray:- Flubendiamide  4ml20lit of water
Asking about groundnut and tenai seed treatment,:       : :    2
Fertilizer application in Groundnut,Fertilizer application in Groundnut: Advised to apply Gypsum  100kg per acre
Asked about Weed management in Groundnut,:      :    20  40-
TELL ME TERMITE CONTRL IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED TREATMENT
leaf spot in ground nut,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Groundnut-Blight,Spray Bavistine 30gm15lit of Water
Asking about gnut irrigation,Give irrigation after loss of moisture from soil
Asked about cater pillar prevention management in groundnut,:       :  3      1   1
mung phalli me dag ho rahe hai,Copper Oxychloride 50WP 2-3 gm  liter pani ka ghool banaker  spray kare
ASKED ABOUT THE DOSE OF Diclosulam 84 wdg use for groundnut dose per acre,THE DOSE OF Diclosulam 84 wdg use for groundnut dose per acre IS 124 gacre
Asked about Alternaria leaf disease management in Groundnut,:        :    25   1
asking about stem rot control in groundnut,recommended for soil drench carbendazim with 2 glit of water
top dressing fertilizer management for groundnut,apply gypsum 75 kg ac
ground nut varieties,ground nut varieties : kadhiri 5 6 vemana thirupathi
Information about weather,Kisan bhai aapke shetra mein 29 august ko barish ki sambhavna hai
Asking about kadali groundnut seed variety availability,:       :
Asking about leaf roller in groundnut,Recommended for spray CartapHydrochloride 50  SP 15 ml  lit
growth retardent,spray leocin
Asking about Groundnut hairy caterpillar management,:    :  - 2
mungphali ke patte pille pad rhe hai,mancozeb  15 gm  liter water
Weather forcast for groundnut crop,Kisan Bhai apke kshetra me aaj se 12 july tak boonda-baandi ki sambhavna hai
control of leaf eating caterpillar,quinolphos
PLANT PROTECTION,IMIDACHLOPRID 05MLLITRE
Dose information of Regent for Groundnut crop,8  10
Asking about Tobacco caterpillar and Sucking pest management in groundnut,:    : :      2
asked about sunhemp seed rate,Recommended for sunhemp seed rate : 25 - 35 kgha for green manure
Farmer asked query on Weather,CLOUDY WEATHER THERE IS A CHANCE OF SHOWERS INYOUR AREA
Ask about white fly control informationSuggestedC,CSuggested: Profenofos 50 EC 25 mlpump sprayC
Farmer asked query on GROUND NUT SEASON,RECOMMENDED TO SOW OCTOBER TO DECEMBER 15 TH
Farmer asked Larvae control and fungus  information of groundnut,EC 30                        WP
SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
asking about Root grub in groundnut,Recommended for apply carbofuran 3 - 5kg acre
Asking about Late leaf spot management for Groundnut,:         :  5
GROUNDNUT FERTILIZER MANAGEMENT,RECOMMENDED TO APPLY 33 KG OF MOP 12 KG UREA 2 BAGS SSPACRE
Ask about sucking pests control information in Ground nut,WG  8
POD BORER ATTACT,Spray monocrotophos 15ml15 Lit of Water
TELL ME TURMIT CONTROL GROUNUT,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
GROUND NUT FERTILIZERS APPILICATION PER AFFTER 40 DAYS,RECOMMENDED SPRAY ZYPSUM 200KG ACRE
ground nut pest,chloropyriphos 2 ml per liter
Thrips and larva control in groundnut,SC          EC -
TEL ME WHITE GARB CONTROL I N GROUND NUT,SPRAY INDOXACARB 145  SL 1 MLLIT WATER
groundnut catterpillar attack,spaying of proclaim 5 gm 15 lit water
groundnut stem rot,RECOMMENDED TO SPRAY CARBENDAZIM   200  GM   ACRE
ask about  rust problem in groundnut crop,SC -
termite problem of groundnut,USE CLOROPYRIPHOS 20 EC 4 LITHA MIX WITH SAND AND USE BEFORE IRRIGATION
Asking about groundnut white fly management,recommended for the spray : triazophos 2 ml lit of water
LEAF SPOT IN GROUNDNUT,LEAF SPOT IN GROUNDNUT- SPRAY RIDOMIL 15ML PER 1LITRE WATER
Asked about Can superphosphate be applied as  top dressing for groundnut crop on 30 days after sowing,:  30         :
Asked about root rot management for Groundnut,:      :      2
Asked about Groundnut micronutrient management,:   :   25     25
leaf spot in groundnut,Recommended for spray Mancozeb 2gm lit of water
ground nut  pest,proclaim  90 gr150 lts of water
top dressing frtilizer management for groudnut,apply gypsum 150 kg ac
How to control tarmite in Ground nut,SPRAY :- 15 Lt CHLOROPYRIPHOS
Asked about weed management in Groundnut,-   :    :            -   :
Ask about PGR  Information in ground nut crop,23 SC
Ask about Use Bio- Fertilizer information in Groundnut crop,NPK   1000
Farmer wants to know information about weather,According to metrology department of India there is Chance of light rainfall for next 5 days from today for your district
ask about to start message,I suggested to start from kcc
groundnut spodoptera damage,recommended for spray  profinophos 400ml acre
Basal fertilizer for groundnut,Basal fertilizer for groundnut DAP-35kgurea-4kgpotash-26kg per acre of land
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
which crop is suited for rabi season,groundnut
which fungicide use for groundnut seed,tumhi bavisteen 3 gram kilo seed karita vapar kara
Asking about Groundnut top dressing fertilizer application,:       :   45     80    4
TELL ME WEED MANAGEMENT IN GROUNDNUT,USE WEED MANAGEMENT IN GROUNDNUT AFTER SOWING 20-25 DAYS QUJOLFOS ITHARAL  1  LITAHC
asked about sucking pest attack in gnut,sucking pest attack in gnut- spray super confidor 10 ml  15 lit water
TELL ME ABOUT WEED MANAGEMENT IN GROUNDNUT,3
Ask about varieties of Summer groundnut crop,-
TERMITES IN GROUNDNUT,TERMITES IN GROUNDNUT-SPRAY CHLOROPYRIFOS 2ML PER LITRE WATER
ASKED WEED MANAGEMENT IN GROUND NUT,PENDIMITHALIN 16 LITERS 200 LITERS WATER
ASKING ABOUT GROWTH DEVELOP IN GROUNDNUT PLANTS,SPRAY OF GRADE-2  2-3 GM LITER WATER
Farmer asked termitewhite grub control information of ground nut crop,EC                       GR
ASK ABOUT GENERAL INFORMATIONall information provided -,thanks for calling in kisan call centre
TELL ME BLACK ROT DISEASE CONTROL IN GROUNDNUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
fertilizer apply in sunflower,recommended apply urea 10kgacre in sunflower
Asked about groundnut disease management,Spray SAAF 2gramlit
rootrot,spraying copar oxychloride 3grmsltr
asking about Groundnut foliar application information,:       :         2  200
TELL ME CONTROL WHITE GURB IN GROUNDNUT CROP,USE CALOROPYRIPHOS 20EC 4LITER PER HECTARE WITH IRRIGATION
ask abt which fer used,i have suddest fym DAP
Asking about Azospirillum and Phosphobacteria applied for Groundnut  For one acre,:         :        25
Farmer asked seed treatment of fungus problem in seed treatment,Ws
asking about Basal fertilizer management for groundnut,recommended for apply DAP 50kg  potash 24 kg ac
varirty,phule unnati
ask about fungal issue in groundnut organic,-                          -          -
TELL ME WEATHER INFORMATION,NO  RAIN POSSIBILITY IN NEXT 5 DAYS
asking about Leaf caterpillar management in Groundnut,:     :    25    15     5
WHITE GRUB IN GROUND NUT,RECOMMENDED APPLICATION OF PHORATE 10 G  5-6 KG PER ACRE OF LAND
Groundnut top dressing fertilizer management,Apply gypsum 80 kg  ac
LEAF CATER PILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY QUINALPHOS 2 MILI LITRE PER LITRE WATER TO CONTROL LEAF CATER PILLAR IN GROUNDNUT
black spots in ground nut,RECOMMENDED TO SPRAY SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES
TELL ME BLACK ROOT CONTROL IN GROUND NUT,USE CARBOFURAN 3 G 20-25 KG PER HA
Asked about Weed management for groundnut crop,:     :  1  200     3
MICRONUTRIENTS FOR GROUNDNUT,SPRAYING OF MICROLLA 25 ML IN 10 LIT WATER
PILIYA ROG IN GROUNDNUT,4 GRAM HARA KASIS PER LITER WATER SPREY
FARMER ASKED ABOUT VARIETIES OF GROUND NUT CROP,-  - -            -    -
asking about leaf curl management  in Groundnut,:       :  1 5
Ask for some problem problem in plant,suggest: blue copper 40 gm per pamp and dranching
Groundnut sowing season and varieties,Recommended for Groundnut sowing season and varieties July-Aug TMV 7 VRI 2 VRIGn 6TMVGn 13
variety of kharif grnut,variety of kharif grnut-SB 11 TAG 24
Farmer asked query on Weather,:   -     : :             30  C    22 C     6
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,5  7
Ask about blank pod  in  ground nut,100
Farmer asked seed treatment of white grub control  groundnut,30  FS
groundnut leaf spot management,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Ask about use fertilizer information in Groundnut crop,30
TELL ME INSECT CONTROL IN GROUNDNUT,30  2
FARMER ASKED ABOUT VARIETY OF GROUND NUT,VARIETY OF GROUND NUT
helicoverpa damage in ground nut,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
BASAL ROT IN GROUND NUT,SPRAY SAAF 2GLTR OF WATER SPRAY
leaf miner in mung phalli,Monocrotophos 36 SL 2 ml  liter pani ka ghol banaker spray kare
Asked about plant protection in  GROUNDNUT,Malathion 5 D  8 kgacre during morning hours
GROUND NUT WEDICIDE,RECOMMENDED TO SPRAY IMAZITAPYR PURSUIT  400 ML PER ACRE
Farmer needs information regarding how Can We Control Root Pest In groundnut,3  4-5           30
GROUNDNUT LEAF ROLLER MANAGEMENT,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
TELL ME BLACK ROOT CONTROL IN GRAOUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,USE CARBOFURAN 3 G 25-30 KG PER HA
ant in groundnut,apply carbofuran 3kgac
Attack of Caterpillar on  groundnut,Spray Chloropyriphos 30ml15 Lit of Water
fertilizer application in ground nut,Recommended to apply Fertilizer and irrigate
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,-- 30  2
seed treatment,recommended trichoderma 50gquintal
ASKED ABOUT FERTILIZER FOR GROUNDNUT,-     DAP
SEED TREATMENT IN GNUT,TREAT WITH THIRAM 3GM1 KG SEED
ASK ABOUT WILT CONTROL,I SUGGESTED BLUE COPPER 200 GRAMVIGHA
top dressing for groundnut,recommended for apply gypsam 150kgborax 10kgac
Asking about rust management in groundnut,Recommended for spray Mancozeb 2 g liter of water
Bihar hairy caterpillar,Recommended for Bihar hairy caterpillar spray chlorpyriphos 2ml  litre of water
Groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  borax 4 kg  ac
fertilizer for groundnut,fertilizer for groundnut   18:46 1 BAG ACRE
TELL ME ABOUT FERTILIZERS MANAGEMENT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
early leaf spot in groundnut,recommended for spray mancozeb 2gmlit of water
Asking about Groundnut top dressing fertilizers,:   :  - 6    - 12
grountnut,confidar 05 ml  lit water
TELL ME ABOUT SEED TREATMENT IN GROUNDNUT,75 WP  50 WDG 2
STEM ROT IN GROUDNUT,RECOMMENDED TO DRENCH COPPER OXYCHLOPRIDE 45GM  STREPTOCYCLIN 2GM1 LITER OF WATER
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT,70   250       -
TELL ME SOWING TIME  IN GT NUT,JUME MONTH SOWING TIME  IN GT NUT
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-PHULE UNNATIT A G -2 T G-26
groundnut rust management,groundnut rust management : RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
GROUNDNUT ME DANA NAHI BAN RAHA HAI,CALCIYAM NITRET 8   KILOGRAMACRE
Farmer asked query on root grubs in groundnut,--Metarhizium anisopliae for root grubs dosage  1 liter
ask for  larva problem,cypermethrin 10 ml per pump and to spray
Leaf spot in ground nut,Recommended for spray carbendazim 2 gram litre of water
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,WHITE GRUB CONTROL IN GROUNDNUT CARTAF HYDRO CHOLORIDE 4 KG PER BIGHA
Farmer asked query on Weather,:       :            33C - 26C      6
Farmer asked Larvae and Sucking pests control information of  groundnut crop,126    95  ZC
TELL ME ABOUT PEST CONTROL OF GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Information for Peanut Plant Growth and Development,-   40   10    1
TELL ME ROOT ROT IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
shoot borers in ground nut,SPINOSAD 75 MLACRE SPRINTER  TRACER
Asked about Groundnut Top dressing fertilizer at earthing up,:      :  80    4
TELL ME ABOUT WHITE GARB CONTROL  GOUNDNUT,25   4
Asked about aphids and Tobacco caterpillar management in groundnut,:         : :       15
Ground nut sowing season,recommended for season Anippattam
asked of r the controll weeds in the field,recomended to spray pendimithalin
ATERPILLAR IN GROUNDNUT,RECOMMEND FOR CHLOROPYRIPHOS 2ML LTR WATER     IN GROUNDNUT
weather report,Mostly Cloudy
GROUND NUT HELICOVERPA,RECOMMENDED TO SPRAY FLUBENDAMIDEFAME 40-50 ML PER ACRE
Farmer asked fungus in root control information of Groundnut cop,WP
Asking about Leaf Roller management in Groundnut,:       :  2   1
Groundnut leaf miner,Recommended for spray Neem seed kernel extract 5 ml litre of water
farmer asked about groundnut leaf become yellowish white,-      -        -
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT :RECOMMENDED TO APPLY GYPSUM 200 KGS ACRE
Farmer needs information regarding how to increase size and production in groundnut  crop,::                   I
GROUNDNUT TIME OF SOWING,GROUNDNUT TIME OF SOWING :   NOVEMBER-DECEMBER 15
ask about yellowish leaves in ground nut,I suggested to spray 100 gm heerakasi  10 gm limbuna ful  pump for  yellowish leaves in ground nut
Ask about fungus problem in g nut crop,:
TELL ME CONTROL LEAF BORER,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Farmer asked seed treatment of white grub control IN GROUNDNUT,SLFS  mili
ASKED ABOUT TO SEED TREATMENT OF GROUNDNUT,25
leaf miner damage in ground nut,recommended to spray chloropyriphas 500 milliacre
groundnut weed management,no any herbicide use these  time
groundnut attack pest,Spray Coragen 5ml15 Lit of Water
yellowing of leaf,spray 19 all and manccozeb
Asking about Continuous fertilizer given affect the plant,:         :
FERTILIZERS DOSE IN GROUNDNUT,SSP50KG PER BEGHA
Farmer asked query on Weather,--    SRI-DUNDARGARH                        -               6
Ask about white grub  Problems in groundnut crop,FS
WILT ATTACK,Spray Chloropyriphos 30ml15 Liter of Water
moongphali me kamla kit laga hai,quinalphos20 mlli water spray karen
ask about groundnut yellowing,I suggested to spray 100 gm copper sulphate and 10 gm citric acid
Farmer asked query on Weather,5                       31      24
farmer want to know information about how to control sucking pest in Groundnut crop,--                 5     25 ml
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
Farmer asked Army worm Problem in Groundnut  crop,SC 7-8
TELL ME ABOUT WHITE GARB CONTROL  GROUNDNUT,25   4
Asking about groundnut top dressing fertilizer management,Recommended for apply urea 5 kg  potash 125 kgacre
ground nut sowing time,ground nut sowing time oct 15 to nov 15
asking about Leaf spot management in Groundnut,:     :   30
TELL ME ROOT ROT DIEASE CONTROL IN GROUNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
sucking pest,acephate 300gacre
Gromor insta 28:28:0 Dose,Recommended to spray 10 concentration 10gramslitre of water during peak vegetative growth
rust management of groundnut,recommended for spray Chlorothalonil 2g1 litre of water
Root rot in groundnut,SAAFCarbendazim 12Mancozeb 63
Asking about Rat control in groundnut field,:      : 10
RUST IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Disease control in ground nut crop,Disease control in ground nut  crop spray machozeb M-45  2 gm or bavastin  1 gm liter water
Asking about Groundnut sowing season for salem district  Suitable varieties,:             :   -    TMVGn 13   6 VRI Gn 7 BSR 2
GROUND NUT ROOT KNOT NEMATODE,RECOMENDED  TO APPLY  CARBOFURON 3G GRANUALS 10 KG ACRE
BASAL ROT,COPPER OXYCHLORIDE 3GMLITRE
ask about yellow dotes on ground nut leaves,Suggested: zink sulphate 100 gram  pump spray
FARMER ASKED THE NUTRIENT MANAGEMENT IN GROUNDUT,5     1
FERTILIZER APPLICATION,APPLY GYPSUM 4 BAGS200 KGACRE
ROOT ROT MANAGEMENT IN GROUND NUT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE BLITOX  3 GM1 LTROF WATER 600 GMSACRE
FARMER ASKED QUERY ON SEED RATE OF KHADIRI LEPAKSHI VARIETY,RECOMMENDED SEED RATE OF GROUNDNUT LEPAKSHI VARIETY IS 30-35 KG
asked about wilt on groundnut,drenching Redomil Gold 45 gm 15 liter water Mephonaxonmancozebsyngnt
Farmer asked Fertilizer dose information of Groundnut crop,-    100
tell me control of weed in groundnut,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
tell me white grub control groundnut,USE CARBOFURAN 3 G 25-30 KG PER HA
plant protection,SPRAY MANCOZEB 2GML OF WATER
Weed management in groundnut,Weed management in groundnut-Spray Targasuper-2mllit of water
Disease management in groundnut,recommended for the spray of SAAF at the rate of 2 gram in 1 litre of water
GROUND NUT ROOT ROT,RECOMMENDED TO SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES
TELL ME BLACK ROOT CONTROL OF GROUNDNUT,CARBENDAZIM 250 GM PER BIGHA USE IN ROOT ZONE
Asking about pests management in groundnut,:       :      3
black spots in ground nut,recommended for 30 g blitox and 1g of steptocyclin 10 ltr of water
WHITE GRUB IN MOONGFALI,GR  3
Farmer asked fungus control information of groundnut crop,EC 20
Ask about Plant Growth Retardant Information in groundnut crop,-      Chamatkar Gharda
groundnut varieties,kadhiri vemana
GRAM POD BORER IN GROUNDNUT,RECOMMENDED SPRAY CHLOROPYRIPHOS 3MLLTR WATER FOR GRAM POD BORER IN GROUNDNUT
groundnut wilt,recomended for blitox 30 gr2gr steptocyclin 2 grlit water
leaf me keeda laga he,daimuthoate 1 ml prati lter me mila kar spray kare
groundnut nutrient management,RECOMMENDED TO SPRAY ATONIC  AMBITION  ISABIAN 250MLACRE - Ambition improves flower retention fruit set and increases marketable produce
termites problem in groundnut,KISAN BHAI- Chlorpyriphos 50 EC 500ML  ACRE KI DAR SE PARYOG KARE
Farmer asked about Trichoderma in groundnut crop,100          5  7
TELL ME ABOUT DISEASE CONTROL IN  PEANUT,12   63    2
Farmer wants to know information about seed rate in groundnut crop,100          80
growth ibn groundnut,5 kg bigha
insect problem,Spray malathion  2 gram in 1 litre of water
CATER  PILAR IN GROUNDNUT,QUIENAL PHOS   25  4 LITTER  HACTER
Ground nut pest and disease,Spray chloropyripos 2mllit
Ask about Thrips  problem in groundnut magfli na pak ma  crop,SC
