QueryText,KccAns
ask about sulphur application,I suggested to apply sulphur 5 kg acer
CALL FROM ASSAM AGRI RELATED QUERY,TRANSFER TO ASSAMESE DESK - 3824
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-PHULE UNNATITAG-24TG-26
Provide information related to suitable seed rate for sowing summer groundnut crop,95 - 100
TIKKA LEAF SPOTS IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
Farmer asked weed control in groundnut crop,387 EC    70
GOWER RATE OF JODPUR MANDI,4500 RS Q GOWER RATE OF JODPUR MANDI
moongfali me keede lage hai,spray of monochrotophos  cypermethrin  500 mlacre
ASKED  ABOUT TO  TERMITE CONTROL IN  GROUNDNUT,178   1
plant protection,carbendizim 2g per liter of water
WEED PROBLEM OF GROUNDNUT,NOT USE OF WEEDICIDE IN GROUNDNUT STANDING CROPS
weed,Fluchloralin at 20 lha soil applied
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITEGRUB
ask for gnut larva,suggest:sprey novaluron 15 mlpump
Ask for groundnut heliothis and  aphide  problem,I suggested to spray politrin 15 mlpump
ROOT ROT IN GROUNDNUT,APPLY CARBENDAZIM 500 GRAM PER BIGHA-ROOT ROT IN GROUNDNUT
Seed rate of groundnut,kisan ji mungphali ka 80-100 kg bijhecteyar ke dar se buaai kare
TELL ME VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT GG20TG-39
Root rot in groundnut,Recommended for apply copper ocxy chlorid 2gmlit of water
ask for fertilizer in ground nut,suggest 110 kg DAP per hacter
GROUNDNUT VERIETIES,GROUNDNUT VERIETIES -TAG 24 SB 11 PHULE PRAGATI
Asked about Leaf roller in groundnut,recommended for spray dimethoate 2mlneem oil 3mlteepol 1mllit of water
Asked about nutrient management in ground nut,suggested to spray samruddhi 3glit of water
ATTACK OF WHITE GRUB,APPLY BIVHERIA BASIYANA 2 KG PER ACRE
termite control in groundnut,recommended to spray chloropyrifos 2 ml per litre water
Aswinini management in groundnut,recommended for spray of Dimethoate roger 2 milli in 1 litre of water
Groundnut iron Deficiency management,Recommended for foliar spray  FeSO4 5 gm  urea 10 gm lit
powdery mildew in groundnut,recommended for spray Carbendazim 2gm  lit of water
Ask about water logging problem information in Groundnut crop,8
FARMER ASKED ABOUT WATER MANAGMENT  FERTILIZER DOSE ON GROUNDNUT,-        -                                        -                                -                    -
groundnut basal fertilizer management,recommended to apply DAP 50 kgacre
farmer want information about  verity of groundnut,information provided by kcc verity of groundnut  gg 2 and prakash
asking for the season of sowing of gourds,recommended for the Season as July and January are suitable for sowing gourds
thrips infestation in groundnut,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   60 ML PER ACRE
Groundnut top dressing fertilizer management,recommended for Apply potash 24 kggypsum 80 kg  ac
Asked about weed mangement for groundnut,:     :
Asking about Leaf miner management in Groundnut,Recommended for profenophos 2 ml 1 litre of water
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES  -TAG 24 JL24
farmer asked about information of Seaweed Extract 15 ww and plant based performance enhancers for groundnut crop,25  30
Asking about Tobacco caterpillar in groundnut,Recommended for spray quinalphos 2ml  litre of water
Asked about  pest management in  Ground nut,Recommended to spray Dimethoate 30 EC  17 mllit water
Farmers query about dose of weedicide,take  Imazethapyr 10 SL  30 gmpump
Asking about Groundnut sucking pest management,:      :  - 2
Ask for groundnut varatie information,sugg to gg-2  5 j -11
ASKED ABOUT FERTILIZER DOSE,APPLY JIPSUM 50 KG PER ACRE
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT : Spray Pursuit Imazethapyr 20 ml10 liter of water
GROUNDNUT CROP DIE IN FIELD,GIVE LIGHT IRRIGATION
attack of rust,use m 45
Farmer asked fungus control information of Groundnut crop,WP -
asked about information groundnut,urea 1  bag acre fertilizer
ASKING ABOUT THE CONTROL OF TERMITE IN GROUNDNUT,SPRAY   CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER
WEED CONTROL OF GNUT,Pursuitimazethapyr-GROUNDNUT
TELL ME SEED TREATMENT GROUNDNUT,6   600
Asking about leaf miner in groundnut,Recommended for spray profenophos 2mlneem oil teepol 1mllit of water
fertilizer dose of ground nut,60 kg Suphala  50 kg urea
TELL ME ABOUT TERMITE CONTROL IN PEANUT,20   4
TELL ME PEST CONTROL  WHITE GRUB,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME CUT WORM CONTROL IN,145   1
Farmer needs information regarding control of weeds in groundnut crop,Recommended for before germination use pendimethilin 1 kg at 500 liter of water per hectare
Farmer asked mite Problem in groundnut crop,EC
Asked about Groundnut foliar application,:       :  TNAU    2   200
ask for gnut jassids,suggest dimethoate 15mlpump
TELL ME WEED CONTROL IN GROUNDNUT,IMIJATHAIPER 100 GRAMBIGHA
Attack of Aphids,Spray Dimethoate 10 ml  10 lit of water
TELL ME MANDI RATE OF GROUNDNUT,NIMBAHEDA  GROUNDNUT WHITE 3200 RSQU
call from Tripura,transferred call
ASKED ABOUT TO REDUCE THE EFFECT OF WEEDICIDE IN GROUNDNUT,25
Farmer asked Varieties information of Groundnut crop,-    39                -
weed managmeent in ground nut,hand weeding is suitable for ground nut crop
Asking about Groundnut Top dressing application with Gypsum,:     :
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,CARBANDAJIM 250GRAMBIGHA
Tell me blackroot control in groundnut,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
ASKED ABOUT TO CONTROL OF FLOWER DROPING  GROUNDNUT  CROP,45   1    4
disease in groundnut,confidor 05 ml 1liter
how to increase yield in groundnut,use sulfer in all oil seed crops
Want to know Weed control in groundnut,Recommended for weed control in Soyabean of Emizathapyr  35-40 MLpump
leaf spot control in groundnut,recommended for Spray mancozeb  carbendazim SAAF 2 gm  lit of water
FRUIT BORER IN BRINJAL,FRUIT BORER IN BRINJAL- SPRAY SPINOSAD 35ML PER 10 LITRE WATER
GROUNDNUT LEAF MINOR,RECOMMENDED TO SPRAY CHLORIPYRPHOS 500 ML PER ACRE
SOIL SAMPLE FOR TESTING SOIL,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
STEM ROT IN GROUNDNUT,RECOMMENDED TO DRENCH Trichoderma viride 25 kgha mixed with 50 kg FYM
For productive growth in Groundnut,Recommended to spray Potassium nitrateMulti- K 75gm per litre of water for productive growth in Groundnut
Asked about Groundnut  three pod and high yielding varieties information,:         :
Sucking Pest attack,Spray Actra 5 gm15 Lit of Water
Asking about groundnut varieties for cuddalore,:      :  13   14     7
ground nut leaf damage,recommended to spray emamectin benzoate 5 sg  90 gr per acre
TELL ME ABOUT DISEASE CONTROL IN peanut,12   63    2
Moongfali karne ke lie prati acre beez ki matra kya hogi,15
Sundi problem in ground nut,Monocrotophos 36 SL 2ml liter pani ke hisab se prayog karen
moongphali me deemak lagi hai,cloropayriphas 2 mlliter
ASKED ABOUT TO  DISEASE CONTROL IN  PEANUT,50   250
wilt,Drenching of Chloropyriphos 40 ml  15 lit of water
ASKED ABOUT FERTILIZER FOR GROUNDNUT,-
variety of gr nut,variety of gr nut-SB-11 M-13
TERMITE IN GROUNDNUT,QUINOLPHOS 25 EC 1 LITER PER BIGHA
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT - APPLY GYPSUM  100 KG  ACRE  YOU CAN USE THE GYPSUM FROM BRICKS FACTORY
Ask about variety of groundnut crop,:   -     -  A    -  -11
ASKED ABOUT TO NUTRIENT MANAGEMENT  GROUNDNUT,80WDG  2
root rot control in groundnut,recommended for soil application of Trichoderma viride 25 kgha
Verites of moongphalli,Verites of moongphalli -punjab moongphalli no-1 moongphalli haryana-4
Graund nut mai jad galan ki jankari,Streptomycin sulphate 12 g  Copper oxychloride 500 gha ka chhidkawa karen
Groundnut aphids control,Recommended for Spray imidaclopride 05 mlliter of water
aphid jassid control,spray cloropyriphos 30 mili 10 liter water
Asking about Early leaf spot and Tobacco caterpillar management in groundnut,:          : :     2    2
Sucking Pest White Fly Attack Thrips attack,Spray Actra 5 gm15 Lit of Water
GROUND NUT  RUST DISAESE CONTROLL MANAGEMENT,RECOMMENDED TO SPRAY TRIDEMORPH  200 ML PER ACRE
FARMER ASKED QUERY ON SOWING TIME OF GROUNDNUT,RECOMMENDED TIME OF SOWING GROUNDNUT IN RABI : OCTOBER -NOVEMBER       :  -
Farmer asked query on Weather,SIROHI REODAR                     33    16     6
Farmer wants to know information about  how to increase growth  of groundnut,30-40
mung phalli me kire lge hai kya kare,Dichlorvos 76 EC  627 mlha spray kare
TELL ME PEST STORAGE CONTROL OF GROUNDNUT,3   10
TELL ME MICRO NUTRENT DEFFICEANCE CONTROL IN GROUNDNUT,SPRAY ZINK SALPHET 33 5 GMBUJHA CHUNA 25 GMLITER WATER
FARMER ASKED QUERY ON FERTILIZER APPLICATION IN GROUND NUT,UREA  9 KGACRE
fungal infectionin groundnut,copper oxy chloride 3glit- mokka modalu daggara poyyandisaaf 25glit
leaf eating caterpillar,chloripyriphos 500ml care
Asking about suitable groundnut varieties for cuddalore district,:     : :    -  CO 1 TMV 3  TMV 7
SEED RATE OF GROUNDNUT,32-34 KG    I
Ask about seed treatments of White Grub in groundnut,-
Attack of sucking pest on Groundnut,-    25
asking about Aphids management in groundnut,Recommended for spray Fipronil 2ml  litre of water
Ask about PGR AND PGP Information in cotton crop,kapasna    15
MUGPHALLI ME KEEDA LAGA HAI,DAIMETHIOD 2 MILILITER PANI ME GHOL BANAKAR CHHIDKAV KARE
Give information to control Groundnut crop is drying up after using weed killer,250ML
Asked about pest management in Groundnut,Spray Imidacloprid 05mllit
Asked about leaf spot management in groundnut,:           :   2  1     1
ASKED ABOUT WEED MANAGEMENT OF GROUNDNUT,WEEDING SHOULD BE DONE
ASK ABOUT FERTILIZER,SUGGEST: TO APPLY IF DEFECENCY IN YOUR SOIL
ASKING ABOUT WEATHER INFORMATION,CLEAR WEATHER TILL 14 JUNE
fertiliser dose of summer groundnut,apply 65 kg superphosphate  suphala  acre
agmark net price groundnut,Rs 4400 quintal
FARMER ASKED ABOUT CATERPILLAR ATTACK ON GROUNDNUT,5SG
Asked about Nitrogen Deficiency management for Groundnut,:       :   10
groundnut bud necrosis,recommanded for to spray dimethioate or monocrotophas 2 ml per liter for control thrips
BASAL ROT,ZINEB 7mllt
TELL ME ABOUT WHITE GRUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
TELL ME BLACK ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE
TELL ME PEAST CONTROL   IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HECTER WITH IRRIGATION FOR TERMITE CONTROL
pre emergence herbicide,recommended pendimethalin 15literacre
Aphids Attack,Spray Actra 5 gm  microlla 30 ml15 Lit of Water
Information about control of Termites in crop,20 EC 2
TELL ME VARIETIES IN GROUNDNUT,GG-20GG-2
foliar spray for groundnut,recommended for spray groundnut rich 2 kgacre
Ask about white grub control information in  Groundnut,GR 2
nematode infection for groundnut,Apply carbofuran 2kgacre 25 -30 days after sowing along with irrigation water
Asking about leaf spot in Ground nut,:     :     2
TIKKA DISEASE MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Ask about groundnut information,150     15
TELL ME WEATHER INFORMATION,POSSIBILITY IN NEXT 5 DAYSCLOUDY SKY
effected by termite,forate 3 kg per bhiga
Farmer wants to know information about weed management in Groundnut crop,-   -           -
How to control flower drop problem in groundnut crop,Spray Plano fix 4 to 5 Ml at 15 liter of water
CONTROL ROOT ROT IN GROUNDNUT,SPRAY COPPER OXY-CHLORIDE4GMLITOF WATER
ASKING ABOUT APHIDS MANAGEMENT,RECOMMENDED- SPRAY DIMETHOATE 17MLL OF WATER AND SPRAY  MICRONUTRIENTS
cut worm control in groundnut,recommended for Spray profenophos 2mllit of water
Ask about Rat problem in groundnut crop,-    -
ask for roudnut root rot information,suggest: drenching with bavisitn 20mlpump
season of sowing for groundnut,Recommended for December - January
Seed Treatment,BAvistine 5 gram kg Seed
Asked about Groundnut Sowing season and Varieties,:       :    - TMVGn 13 CO 6 VRI Gn 7 BSR 2
--TELL ME ABOUT LEAF BLIGHTE CONTROL IN GROUNDNUT,12   63    2
WILT IN gnut,carbendazim 15 gmpump- DRENCHING
Farmer asked weed control in groundnut and soybean crop,16        EC  40      -
ask information about seson of summer gnut,I give information it
VARITIES OF GNUT,VARITIES OF GNUT - DAFTARI  TAG-24  SB-11
LALITPUR KA MAUSAM,IS SAPTAH HALKI VARISH HO SAKTI HAIN
water management,use water 2 hrs one by one pipe through sprinklar irrigation
Asked about Seed rate of lepakshi groundnut,Seed Rate Per Acre38 to 42 Kgs
blight management in groundnut,RECOMMENDED TO SPRAY THAIRAM THIRIDE THAIRAM 400 GRAMS PER ACRE
Insecticide in Ground nut field,Recommended to apply Carbofuran 3G  10 kg per acre of land as insecticide in Ground nut before sowing
ASKED ABOUT WILT IN GROUNDNUT,-   45     30
fertilizer to be applied at 30 days,recommended gypsum 200kgacre
TELL ME CONTROL TERMITE IN GROUNDNUT,USES CLOROPYRIPHOS 1 LITERBIGHA IN GROUNDNUT
Asking about sucking pest and leaf spot management in groundnut,Recommended for spray Dimethoate 2 ml  carbendazim 2 gram  sticking agent 1 ml litre of water
fertilizer for g nut,use urea 25 kgekar
Ask about Fertilizer dose of Groundnut crop,-                                                 100
ask about general information,all iformation is providedthanks for calling kisan call center
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,1 - -            -    -  2   bm-4 PKV-
about grout nut cultivation,aply of cartap hydro chloride 4g of 10 kg acre
Borax- 4 kgacre,Borax- 4 kgacreFertilizers: irrigated 30KG NPKacre
TELL ME ABOUT THE INSECT CONTROL IN  GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ASKED ABOUT CATERPILLAR ATTACK ON GROUNDNUT,70
how to control termite in groundnut,drench with chloropyriphos 3mllitre of water
Farmer wants to know information about how to control of soil pest attack in Groundnut crop,--                 -
How to control root borer in groundnut crop,Apply cartap hydro chloride 50 SP  7 to 10 kg at per Acer
Farmer asked Sucking pests and Larvae problem in Groundnut crop,126    95  ZC
Information about nutrient management in peanut crop,25-30    8
ground nut varieties,recommend kisan jawan h-1 h-2 smurti ground nut varieties
asked for  groundnut pest,recommendedspray imidachlopride at 05ml in 1 liter water
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,5   1
ask about ground nut problem,Suggested: Profenofos 50 EC 25 mlpump spray
ask for groundnut heliothis information,suggest: spray  quinalphose 25mlpump
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY GIPSUM - 200 KGSACRE AT 40 DAYS OF CROP STAGE
Ground nut leaf miner,Recommended for spray profenophos 2 ml teepol 1 ml liter of water
TELL ME ABOUT INSECT CONTROL IN PEA NUT,25   4
Information about insect control in groundnut,03 GR 10Kg
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
ASK ABOUT IN GNUT FUNGI PROBLEM,suggest:bavistin 30 gmpump dranching
BETTER GROWTH IN GROUNDNUT,SPRAY CALCIUM MICRONUTRIENTS OR CHAMAK 3 GM PER 1 LITER WATER AND FANTACT PLUS 1 ML PER 2 LITER WATER FOR BETTER GROWTH IN GROUNDNUT
TELL ME ABOUT SEED TREATMENT IN GROUND NUT,USE CARBENDAZIM 2 GM PER KG SEED
information for insect control mung phalli crop,imidacloroprid 178 sl ki matraa- 1  ml2 litar panike sath milaakar sprey kare
Asking about termite management in groundnut,Recommended for apply Neem cake 50 kg acre
Information about weather,Kisan bhai aapke shetra mein 16 april se 21 april mein barish ki sambhavna nahi hai
ask for  larva problem,suggest:cypermethrin 15 ml per pump and to spray
TELL ME SEED RATE OF GROUNDNUT,80 KILO PAR HEC SEED RATE OF GROUNDNUT
tell me about white grub control in ground nut,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
Asked about groundnut rich information,:      :      2    200
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,GR  15
asked about wild boar management in groundnut,:      :  1  50
Farmer needs information regarding  use of wetable sulphur in groundnut crop,30
TERMITE PROBLEM OF GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Seed availability of groundnut,PLease visit to the agriculture officer of your block
Asking for irrigation in Groundnut,Give as per requirement
TELL ME DISEASE CONTROAL OF GROUNDNUT,SPARY OF KARBENDAJIM 250GMBIGA MIKSAR OF FYM
POD BORER IN GROUNDNUT,SPRAY QUINALPHOS 2ML PER 1LTR WATER
ground nut seed rate,recommended for seed rate 50 kg  acre
Asking about Termite control in Groundnut,:   :    1  200
TELL ME DISAESE CONTROL IN GROUNDNUT,DRENCHITELL ME NG OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
dosage,dap appli
ask about wilt,blue copper 40 gmpump and drenching
tikka leaf spot of ground nut,RECOMMENDED TO SPRAY mancozeb 3gl
sucking pest,spray imidacropid-05mlltr of water
ask abt soil testing lab number,suggested number
Insect Management in Groundnut root,-    8  10
Asking about Alternaria leaf spot in groundnut,Recommended to spray carbendazim 2gmlit of water
Variety of bottle gourd,Variety of bottle gourdpusa manjari pusa magdut pusa naviannarandar sankar loki-4
FARMER ASKED FERTLIZER USE IN GROUNDNUT,375
disease,confidor 05 ml  1 liter
Farmers want information about sprinkler irrigation in groundnut crop,4  6
Asking about groundnut boran deficiency,Recommended for foliar spray borax 5 gm  lit
Aphids in groundnut,Aphids in groundnut-Spray Thiomethoxam-5gm15 lit of water
Farmer Asked sucking pests control information of,25 wg 8
ask about wilt in gnut,I suggested drenching the copperoxicloride 45 gram  15 liter
IMMATURE FLOWERING IN GROUNDNUT,SPRAY PLANOFIX HORMONE 1ML IN 5 LTR WATER
groundnut maturity,recomended pink colour tinge on pods
Leaf curl in Groundnut,recommended for spray neem oil 3 ml  liter of water
Farmer asked fungus control information of groundnut,--           WP    WP 10-15
FARMER ASKED QUERY ABOUT BLACKSPOTS MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY KALAHASTHI DISEASE  ETHOFENPROX 1ML1 LTR OF WATER
GROUNDNUT CULTIVATION,-  -  -    --     ------ -- -
Ask about weed control information in groundnut,SC
ASKING ABOUT WATER MANAGEMENT IN GROUNDNUT,-                      -
PEST IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
GROUND NUT STEM ROT,RECOMMENDED TO SPRAY SAAF 2 GM  LIT
aphid problem in groundnut,aap Methyl demeton 25 EC 500 mlacre ke anusar spray kre
Ask about blank pod problem information  ground nut  crop,100
WEATHER INFROMATION,POSSIBILITY OF SCANTY RAINFALL IN 28 AUGUST
ROOT ROT IN GROUND NUT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600 GRAMS PER ACRE
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    2 ML  LIT OF WATER
TELL ME BLIGHT CONTROLE IN GROUNDNUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
SUCKING PEST IN GROUND NUT,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITERS OF WATER ACRE
Farmer asked Sulphur information in g nut crop,90 WDG 3
MICRONUTREN,MICRONUTREN 50  ML IN 15  LIT WATER
TELL ME WEATHER  REPORT JODHPUR,RAIN POSSIBILITY IN NEXT 3-4 DAYS AND CLOUDY SKY
asking about Tobacco caterpillar in groundnut,Recommended for spray profenophos 2 mllit of water
Asked about root rot management  in groundnut,:       : 1     20
wilt attack on groundnut,drenching of bavistine 2 gm humic acid2 ml liter water for control of wilt attack on groundnut
ASKED ABOUT TO  COLLAR ROOT OF GROUNDNUT,2 5  100
TELL ME WHIT GRUB CONTROL IN GROUNDNUT,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
ASKED ABOUT TO BACTERIAL BLIGHT DISEASE IN GROUNDNUT,5    2
ASKING ABOUT GROUNDNUT PRODUCTION INCREASE,SPRAY SAGARIKA  2 -3  ML LIT OF WATER
Ask about growth retardant application in Ground nut,20
TELL ME WEATHER INFORMATION OF BARMER DIST,NEXT FIVE DAYS RAINFALL
WHITE GRUB IN GROUNDNUT,REGANT 2 KGBIGHA
ask about larvae information,Suggested: Quinalphos 25 EC 30 mlpump spray
Asking about Tobacco caterpillar in groundnut,Recommended for spray Indoxacarb 7ml10 litre
Ask about use fertilizer information in Groundnut crop,100
Please give me weather information,Kisan bhai aap ke yhan is saptah me halki  baris ke sath mausam me baadal bane  rahenge
RUST DISEASE IN GROUND NUT,RECOMMENDED TO SPRAY MANCOZEB 3 GM PER LITRE WATER
Attack of White Grub ON GROUNDNUT,Use Thimate 4 kg  acre
Asking about leaf folder management in groundnut,:       :      2
asked for ground nut pest,asked for ground nut pestrecommended- confidor 05 ml per liter
about the groundnut virus damage,recomonded to spray dimithoate 2milliliters in liter water
TELL ME WEATHER INFORMATION,8 MM RAINFALLL NEXT FIVE DAYS
groundnut fertilizers dose,groundnut fertilizers dose--jipsam75kgssp30kg par acar
Groundnut leaf miner management,recommended for spray dimethoate 2 ml  lit of water
Asking about tobacco cater pillar in groundnut,:      :  2     3      1   1
TELL ME PLANT PROCTION IN GROUNDUTE,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
groundnut leaf spot management,groundnut leaf spot management : recommended for spray mancozeb 3 grams 1 litre of water
Ask about Thrips  problem in peanut crop,SC
Leaf spot in groundnut,spray mancozebcarbendazim SAAF25gmlit of water
Asking about Stem rot management in groundnut,:      : :          25
ground nut root rot,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
ask for ground nut varieties,ground nut varieties gg 20 gg 37
TELL ME TERMIE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
WEED MANAGEMENT IN GROUNDNUT,SPRAY OXYFEURFEN JARGONOXYGOLD  80ML1ACRE OF LAND FOR WEED MANAGEMENT IN GROUNDNUT
CONTROL OF CATERPILLAR IN GROUND NUT,RECOMMENDED FOR APPLY  CHLORPYRIPHOS 10G 15 KGBIGHA
TELL ME ABOUT FERTILIZER IN GROUNDNUT,3  4
GROUNDNUT COLLAR ROT MANAGEMENT,RECOMMANDED TO DRENCH WITH CARBENDENZIM MANCOZEB 2 GRAMS LITRE WATER
how to control tikka disease of groundnut,spray dithane m-45 10 mlpump
ASKED ABOUT TO WATER MANAGEMNT IN GROUND NUT,2  3                                         2-3
water manegment,use drip irrigation
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN MAY BE ON 09 JUNE
farmer asked query on nutrient management in groundnut,-
varities,VARIETIES OF GROUND NUT-DAPTARITGAG 24TG 26
ground nut fertilizer management,recommended for apply gypsum 75 kilo  acre
SUCKING PEST IN GROUNDNUT,RECOMMENDED APPLY TATAMIDA 1ML3LIT
Farmer wants to know about how to control weeds in Groundnut crop,Recommended for before germination use pendimethilin 1 kg at 500 liter of water per hactayer
Ask about larvae control information in groundnut crop,- 40         ppm
TELL ME DISEASE CONTROLIN PEANUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
NUTRIENT MANAGEMENT IN GROUND NUT,APPLY SAMRAS  1 ML  1 LITER OF WATER FOR NUTRIENT MANAGEMENT IN GROUND NUT
FARMER ASKED ABOUT ATTACK OF  CATERPILLAR ON GROUNDNUT,-  -      -      -
ATTACK OF SUCKING PEST-GROUNDNUT,-
Asked about Leaf miner management for Groundnut,:     :   15    1
FERTILISER DOSAGES:,RECOMMENDED TO APPLY  GUPSUM 200  KGS  ACRE
Groundnut top dressing fertilizer application,Recommended for apply Gypsum 80 kg  borax 4 kg  acre on at 45th day after sowing
TELL ME TERMIT CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
Farmer wants to know information about How to control soil insect in ground nut crop,recommended -Chloropyriphos 20 EC 3litar hac
Asking about Paddy Top Dressing fertilizer application at earthing up,:      :  80    4
TELL ME CONTROL OF WHITE GRUB IN GROUNDNUT,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
TELL ME ABOUT   ROOT ROT CONTROL IN GROUNDNUT CROP,50   250
fertiliser management in groundnut,apply 150 kg gypsum per acre
groundnut leaf spot,spray mancozeb 2glt of water
Information about control of root borer in Groundnut crop,Carbofuran 3G  8 kg
TELL,BAJARA MI
Farmer needs information regarding weed management of groundnut crop,-                                                              2 - 3      300ml acre
Ask about yellowing of groundnut crop,-
ASKING ABOUT POWDERY MILDEW MANAGEMENT IN GROUNDNUT,POWDERY MILDEW MANAGEMENT IN GROUNDNUTSUGGESTED TO SPRAY WETTABLE SULPHUR  3 GRAMS PER LITRE OF WATER
Asking about powdery mildew,Recommendation wettable sulphur 2gram litre of water
GROUNDNUT APHID,SPRAY TRIAZOPHOS 25ML PER 1LTR WATER
Top dressing fertilizer management for groundnut,apply gypsum 75kgac
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-BAWSTEEN 250GRAMBIGA WITH IRRIGATION
ask about plant protection information in grondnut crop,-
ask for cotton fungiside information,suggest: spray mancozeb 35gmpump
ASKED ABOUT TO DISEASE CONTROL IN  peanu  t,50  250
APHIDS,ROGER
Asked about Leaf caterpillar and Sucking pests management in Groundnut,:       :  15
control   of   rot in     ground  nut,drench with copper oxy cloride  3  gr  lit of water
red mite in groundnut,spray dicofol 2 ml  lit of water
ask about fungus problem in Groundnut crop crop,WP
herbicide in gnut,Parsuit Targasuper spray
Peanut farming Karyamala,Good drainage of water light and moderate sandy alluvium or loamy soil is suitable Once in a span of three years followed by deep plowing plow or cultivator twice native to play and should be repudiated by running BkrSeed rate: 40-48 kg per acre to Boni
Ask for groundnut heliothis problem,I suggested to spray neem oil 100 gram  detergent powder 10 gram pump
ASK ABOUT IRRIGATION,AS PER NEDDED CROP
ASKING ABOUT CONTROL OF CATERPILLAR IN GROUNDNUT,NOVALURON 525  INDOXACARB 45 SC
TELL ME ABOUT BLACK ROOT CONTROL IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
tell me varities of groundnut,varities of groundnut-m-13rs-1chandra CHITRA
Farmer asked Aphid problem in GROUNDNUT crop,EC 30
GROUNDNUT TOBACCO CATERPILLAR MANAGEMENT,GROUNDNUT TOBACCO CATERPILLAR MANAGEMENT:RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
TELL ME THRIPS CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
asked about caterpillar management in groundnut,:       :    1  1
control of fungal disease,mencozeb 2gm liter spray
cont of white grub in groundnut,you should be apply fiprolin 1lit per hacter
Farmer asked query on Weather,THERE IS A CHANCE OF : CLOUDY WEATHER IN YOUR AREA
groundnut water management,groundnut water management   : to apply light irrigation know
ask for groundnut fertilizer dose,sugg to singal super poshpet 25 kg vigha
GNUT LARVAE CONTROL,spray quinalphos 20 mlpump
