QueryText,KccAns
Farmer asked seed treatment of white grub control in  Groundnut crop,WG
mung phalli me kida lag raha hai,apply Dichlorvos 76 EC  1mlliter of water ka ghol banakar spray kare
ROOT ROT IN GROUNDNUT,SAFF 2 GRAM  PLANTOMYCINE 1 GRAM  1 LITER OF WATER
cypermethrin dosage,spray cypermethrin 1mlt
Information about fertilizer management in Groundnut,60
Farmer asked termitewhite grub control information of Groundnut Crop,EC        350
TELL ME INSECT CONTROL IN GRANDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
HERBICIDE FOR GROUNDNUT---,HERBICIDE FOR GROUNDNUT--- PARSUIT
ask Groundnut root dry,I suggest give Mancozeb with water
INSECT PROBLEM IN GROUNDNUT CROP,Monocrotophos 36 SL 2 ml  liter pani ka ghol banaker spray kare
insect problem in groundnut,Dear farmer use to Carbofuran 3 GR 10 Kgacre spread in the field
ask for groundnut aphid information,suggest: spray imidacloprid 5mlpump
asking about groundnut  sucking pest management,recommended for fibronil 15 ml 1 litre of water
kya moongfali ki sinchaai kar sakte hain,aap moongfali ki halki sinchaai kar sakte hain
virus in groundnut,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITERS OF WATER  ACRE
The Groundnut which is 1 month old crop the green larvae like insects eating the leaf portion,vRecommendedSuggested him to spray  chloropyriphos  2 ml ltwater
Asked about foliar spray application for groundnut,:        :      5
ROOT PROBLEM IN GROUNDNUT,KARBANDAZIM 250 GRAMPER BHIGA
Asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  Borax 4 kg acre
TELL ME ABOUT ROOT ROT DIEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
ASK ABOUT GERNAL INFORMATION,ALL INFORMATION PROVIDE
disease control in groundnut,mogfali me penconozole 1 ml  litter  mencozeb 2 gm  litter ke hisab se chhidkav kare
Farmer asked query on Disease management in tikka leaf spot  ground nut,RECOMMENDED TO SPRAY CHLOROTHALONIL KAVACHJATAYU 400 GRAMS  ACRE
asking about groundnut top dressing fertilizers,recommended for apply gypsum - 75 kg acre
tobacco caterpillar in groundnut,spray chlorpyriphos 2ml  lit
TELL ME SOIL TREATMENT FOR CONTROL OF DISEASE GROUNDNUT,-- 25  100
mug fali ki jankari,mugfali ki jankari di gai
Top dressing fertilizer management for groundnut,spray Monocrotophos 1 mlcarbendazim 1 glit
pls tell me groundnut variety,Chandra chitra kaushal prakash amber utkarshtype-6428
asked for white fly on groundnut,25 5 15
FARMER ASKED ABOUT WILT ATTACK ON GROUNDNUT,-  40  copper oxychloride 80 ww
Fertilizer,Apply Gyppsum 40 kg  acre
TELL ME WHITE CONTROL IN GN,SPRAY OF FIPROLIN 5  2 LITER PER HA
TELL ME CONTROL OF YELLOWING IN GROUNDNUT,5     1
GROUNDNUT SEED TREATMENT,TREAT WITH TRICHODERMA 150G PER KG OF  SEEDS
Asking about top fertilizer management for groundnut,:     : :  5    12    20
stem rot in groundnut,Recommended for soil drenching copper oxy chloride 25 g  lit of water
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 2 ML PER LITER WATER IN ROOT ZONE
foliar spray for groundnut,recommended for the foliar spray  GROUNDNUT RICH 25 kg200 lit of water
TERMITE PROBLEM IN GROUNDNUT,APPLY CHLOROPYRIFOS DUST  10 KG PER ACRE FOR CHECKING TERMITE IN GROUNDNUT
tell me thrips in soyabeen,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME ABOUT SOWING  TIME OF GROUNDNUT,JUN-JULLY SOWING  TIME OF GROUNDNUT
Tell me termite control in groundnut,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
asking about leaf feeder and miner management of groundnut,recommended for spray Chlorpyriphos 20 EC -2ml1 litre of water
groundnut atac Shoot Borer Attack,Spray Chloropyriphos 30ml15 Lit of Water
TELL ME NOT GROWTH IN GROUNDNUT,MULTIPLEX 2 ML LITER SPRAY
TELL ME CONTROL YELLOW LEAF COLOUR IN GROUNDNUT CROP,SPRAY FERRUS SULPHATE 5GM PER LITTER WATER
Asking about stem rot in Ground nut,Recommended for drench with Carbendasim 25 gram litre of water
TELL ME VARIETY OF GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
GROUNDNUT HELICOVERPA DAMAGE,RECOMMENDED TO SPRAY   IMA MECTIN BENZOATE 90 GRAM  ACRE
Ask about fungus problem in root of groundnut crop,12    63  WS      WP -
ASKED ABOUT SEED TREATMENT FOR GROUND NUT FOR GROUND NUT,USE THIRUM  3 GM  KG OF SEED
Farmer asked query on Weather,:     :         10
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO KNOW THE CORRECT NAME OF WEEDICIDE AND CALL AGAIN
Farmer asked about seed treatment in groundnut crop,2                  40    1
asking about Termite in Groundnut,Recommended for spray chlorphyriphos  3mllit of water
Leaf eating caterpillar in groundnut,Recommended to spray  Spinosad 45 Sc  5ml per 15litre of water  to control Leaf eating caterpillar in groundnut
TELL ME CONTROL COLOUR ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked growth problem in groundnut crop,25
Asking about groundnut disease management,:       :         10
Farmer wants to know Information About Control Of Alternaria Leaf Blight In Groundnut,50                -
TELL ME INSECT WHITE GRAB CONTROL GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
ALTERNARIA BLIGHT IN GROUNDNUT,RECOMMENDED TO SPRAY SAAF 2 GM  PLANTOMYCIN 1 GM  1 LIT WATER
Ask about Plant Growth Retardant Information,magafali    -
Information regarding weather in jhajjar,Some clouds and no chance of rain fall today
Tell me about disease control  groundnut,3     3
groundnut top dressing fertilizer,apply gypsum 120kgac
groundnut varieties,groundnut varieties--tag 24sb 11
NUTRIENT MANAGEMENT,DAP:40KGUREA:4KGMOP:16
leaf spot in pea nut,spray of carbendazim 12  mancozeb 63  2 gram litre water
Farmer needs information regarding control of weeds in groundnut,liter    100
Wilt on Ground nut,Wilt on Ground nut-Ridomil Gold 45 gm  humic acid 30 mlCopper Oxichloride-syngenta
Weedicide,Spray Oxiflurofen 15 ml  10 lit of water
Asked about foliar application for Groundnut,:      :   2
Termites control in Ground nut,Chloropyriphaas20 EC for pest control in ground nut  3 litre hecter rate to be used
Asking about Top dressing fertilizer management for Groundnut,:    : 24   5
ASKING ABOUT WEATHER REPORT OF HOOGHLY DISTRICT,TODAY POSSIBILITY OF NO RAINFALL
The farmer asked about the manure fertilizer used before sowing in the groundnut crop,130
Ask about fungus Control in ground nut crop,WP -
yellowing of leaves,redomil gold 25 gm 15 ltr water
Asking about Collar rot management in Groundnut,Recommended for Trichoderma viride 1 kg mixed with 20 kg of FYM
fertilizer dose for ground nut at  peg formation stage,apply jypsum 50 kg at peg formation stage
TEL ME WEED CONTROL IN GROUNDNUT,50
Asking about molomassy in gnut,Suggest to spray imidamlAciphate10gmpump
ASKING ABOUT GOOD VARITY,ADVICE TO USE GOOD VARITY JL 24
Asking about Groundnut foliar spray management,Recomemnded for Spray DAP -2kg 200 lit of water acre
fungal attack on groundnut,Spray Bavistine 30gm15lit of Water
Ask about weed control in groundnut crop,30 EC
root rot in groundnut,apply furdan 2 kg ac
asking about plant protection,saaf 2g in one liter of water
ask about wilt attack,Spray Redomil Gold 30gm15Lit of Water
Asked about plant protection in   groundnut,suggested to spray Carbendazim 50WP 1g per liter of water
Farmer needs information regarding seed treatment for groundnut crop,5
ped sukh rha hai,chloropyriphos15 lit  acre
Asking about Groundnut Kadiri 1812 seeds available in Agriculture department,:  1812       :
FARMER ASKED ABOUT SPRAY FOR THE WILT ATTACK ON GROUNDNUT,-
groundnut fertilizer information,at basal stage 12 kg  DAP  per vigha
TELL ME ABOUT ROOT ROT DISEASE CONTROL IN  PEA NUT,1
Asking about groundnut top dressing fertilizer application,Recommended for apply borax 4 kg  gypsum 80 kg  acre
Ask about fungus problem in Rootof groundnut crop,50     250           WP
CONTROL OF RUST IN GROUNDNUT,SPRAY CHLOROTHALONIL 75WP  2 GM  LIT OF WATER
Thirps in Groundnut,Recommended for spray Dimethoate 2 ml litre
TELL ME ROOT ROT CONTROLE IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
farmer want to know information about  Seed rate  of groundnut,Seed rate  of groundnut 100 kg  hac
TELL ME TERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION FOR TERMITE CONTROL
Ask about termitewhite grub control information,SGCG
TOBACCO CATER PILLARS IN GROUND NUT,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
weeding,atrazine
fertilizer dose,application of potash 50 kg acre
ground net fertilizer doese,one packet ki problem hi
SEED RATE,45 KG PER ACRE
Weather information,You are likely to have moderate rainfall every day this week
ASKED ABOUT VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT-PHULE UNNATITAG 24TG 26
groundnut sowing time,States  ZonesSowing TimeAndhra Pradesh Telangana and Coastal Region of AndhraPradesh Rayaaseema RegionFirst fortnight of June Middle of June to first week of July Rabi crop is sown in rice fallows and under wells from November to January in the entire state
TELL ME YELLOW LEAF CONTROL IN GROUNDNUT,SPRAY PHERAS SELPHET 4 GMLTR WATER
asking about termite for groundnut,recommended for apply neem cake 100kgac
FARMER ASKING ABOUT FERTILIZER DOSE FOR GNUT,:
Ask about variety information of Summer Groundnut crop,-  -
LEAF CURL,IMIDACHLOPRID 1ML3LTR
HERBICIDE FOR GROUND NUT,HERBICIDE FOR GROUND NUT-SPRAY TARGA SUPER 2ML IN 1LITRE OF WATER
Information about bunching type varieties of Groundnut crop,- -37 A
caterpillar attack,SPRAY DELTAMEHTRIN 1 ml liter CONTROL ATTACK OF caterpillar
CONTROL OF LEAF SPOT IN GROUNDNUT,SPRAY MANACOZEB 75 WP  25GMLIT OF WATER
Ground nut leaf webber management,Recommended for spray Spray Chlorpyriphos 20 EC Perfban Terminator2ml  lit of water
Farmer asked seed treatment of white grub control in Groundnut crop,30  FS 3
DOWNEY MILDEW,MANCOZEB ANNU ONDU LITRE NEERIGE 25GM ANTE SIMPADISI
SPRAY FOR INCREASE FLOWER,Spray Boom flower 20 ml15lit of Water
ask for gorundnut  fungiside information,suggest: spray mancozeb 35gmpump
Fertilizer,50 kg Suphala 50kg SPAcer
LATE TIKKA LEAF SPOT IN GROUND NUT,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
ASKED  ABOUT TO  INSECT CONTROL IN  PEANUT,25   4
FOR SEED TREATMENT IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
ASKED ABOUT TO DISEASE CONTROL IN     GROUNDNUT,5   1
Aphids,Spray Dimethoate 30 EC  17 mllit water
asked for wilt on groundnut,Spray Curzate 25 gm15 Liter of WaterCymoxanilMancozeb-
TELL ME GRAM POD BORER IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 2 ML PER LITER WATER IN ROOT ZONE
FARMER ASKED QUERY ABOUT ON KALAHASTHY MELODY MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY CARBOFURAN 3G GRANULES 3-5 KGSACRE
Greengram sowing season and variety,Recommended for Greengram sowing season : February - March and variety : Co 6 VBNGg 3
ground nut tobacco catter piller,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
Ask about Larvae control information of groundnut,SC -
ask about fertilizer in gnut,sugg to ssp or ammonium sulphate
Thrips Attack  ON groundnut,Spray Actra 5 gm15 Lit of Water
leaf spot in groundnut,recommended to spray with redomil 25gmltr of water
Farmer needs information regarding control measures of white grub  in groundnut crop,SP -
TELL ME CONTROL OF YELLOWING,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Asked about Aphids management for Groundnut,:     : 10    3
ground nut weed management at 15-20 days,RECOMMENDED TO SPRAY QUIZALOPOP ETHYL 400 ML PER ACRE
Asked about Groundnut seed rate and Treatment,:        :   50       4
178   1,178   1
groundnut SSP recommendation:,groundnut SSP recommendation: 16kg acre
Weather information is asking,possibility of light rain is on 13-15 SEPTEMBAR
Farmer asked fungus control information of cotton,wp
WANT TO KNOW ABOUT HOW TO CONTROL CATERPILLAR IN GROUNDNUT,APPLY  CARBOFURAN 3G  10 KG  ACRE
Asked about Sucking pests management for Groundnut,:         :   2  1
Asking about groundnut top dressing fertilizer management,recommended for the fertilizers :  urea  6 kg potash  12 acre
ask for fertilizer after 56 days,i have suggested nitrogenous fertilizer
GROUNDNUT BORER MANAGEMENT,90    150
Asking about Tobacco caterpillar in groundnut,:    : :      15
Asking about groundnut rich spray in groundnut wedding agent,:     : :     2  200
Verites of moongphalli,Verites of moongphalli -punjab mungphalli no-1 mh-4
asked for ground nut disease,asked for ground nut diseaserecommended- copper oxy cloride 3 gm per liter
FARMER ASKED QUERY ABOUT FERTILISER DOSAGE  IN GROUNDNUT,RECOMMENDED TO GIVE UREA -10 KG PER ACRE
how to control fungal disease,use blue copper
GROUNDNUT APHID MANAGEMENT,RECOMMENDED TO SPRAY THIAMETHOXAM 03 GRAMS  LITRES OF WATER
Farmer asked about rust problem in groundnut,WP    WP 10-15
Information about weather,Kisan bhai aapke shetra mein 8 august se 10 august mein barish ki sambhavna hai
insect problem in groundnut,Dear former use to  Dimethoate 30 EC 2ml liter water splash in the groundnut field
Asking about groundnut top dressing fertilizer management,:    : :  150  4
FARMER ASKED ABOUT GROUNDNUT WILT ATATCK,-   -      -
caterpiller control on groundnut crop,you can spray profex super 40 mili pamp water use for caterpiller control on groundnut crop
Aska bout the fertilizer in groundnut,Advice to apply 125 - 25 - oo kg NPK per ha
Asked about leaf roller management in Groundnut,Recommended for spray Profenophos 2ml neem oil3mllitre of water
TELL ME CONTROL SUCKING PEST OF GROUNDUT,SPRAY DAIMETHOIT 30EC 2MLLITTER WATER
Farmer want to know information about control measure of weed in Groundnut crop,Quizalofop Ethyl 5 EC  300 ml   -       I
For better yield in Groundnut,Recommended to spray Fantac plus 1ml in 2litres of water for better yield in Groundnut
Ask about fungus problem in Root,suggest:copperoxychlorideblue copper40gmpump drenching or 250gmvigha with water treatment
CLTIVATION OF GROUND NUT,VARITES :K 5  4 6
GROUNDNUT SPODOPTERA DAMAGE AND SUCKING PEST,RECOMMENDED FOR SPRAY PROFENOPHOS 400 ML ACRE
weather information,thunder storm
Asking about Top fertilizer management in Groundnut,:    :
TELL ME CONTROL OF ROOT ROT IN CASTOR,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
APPL-FERTILISER,UREASSPMOP GYPSUM
APHID INFESTATION IN GROUNDNUT,RECOMMENDED TO SPRAY METHYL DEMETON 25ECMETASYSTOX2 ML PER 1 LITRE WATER TO CONTROL APHID INFESTATION IN GROUNDNUT
FERTILIZER FOR GROUNDUT,FERTILIZER FOR GROUNDUT  -  1846 1 BAG ACRE
Asked about plant protection in groundnut,Asked about  control of aphids in groundnut:-Spray Dimethoate 30 EC  17 mllit water to  control aphids infestation in groundnut
groundnut weed management,groundnut weed management: spray imizithapur 300 ml per acre
TERMITE IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS DUST 10 KGACRE FOR CONTROL OF TERMITE IN GROUNDNUT
ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,:-
Information about weather,Kisan bhai aapke shetra mein 10 july se 14 july mein barish ki sambhavna hai
zypsum,125kgha
SEED RATE OF GROUNDNUT,SEED RATE OF GROUNDNUT  : 32-34 KG PER ACRE
WEED PROBLEM IN GROUNDNUT,RECOMMENDED APPLY TARGA SUPER 2MLLIT
Farmer asked weed control information of ground nut,--
Groundnut top dressing fertilizer management,Recommended for Groundnut top dressing fertilizer management Apply gypsum 80 kg  borax 5 kg  micro food 5 kg ac
VARIETY,JAWANKISSANSMRUTI
ask about fungus problem in groundnut crop,EC -
How to control white grub Attack  in groundnut  crop,control of white grub in graoundnut  crop Apply of Chlorpyriphos 4 Dust 15 kg per Hactare
groundnut seed treatment,carbondizim 2gmlit of water
TELL ME WEATHER INFORMATION IN NAGAUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
varities of groundnut crop,you can take tag -24jl-501 this is a ground nut varities
GROUNDNUT FERTILIZER MANAGEMENT,RECOMMENDED TO APPLY 200 KG GYPSUM PER ACRE AT THE CROP STAGE OF 45 DAYS
Ask about groundnut variety,arth veldi and gg-2 gg-5 gg-7
YIELD INCREASE IN GROUND NUT,RECOMMENDED FOR SPRAY N-TRIACONANOL   1 ML  3 LIT OF WATER
MOONGFALI ME SAFED GIDAR LAGI HAI,MOONGFALI ME Phorate 10 CG 8-10 KGACRE KA CHHIDKAV KARE
Information about weed control of Groundnut,-
Attack of Caterpillar,Spray Neem Solution 20 ml10 Liter of Water
fertilizer management in groundnut,Recommended for apply gypsum 75kg ac
Preventive measures for Termite attack in Groundnut,Recommended to soil drench with Chloropyriphos 15  DP  10 kg per acre as preventive measure for Termite attack
MOONGFALI ME  PHOOL  GIR  JA  RAHA  HAI  SOOKH  KAR,ZINC  MAGNESE  CARBAMET KI  2 KILOHECTARE  KI DAR SE  SPRAY  KARE
Asked about foliar spray management for groundnut,:          :       - 5      - 2
Asked about plant protection in   Ground nut,Suggested to spray with Saaf  2 gltr of water or Carbendazium  2 gltr of water
Ask about groundnut information,SC -
ASKED ABOUT TO SEED REEATMENT IN GROUNDNUT,2          70  25
farmer asked about summer VARIETIES OF GROUNDNUT,- -      501              -    -
TELL ME WEATHER INFORMETION IN JODHPUR,LIGHT RAIN MAY BE NEXT 2-3 DAYS
varities of gnut,varities of gnut - tag-24  sb-11
Asked about plant protection in groundnut,Suggested to spray dimethoate at 15 ml per litre  water
dry root rot in groundnut,TRICODERMA VIRIDE FORMULATION  PREPARATION: TRICODERMA VIRIDE 2 KGS COW DUNG 90 KGS NEEM KERNAL POWDERVEPA PINDI 10 KGS
Asked about seed  treatment with Trichoderma using rice gruel,:      :     4
ask abt weediside,suggested targasuper 20 mlpump
TELL ME ABOUT BLIGHT CONTROL I GROUND NUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer need information regarding control measures of fungal attack in groundnut crop,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water
fertiliser dose of groundnut,65kg dap 65kg superphosphate
gypus,500kg gypsum
FARMER ASKED ABOUT THE CONTROL OF INSECT IN GROUNDNUT,40   4     15
thrips,Spray Nuvan 20ml15Lit of Water
TELL ME CONTROL ROOT ROT,USE TEBUCONAZOLE 259 1 LITER PER HA WITH IRRIGATION
TELL ME PEST CONTROL OF GORUONDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
asked about Attack of Sucking pest on groundnut,30 -
attack of sucking pest,spray of karate
Farmer want to know information about  how to increase pod development of groundnut  crop,::           15          I
Protection measure of white grub in groundnut crop,Fipronil 03GR  8 kg
FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK  ON GROUNDNUT,-      WP -
Farmer asked query on Weather,KOTRI
vellore rain details,medium rain upto june 16
asking about groundnut top dressing fertilizers,Recommended for apply gypsum 75kg  borox - 4 kg  ac
Farmer wants to know information about how to control sucking pest in groundnut crop,Recommended for to control sucking pest Spray  dimethoate 30 EC 500 mlha
HERBICIDE,NOT RECAMANDE
Termite infestation in Groundnut,Recommended to apply Chlorpyrifos dust 10kg per acre to control Termite infestation in Groundnut
TELL ME CONTROL CHARCOL ROT IN GROUNDNUT,400   BIGHA             5     1
Ask about fungus problem in crop,EC -
WILT IN GROUND NUT,SPRAY PLANOMYCIN 1 G  COC 2 G LITRE OF WATER
Thrips in groundnut,recommended for spray monochrotophos 2mllit of water
Farmer asked query on Weather,SPRAY GRADE 3    2-3 GM  LIT OF WATER
Groundnut top dressing fertilizer management,recommended for Apply gypsum 150 kg  ac on 40th day
Farmer asked query on Weather,:   -      : :             34  C    24  C     6
Asking about Trichoderma viride price information,:     1    :  100  -
Asking about groundnut leaf curl management,:       : :      2
root feeder and root rot in groundnut,recommended for spray of Chlorpyriphos dursban  5 ml   carbendazim bavistin  2 gram in 1 litre of water
Ask about fertilizer dose apply in groundnut crop,40-50
ASKING ABOUT ATTACK OF THRIPS ON GROUNDNUT,--  25 5 15
hherbicide on g nut,spray odicy 40 gramekar favarave
ask for wilt in g nutask for wilt in g nut,drenching bavistin 15 gm per pum
TERMITE IN GROUNDNUT,USE FIPRONIL 03 5 KGBIGHA WHEN IRRIGATION
Asking about Super Phosphate fertilizer application for Groundnut,:          :
Root grub in Ground nut,Recommended for apply Carbofuran 4 kg  neem cake 25 kgac
Asked about groundnut seed treatment method,:    :  1  1
Farmer asked query on Weather,3                   10
GROUNDNUT TOBACCO CATERPILLER CONTROL,RECOMMENDED TO SPRAY emamectin benzoate  90 GRACRE
weed control in groundnut,micro nutrient  kare  khar patwar ke  ke liye app nirai kare
groundnut thrips,thyomithokjam 5 gram per pump and to spray
plant protection,quinolphos 2mllitre
Asking about Leaf eating caterpillar control in Groundnut,:     : 2   1
herbicide,spray persuit 25 ml 15 ltr water
asked about weed management,aplly parshut 40 mili 15 lt of water
PLANT PROTECTION,DIMETHOATE 1MLL OF WATER
Asking about seed treatment in groundnut,recommended for  Treat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg seed
ASKED ABOUT WEED MANEGAMENT,USE Pursuitimazethapyr
TELL ME DISEASE  CONTROL IN  GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Worms in groundnut,Go for spray with Takumi 3g10litr
earwing in groundnut,apply 8kg chloropyriphos powder acre
mugfali me motha hai,nirai karbaye
Asked about Groundnut root rot management,:      :   - 1  20
ask about groundnut crop fertilizer in groundnut crop,:
FARMER ASKED QUERY ON AT HOW MUCH HEIGHT SHOULD BE PHEROMONE TRAP BE PLACED IN GROUND NUT CROP,RECOMMENDED TO PLACE PHEROMONE TRAP AT 3 METER HEIGHT FROM THE GROUND
Asking about leaf folder management  in groundnut,:          :   5   4      5  10
WEED MANAGEMENT IN GROUNDNUT AT 15 DAYS,RECOMMENDED TO SPRAY IMAZITAPYR PURSUIT  400 ML PER ACRE
Farmer needs information regarding Nutrient Management in groundnut crop,-       -
Asked about Nutrient management in groundnut,Suggested to Spray:- Samruddi  3glit of water
Asking about groundnut sowing season,--
asking about groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2 kg  acre  200 litre
Asked about foliar application of copper oxy chloride fungicide in groundnut crop,:          :     25
ASKING ABOUT ROW TO ROW AND PLANT TO PLANT DISTANCE IN GROUNDNUT PLANT,SPACE - R X P -30 X10 CM
Tobacco caterpillar in groundnut,Recommended for spray quinalphos 2ml  neem oil  teepol 1mllit of water
Asking about Tobacco caterpillar management in groundnut,:     :      1
WEED MANAGEMENT IN GROUNDNUT,APPLY BUTACHLOR  1 LITER  ACRE WITH IN 2-3 DAYS OF SOWING FOR WEED MANAGEMENT IN GROUNDNUT
THRIPS IN GROUNDNUT,SPRAY OF FIOAROLIN 5  2 LITER PER HE
asking about stem rot in groundnut,recommended for Apply Pseudomonas fluorescens 1kg  ac
Asking about Tobacco caterpillar control in Groundnut,:     : 50 - 2
TELL ME ABOUT INSECT CONTROL IN GROUNNUT,145   1
Asking about Top fertilizer management and Foliar spray for Groundnut,:          :       TNAU   2  200
CONTROLOF TIKKA LEAF SPOT IN GROUND NUT,RECOMMENDED TO SPRAY KAVACH 400 GR ACRE
Ask about weed management in groundnut,- -  9 ec    25-30
GROUND NUT SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY AZADIRHACHTIN  NEEM SEED KERNAL OIL   1 LITER  200 LITERS OF WATER ACRE
ASKED ABOUT TO  NUTRIENT MANAGEMENT IN GROUNDNUT,33 5
GRAIN FILLING IMPPROPER,GYPSUM DEFICIENCY
Termite infestation in Groundnut,Recommended to apply Chloropyriphos 15  DP  10 kg per acre to control Termite infestation in Groundnut
Farmer asked weed control in  groundnut crop,-- 9  EC    -
Farmer asked miteredmiteant Problem in groundnut crop,EC 35
Farmer want to know how to control termite in field,20 ec
ASKED ABOUT TO INSECT CONTROL IN GROUONDNUT,5   1-15    3
Farmer asked seed treatment of white grub control groundnut,30  FS
mungphali me dimak lagi hai,Apply - cartap hydrochloride 4 G  10kg acre
ASKING ABOUT THE MICRO NUTRIENT SUPPLEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 5   2 GMLIT OF WATER       BOZNMOCUMN
sucking pest in gnut,PROFENOPHOS 25 MLPUMP
ROOT ROT IN GROUNDNUT,RECOMMENDED TO SPRAY CARBENDAZIM   200  GM   ACRE
TELL ME WEATHER REPORT IN HANUMANGARH,RAIN POSSIBILITY IN NEXT 5 DAYS AND  CLOUDY SKY
Asking about Tobacco caterpillar management in groundnut,:     : :       2
Farmer asked weed control in GNUT  crop,387 EC     70
moongphalli ki fasal me galan  ki samshya,50 WP  25g
Information about weed control in Groundnut,-
asked about to How many days does it take for peanut seeds to spoil,4          65                   14
variety,AK-159TG -24
Information about varieties of Groundnut,:  ICGS-1 TG-37A TAG-24
TELL ME TERMITS CONTROL IN GROUNDNUT,CLOROPIRIFOSH 20EC 1 LITER BIGHA  FERAS SULFET 5 GRAMLITER SPRAY
tell me control of leaf spot in groundnut,SPRAY OF MENCOZEB 75 WP 2 GLIT WATER
Asking about root rot in groundnut,:       :  1     20
Fungus attack,Spray Bavistin 30gm  15lit of Water
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT CROP,1   3
GROUND NUT FERTILIZRS APPILICATION,RECOMMENDED SPRAY 13-0-45KGACRE
PLANT PROTECTION,CHLOROTALONYL 2MLLITRE
Tikka Leaf Spot,UPL SAAF  2gm in 1 liter water
GROUNDNUT SPODOPTERA,GROUNDNUT SPODOPTERA: RECOMMENDED TO SPRAY EMMAMECTIN BENZOATE 100 GRAM PER ACRE
Aphids in Groundnut,Recommended for dimethoate 2 ml  Neem oil 3 ml litre of water
Weed management in groundnut,Recommended to spray Quizolofop ethyl 5 EC  2 ml per 1 litre of water to control Weed management in groundnut
insect for the  ground nut crop,kissan bhai - imidacloropid ki 05 ml ki matraalitar paani ke saath ya diemethoat ki 30  ec ki 2 mlki matraa litar paani ke saath chidkav kare
Asked about Plant protection in groundnut,Recommended to spray Imidachloprid 178 SL- 05 ml per lit water
Farmer needs information regarding how to control weeds in groundnut,-                  10    300
groundnut nutrient management,recommended for spray borax 2gm pottasium nitrate 5gmlit of water
Asking about Alternaria leaf in groundnut,:       :  2
Farmer asked query on zypsum dosage in ground nut,recommednd to apply 200 kg per acre
Ask about white fungus problem in groundnut crop,SC -
Moongphali ki prajati bataye,--86-44-1
top dressing fertiliser for groundnut,apply 15okg gypsumacre on 45th day
groundnut pre emergence weed management,1   200
FERTILIZERS FOR GROUNDNUT,ADD GYPSUM 50 KG  ACRE FOR BETTER YIELD OF GROUNDNUT
TELL ME FUNGAL CONTROL IN GNUT,CARBENDAZIN 250 GREAM BIGHA
tell me control of root rot in groundnut,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
ask abt gnut,suggested all info
FERTILIZER DOSE FOR GROUNDNUT AT FLOWERING STAGE,APPLICATION OF 50 kg GYPSUM FOR 10 GUNTHA
