QueryText,KccAns
COMPAST IN GROUNDNUT,20-25Q
TELL ME  WEED CONTROL  PER NUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Root rot in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  acre
TELL ME WEEDICIDE IN GROUNDNUT,NO WEEDICIDE IN GROUNDNUT AT SOWING TIME
g nut seed,tag 24 western 51  ya  bhumugachi lagavd karavi
LEAF EATING CATTER PILLAR IN GROUNDNUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOUS 2ML LIT WATER FOR CONTROL LEAF EATING CATTER PILLAR IN GROUNDNUT
FERTILIZER SCHEDULE IN GROUND NUT,RECOMMENDED TO APPLY 9 KGS UREA200 KGS ZYPSUM ACRE
thrips in groundnut,imidacloroprid 178 sl 1 ml 2 liter water sprey
tell me weather information,rain fall in 5 day in thieas  area
Ask about yellowing leaves information in Groundnut crop,-4
Asked about Attack of White Fly on groundnut,-             WG
ask about weed control in groundnut crop,- - 5 EC  -
Groundnut top dreesing,Recommended for Groundnut top dreesing apply urea 20 kg  pottash 10 kgac
Information about biological seed treatment in Ground nut,WP
Farmer asked about irrigation in peanut crop,2  3                                                   2-3
caterpillar,caterpillar dust malathion 8kgacre
GROUNDNUT LEAF EATING CATERPILLAR,RECOMMENDED TO SPRAY MONOCROTOPHOS  16ML   LITRES OF WATER
LEAF EATING CATER PILLAR IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROPYRIPHOS 2ML 1 LIT WATER FOR LEAF EATING CATER PILLAR IN GROUND NUT
leaf eating caterpillar in ground nut,spray quinalphos 2 ml in 1 litre water
Ask about varieties and sowing of summer groundnut,-  -             -                    -
Farmer asked termitewhite grub control information of Groundnut Crop,5  150
blight in  gnut,ridomil mz 2 graml water
Farmer asked Jassid Problem in ground nut crop,ZC
ASKING ABOUT ATTACK OF WILT ON GROUNDNUT,-      30     30
Yellowing of leaves,Spray mencozeb  2glit of water
Farmer asked query on Weather,THERE IS A CHANCE OF CLOUDY WEATHER SHOWERS IN YOUR AREA
CATERPILLAR,SPRAY CHLIOPYRIPHOS 2ML1 LITER WATER
ground nut aphids,dimethoate 2mllitre of water
TELL ME ABOUT IRRIGATION IN GROUNDNUT,21
ask for gnut stem rot,suggest coc 45gpump drenching
APHIDS IN GOURDNUT,RECOMMENDED TO SPRAY DIMETHOATE 30 EC 2ML1 LITER OF WATER
TELL ME WEED CONTROL  GRUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
TELL ME INSECT CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF white grub
ground nut sowing time,ground nut sowing time - nov to dec 15
Ask about Plant Growth Retardant Information  Groundnut,SL
Leaf miner in groundnut-,Recommended to spray  Spinosad 45 Sc  5 Ml Per 15 Litre Of Water to control leaf miner in groundnut
ground nut leaf minor,recommended to monocrotopos 16mllit
Ask about variety of groundnut,-       -
plant protection of groundnut,bavastin 2 gm per lit
THRIPS IN GROUNDNUT,THRIPS IN GROUNDNUT- SPRAY IMIDACHLOPRID 1ML PER 3 LITRE WATER
herbicide,iuse herbicide for parsuit for for gnut crop
Leaf rust in ground nut,Recommended to spray tebuconazole 259 EC 2ml per litre of water
Asking about Top dressing fertilizer management for Groundnut,:         :   2
Asking fertiliser in groundnut after 1 and hals month of sowing,Not recommended to apply
groundnut pest,streptocyclin 05g coc 3g in 1 liter water
TELL ME   CBC  YJANA,MNGA  CONT  HADRABAD
asked about sucking pest attack in gnut,sucking pest attack in gnut - spray rijent - 15 ml  15 lit water
FARMER ASKED ABOUT PRE EMEREGENCE WEED MANAGEMENT IN GROUNDNUT CROP,80
Asking about Groundnut leaf miner management,:   : :
nutrient management in groundnut,recommended to apply 200 kgs gypsum per acre
ASKED ABOUT TO DISEASE CONTROL IN GROUNDUT CROP,50  250
TELL ME PEAST CONTROL,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
ASKED ABOUT INSECT CONTROL IN GROUNDNUT,145   1
Farmer asked query on Weather,31    20     9
weather information for paddy crop,kisan bhai apke yaha es saptah me aaj aur kal me halki barish aur aage 11 september tak boonda-baandi ki sambhavna hai
farmer asked about varieties of groundnut,- -
Ask about Weed control in Ground nut,30 EC
FARMER ASKED ABOUT ATTACK OF CATTERPILLAR ON groundnut,- 20 15
pest problem of groundnut,SPRAY OF QUINOLPHOS 25 EC 2 ML PER LITER WATER
-,-15   10
ask about wilt in cotton,I suggested to spray mencozeb 30 gmpump for wilt in cotton
Asking for water management in Groundnut,Give  first irrigation at 15 day of interval
Farmer asked seed treatment of white grub control in Groundnut crop,30  FS                  DS -
asking about Root grub management in Groundnut,Recommended for apply chlorpyriphos dust 4kg  acre
TELL ME ROOTROT DIEASE CONTROL IN GROUNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME CONTROL OF ROOT ROT OF GRUNDNUT,CONTROL OF ROOT ROT OF GRUNDNUT -25GMKILO BAVSTIN SE TREATMENT KRE
ASKED ABOUT TO SOWING TOIME IN GROUNDNUT,80-100
APHID PROBLEM IN GROUNDNUT,APHID PROBLEM IN GROUNDNUT SPRAY DIMETHOATE  ROGAR - 2ML1 LITRE OF WATER
TELL ME  LEAF MINER CONTROL IN GROUNDNUT,1   3
Granudnut:,spray EMATHAPAYAR 20days after planting
ASKED  ABOUT INSECT CONTROL IN  GROUNDNUT,5   1    3           6  7
early leaf spot in groundnut,Recommended to spray Carbendazim-MancozebSaafSixer 2gm per litre of water to control early leaf spot in groundnut
moong fali me uktha rog hai,kisaan bhai ultha rog ke liye fasal chakra apnaaye
Sfad gidar in grounnet,Use of chlorpyriphas  4 liter per ha in irrigation water
GROUNDNUT FERTILIZER MANAGEMENT,200                45
GROWTH OF SEEDS,BORON 3GM 1 LITER SPRAY
farmer asked about nutrient management in groundnut,recommended to apply GYPSUM  200 kg per acre
Asking about Basal fertilizer management for groundnut,:      :  75     50     8
asking about green leaf hopper in Groundnut,Recommended for spray neem oil 3 ml  teepol 1 ml  litre of water
Asking about groundnut root to management,Recommended for soil drenching Carbendazim 2 g in one litre of water
Farmer wants to know information about How to control in  fungal attack in stem rot       crop,Recommended for to control of fungal attack spray carbandazim  mancozeb 40gmand streptocyclin 2 gram at 15 liter of water
FERTILIZER DOSE,GIVE GYPSUM 10KG Per acer
leaf miner in groundnut,Recommended for spray neem seed kernal extract 5ml  litre of water
Asking about Tobacco caterpillar control in Groundnut,:     :  5
ASKED ABOUT CHLOROSIS IN GROUNDNUT,GIVE PROPER IRRIGATION
Farmer asked Larvae control information of groundnut crop,SG 7-8
LEAF RUST IN POINTED GPURD,SPRAY STREPTOCYCLINE  3GM  COPPER OXYCHLORIDE  40GM15LIT FOR LEAF RUST IN POINTED GPURD
TELL ME WEATHAR INFORMATION HANUMANGARH,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT SKY CLOUDLY
TELL ME  SEED TREATMENT OF GROUNDNUT,SEED TREATMENTTreat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg seed   Biocontrol agents are compatible with biofertilizers
information water manegment,mooonphali me phool aate samay jyada paani na bhare
TELL ME DISEASE CONTROL IN MOONGLHALI,-- 50   1
Asking about mealy bug in groundnut,Recommended for spray Triazophos 2ml  lit
varieties ground nut,varieties ground nut  tag - 24  sb-11
Leaf Eating Caterpillar,Spray Chloropyriphos 30Ml 15 Lit Of Water
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT  JUNE  MONTH
Asked about Combined nutrient spray in Groundnut,:       :         2  200
TELL ME CONTROL OF GRUB IN GRUNDNUT,FIPRONIL 03 GR 3 KG BHEEGA WITH IRRIGATION
Farmer asked query on Weather,3   8            -              2         7
fertilizer,200kgs at flowering
groundnut 60 days ka hai kya dalen,aap ssp 125 kg and borex 4 kg  ha dalen
Farmer asked query on Weather,--    THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA
TELL ME DISEASE CONTROL IN,3
Asked about leaf spot disease management for groundnut crop,:      : 5
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,50WP 250
asked about stem borer,Dichlorvos 76 EC
Information regarding control of pest in groundnut,13
ask for the sucking pest,folidol poweder 2 2kg 1 vigha
Asking about Jassids in groundnut,Recommended for spray dimethoate 2ml  litre of water
asking about whitefly in Groundnut,Recommended for spray dimethoate 2ml  neem oil 3ml  teepol 1ml  lit of water
INSECT CONTROL,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
Asking about leaf spot in groundnut,Recommended for spray Pseudomonas fluorescens 10gm  lit
Farmer asked Varieties information of Ground nut crop,:-  :-  -    -  -
Varieties of Groundnut,Varieties of Groundnut - Jawan Kisan AK-12
Ask for groundnut irrigation information,I suggested to apply light irrigation in groundnut
ASKED FOR PLANT PROTECTION IN GROUNDNUT,SPRAY-IMIDACLOPRIDE 05MLLITER OF WATER
Asking about foliar spary for ground nut,Recommended for spray Panjakavya 30 mllitre of water
WEED MANGMENT IN GROUND NUT,ALACHLORLASSO  ALATOP  1 LITRE PER ACRE
Farmer asked ABOUT ATTACK OF leaf eating catter piller GROUNDNUT,-
Ask about Varieties of summer Groundnut crop,--- -  -
tell me about fertilizer used in groundnut,2   3   2
groundnut disease,spray coc 2mllt of water
FARMER ASKED ABOUT ATTACK  BLIGHT ON GROUNDNUT,- -          WP
TELL ME  MICRONUTRENT IN  GROUNDNUT,MICRONUTRIENT 4 -5  KG  PER BIGHA  IN ROOT  ZONE
WEATHER REPORT,WEATHER REPORT : today there is no chance of rain fall in your area
Farmer wants to know information about Weed management in Groundnut field,-        15                 I
ATTACK TIKKA ON GROUNDNUT,TIKKA ON GROUNDNUT - TILT 4ML 15 Lit of Water
Information regarding Weather in Rohtak,Weather in RohtakThere will be some clouds but no possibility of rain in the next few days
Asking about root rot in Groundnut,Recommended for soil drenching copper oxychloride 25gmlit of water
TELL ME WEATHER INFORMATION OF HANUMANGARH,NO RAINFALL NEXT FIVE DAYS OF HANUMANGARH
Asked about leaf spot management in groundnut,:      : :        5 ml
FARMER ASKED ABOUT FERTILIZER SPRAY ON GROUNDNUT CROP,-    -
weed management in groundnut in 35 days old crop,hand weeding is done in groundnut in 35 days old crop
Asked about fertilizers in ground nut,Recommended to DaP
Farmer asked query on Weather,5            34      22
TERMITE PROBLEM IN GROUNDNUT FIELD,TERMITE PROBLEM IN GROUNDNUT FIELD  DRENCH THE SOIL WITH  CHLORPYRIPHOS 2ML1 LITRE OF WATER
GROUNDNUT WEEDICIDE,RECOMMENDED TO SPRAY QUIZALOPOP ETHYL 400 ML PER ACRE
TIKKA ROG IN MOONFALI,KARBANDAZIM 12 MENKOZEB 63  2 GRAM  PER LITER WATER SPREY
CONTROL OF YELLOWING IN GROUNDNUT,FERUS SULFET 5 GRAMLITER WATER SPRAY
Asking about leaf roller in groundnut,Recommended for spray CartapHydrochloride 50  SP 1ml  lit
Asking about root rot in groundnut,recommended for apply tricoderma viride 1 kg ac
TELL ME MANURE AND FERTILISER IN GROUNDNUT,15  20
YELLOWING LEAF IN GROUNDNUT,33 5
Ask about PGR  Information in Groundnut crop,23 SC
Farmer asked Larvae control information in Groundnut crop,SC 7-8
Termites in grounds nut,Recommended to apply Chloropyriphos 15  DP  10 kg  per acre for Termites in grounds nut
dry root rot in groundnut,Copper Oxychloride 50 WP  3 kigraacre ki dar se bhurkav karen
PRE EMERGENCE WEED MANAGEMENT IN GROUNDNUT,NOT RECOMMENDED
FARMER ASKED QUERY ON  GROUNDNUT NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY AGROMIN MAX 3 GRAMS LITER OF WATER 600 GRAMS ACRE
Farmer asked Larvae control information of,ZC
ask about groundnut wilt,i suggested blucoper 35 grampump
MANAGEMENT OF APHID IN GROUNDNUT,RECOMMENDED TO SPRAY ACETAMIPRIDE 40 GRAMS PER ACRE
tikka leaf spot management in groundnut,tikka leaf spot management in groundnut recommended to spray saaf 2 grlit of water
Farmer asked Organic Sucking pests and larvae control in  groundnut crop,40         ppm
FARMER ASKED QUERY ON ROOT ROT MANAGEMENT IN GROUNDNUT,1
TELL ME DISEASE CONTROL IN PEANUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
FARMER ASKED QUERY ABOUT DISEASE MANAGEMENT IN GROUND NUT,200
Groundnut top dressing fertilizer application,Recommended for apply urea 6 kg  potash 12 kg  acre
For better yield in Groundnut,Recommended to spray Fantac Plus 1ml in 2litres of water for better yield in Groundnut
top dressing for groundnut,apply gypsum 150kgborox 10kgac
TERMITE INFESTATION IN GROUDNUT,APPLY CHLOROPYRIPHOS DUST 8 KGACRE
Asking about  Fertilizer application during weeding time,:               :
groundnut pod borer,groundnut pod borer: recommended to spray immamectin benzoate 90 gramsacre
TELL ME FUNGAL ME CONTROL IN GROUNDT,USE TRICHODERMA 25 KG PER 100 KG FYM
TELL ME DISEASE CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
CAN WE USE GRANULES IN GROUND NUT FOR ROOT GRUBS CONTROL,YES WE CAN USE GRANULES AND AS WELL AS WE CAN ALSO DO DRENCHING WITH CHLORIPYRIPHOS CHEMICAL TO CONTROL ROOT GRUBS IN GROUNDNUT CROP
is samay kaya buai kar sakte hai,urd  moong  makka  moongfali ganna  jawar  bajra  surajmukhi soyaben  bhindi ki buai kar sakte hai
Asked about Weed management in Groundnut,:      :
asking about weather information,good rainfall chance in 18 july
ask for groundnut fungiside information,suggest: spray mancozeb 35gmpump
LEAF EATING CATERPILLAR,QUINOLPHOS 2MLLITRE
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,3            3
groundnut weeding,pendimethaline lit1acre
FARMER ASKED ABOUT ATTACK OF LEAF EATING CATERPILLAR,-  40 - 30
FERTILIZER DATA,GYPSUM 100KGACRE
ask about larva in ground nut,I suggested to spray quinalphos 20 mlpump for control larva in ground nut
GROUND NUT FERTILISER MANGEMENT,GROUND NUT FERTILISER MANGEMENT  BASAL DOSE: 2 BAGS SSP 18KG UREA 33KG MOP
seed treatment in groundnut,Recommended for groundnut seed treat with Carbendazim 2 gkg seed
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,NO RECOMMENDATION OF HERBICIDE IN GROUNDNUT AT 22 DAYS AFTER SOWINGRECOMMENDED TO DO MANUAL WEEDING
GROUNDNUT THRIPS,IMIDACLOPRID 1ML3LIT
TELL ME CONTROL OF ROOT ROT INGROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
colar rot control in groundnut,USE TRICHODERMA 25 KGHA MIX WITH FYM 100 KG
farmer want to information about nano urea dose in groundnut crop,500
seed,tag - 24
Asking about Basal fertilizer management for groundnut,:     :     10
Asking about Regent insecticide and Agro fungicide can be used for Groundnut Stem rot management for Groundnut,:              :   -          -
Tell me about fertilizer dose in groundnut crop,3-4
APHIDS IN GROUNDNUT,RECOMMENDED TO APPLY DIMETHOATE 30ECROGOR 2ML IN 1 LITRE WATER TO CONTROL APHIDS IN GROUNDNUT
treatment of groundnut,thiram  ya kaiptan 2-25 gram dawa  kg seed
Information about control of Termites in Groundnut crop,Fipronil 03GR  8 kg
ASKED ABOUT CATERPILLAR ATTACK ON GROUNDNUT,- 30
cultivation of groundnut,call transfer to expert
asking summer gnut irragation number,i suggested to 8 to 10 irrigation requred in whole season
asking about groundnut sucking pests and leaf spot management,recommended for profenophos 2 ml  carbendazim 2 gram 1 litre of water
TELL ME PEST AND FUNGAS CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM   MENCOJEB 2GM PAR LITAR WATER
Asked about which insecticide used for sucking pest,10
Farmer wants to know information about weather,Dear farmer chance for light and heavfy  rainfall with lightning flashes strikes  thunder storms next 5 days for your district  is soon in your district  maximum temperature is 33  c and wind speed is 4-6  kilometer  hour In your district according to Indian meteorological department of India thanks for calling kisaan call centre madhyapradesh
Ask about blank pod problem information in  groundnut crop,100
Sucking Pest on groundnut,Sucking Pest on groundnut-Spray Confider super  Confider 10ml15 Lit of Water
Asking about groundnut leaf miner and sucking pests management,2    1
Tell me black root control in groundnut,USE CARBOFURAN 3 G 25-30 KG PER HA
Asked about leaf spot  rust in groundnut,:     : :      2
sucking pest in green gram,RECOMMENDED TO SPRAY DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
Groundnut,Imidacloprid-2mllit
Asking about Root rot disease management in groundnut,:         :   1  25             2
TELL ME WEATEHR INFORMATION CHURU,TWO DAYS RAINFALL
insecet controll in bhindi,OF ACEPHATE 75SP 2 GRAM PER LITER WATER
fertilizer dose,as per recomsdationm
TELL ME FERTILIZER USE IN GROUNNUT,4 KILO CALCIUM SULPHAT  3 KILO ZINK SULPHAT  4 KG SULPHER PAR BIGHA DE DE
Precautionary measure against termite in groundnut,Recommended to apply Carbofuran 3 G 12kg per acre as basal application for control of termite
Grandnut me sunddi,Chlorpyriphos 20 EC 15 litreacre jamin me dale
asking abt the raifall,a have information
Asking about Early leaf spot management in Groundnut,Recommended to spray Carbendazim 2 gm  liter of water
Plant protection in Groundnut,Dear former use to Quinalphos 25 EC 2mlliter water splash in the field
Farmer asked seed treatment of fungus and white grub problem in groundnut,333 wv                   WG
black spots,recommended blitox 30g2g plantamycin10liter
qmung phalli me sundi lag rhi hai,spary of- Monocrotophos 36 SL doseacre : 400 mlacre
Farmer asked query about Collar rot management in Ground Nut crop,1               2
FARMER ASKED QUERY ON VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT K9 k6 dharani  Narayani tag -24 are the verities of Groundnut
WEED CONTROL IN GROUNDNUT,NO USE WEEDSIDE IN STANDINGH CROP
GROUND NUT STEM ROT,MANCOZEB M-45  400 GRAM ACRE
Asking about groundnut leaf miner management,:     :  - 3
LEAF EATING CATERPILLAR IN GROUNDNUT,LEAF EATING CATERPILLAR IN GROUNDNUT - SPRAY QUINALPHUS 2 ML IN ONE LITRE OF WATER
STEM ROT AND COLLAR ROT,CU OXY CHLORIDE 3GMLT
varieties of groundnut,vemana kadiri-569narayani
FERTLIZER USE RECOMMENDED,RECOMMENDED TO USE UREA AND POTASH AND 200 KG OF ZYPSUM
Varieties OF Radish,Pusa Desi Pusa Chetki Pusa Reshmi Japanese White Punjab Safed                         Kalianpur No 1 Arka Nishant Pusa Himani
Farmer needs information regarding soil treatment,Dear farmer for soil treatment use bio fungicide trichoderma viride 25 kg per acre with 50 kg of FYM evening in sufficient moisture
Farmer needs information regarding how Can We Control Root Pest In groundnut crop,Carbofuran 8
G nut fertilizer,2550 NP kgha apply
groundnut me sudi lagi hai jankeri lani hai,Monocrotophos 36 SL 2 mili liter paani ke sath sprey kre
root rot of ground nut,bavistin 3g litter dranching
Top dressing fertilizer application in groundnut,Recommended for apply gypsum 80 kg  borax 4 kg  acre
FARMER ASKED QUERY ABOUT VARIETIES OF GROUNDNUT,RECOMMENDED  TO VARIETIES OF GROUNDNUT-KADIRI-9KADIRI-7 BOLDKADIRI-8 BOLDGREESMA
ASKED ABOUT TO INSECT CONTROL IN TIL,5   1-15    3
Ask about white grub control information in groundnut,EC
top fertilizer for ground nut,recommended for apply gypsum 75 kg  acre
Farmer asked about sucking pest problem in groundnut,SP    SP
Ask about larvae control information,WP 20
Farmer asked fungus and larvae control information of groundnut,EC -
TELL ME MICRO NUTRIENT MANAGEMENT  IN  GROUNDNUT,5
Asking about Whitefly management for Groundnut,:      :  2  10
ASKED ABOUT TO SEED RATE FOR GROUNDNUT,60-80
groundnut weed management,go for manaul weeding
asking about groundnut termite management,recommended for Dust chlorpyriphos  12-16 kgacre in soil before sowing in endemic areas
ASKING ABOUT PRECAUTIONARY SPRAY IN GROUND NUT FOR SUCKING PEST,-
Asking about Top dressing fertilizer application of Groundnut,Recommended for apply Gypsum 80kg  Borax 5kg  Neem cake -10 kgacre
GROUND NUT ROOT ROT MANAGEMENT,RECOMMENDED TO SPRAY CARBENDAZIM   3  GRAMS PER LITRES OF WATER
FARMER ASKED ABOUT SUCKING PEST ATTACK IN GROUND NUT CROP,-
tobbaco catter pillar in ground nut,recommended novaluran 350 ml per acer
TELL ME ABOUT NUTRIENT MANAGEMENT IN,90   6  8
ask for gnut ferilizer,suggest:give sulpher fertilizer
TELL ME CONTOL OF WHITE GURB IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
RED TERMITES IN GROUNDNUT FIELD,RECOMENDED TO APPLY CHLOROPYRIPHOS DUST 10KG PER ACRE WITH 20KG OF SAND TO CONTROLL RED TERMITES IN GROUNDNUT FIELD
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,75   45   3
controll in tika dissease,mencojeb 2 gm per liter water ka spray
Farmer asked about fertilizer dose in groundnut,Humic acid - 15 to 20 gram per pump
Asked about water management in groundnut field after pegging stage,:        :
Ask about groundnut leaf yellow chlorosis problem,10  12
Ask about sucking pest problem in groundnut crop,3
Asked about Groundnut fertilizer management,Recommended for spray TNAU Groundnut rich 220kg  acre
SEED TRATMENT IN GROUND NUT,RECOMMENDED TO SEED TEATMENT WITH CARBENDAZIM  3 GRAMS  ACRE
Asking about Herbicide spraying days for Groundnut,:     : 3-5
Asked about stem rot management for Groundnut,:       :  1  20
wilt in gnut,recomended coc 3gmlit water
ask about larva problem,Suggested: profenofos 40  cypermethrin 4 mix available in market 15 mlpump spray
Farmer asked Fertilizer dose information of Groundnut crop,l        SSP 150      24
LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Farmer asked Larvae control information of groundnut,SC 7-8            EC        -
RAT PROBLEM,Use of Zink Sulphate Tablet
TELL ME ABOUT THE CONTROL OF INSECT IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Weather Forecast,no possibilty of rain
FARMER ASKED ABOUT FOR CONTROL ATTACK OF CATERPILLAR ON GROUNDNUT CROP,:-           SG-
Asking about Disease management in Groundnut,Recommended to spray Pseudomonas fluorescence 5 gram  liter of water
TELL ME PEST CONTROL OF GROUNDNUT,USE CARBOFURAN 3 G 25-30 KG PER HA
Micronutrients management in soil,90 WDG-                   3 kg
Ask about weed control informationSuggested:,Do not use any kind of weedicide after germination of crop
Information about control of chewing type insectin Soil in Groundnut crop,03 GR 8
LEAF WEBBER IN GROUNDNUT,SPRAY TRIAzophos 25ML PER 1LTR WATER
ask about castor wilt,I suggested to spray mancozeb 30-35 gmpump
APHID IN GROUNDNUT,SPRAY ACEPHATE 2G PER 1LTR WATER
Farmer Asked sucking pests control information of  groundnut,WG   WS 8
groundnut seed rate,groundnut seed rate 50kg  ac
FARMER ASKED QUERY ABOUT ON WATER MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY IRRIGATION ON FLOWERING STAGE IT IS CRITICAL STAGE
ask for larva prob in ground nut,use cypermethrin 10 mlpump
LEAF EATING CATERPILLAR IN GROUND NUT,LEAF EATING CATERPILLAR IN GROUND NUTRECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
Farmer needs information regarding weed management of Groundnut crop,-           10
Weed management in ground crop,Nirai gudai karaye
TELL ME NUTURMENT MANAGEMENT IN GROUNDNUT,SPRAY MICRO NUTRIENT 4 GLIT WATER
root problem in groundnut,bavistin 200 gram per liter water sprey
Farmer wants to know about how to control weeds in moong fali crop,Recommended for before germination use pendimethilin 1 kg at 500 liter of water per hactayer
GROUND NUT SOWING TIME,JUNE - JULY CAN BE SOWN
TELL ME ABOUT  INSECT CONTROL IN GROUNDNUT,25   2
TELL ME COLER ROT DISEASE CONTROL IN GROUNDNUT,TRAICODERMA 25KG HECTAR IN FYM 100 KG
Asking about chemical pesticide and Humic acid mixing using same time Groundnut Crop,:                 :     15
TELL ME ABOUT FROST SAVING GROUNDNUT,80  2
Asking about suitable Groundnut varieties for Perambalur district,:      : TMV 7 VRI 2 VRIGn 6TMVGn 13
TELL ME ABOUT INSECT CONTROL IN,-- 50    15
IRON DEFICIENCY,RECOMMENDED TO SPRAY FERROUS SULPHATE 5 GRAMS CITRIC ACID 2 GRAMS1 LITRE OF WATER
Leafs are turning Yellow with Black round patches,Details
FARMER ASKED QUERY ABOUT ROOT GRUB MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY CARBOFURAN 3G GRANULES 8-10 KGACRE
Groundnut plant protection,Carbendazim-2gmlit
GROUND NUT WEED MANAGEMENT,GROUND NUT WEED MANAGEMENTRECOMMENDED TO SPRAY PENDIMETHALIN 1 LITRE 200 LITRES OF WATER ACRE
TELL ME  SEEDS TREATMENT  IN GROUNTNUT,USE CARBENDAZIM 2 GM PER KG SEED
VARIETIES,SB 11 JL 24
Farmer asked about fertilizer information in groundnut crop,8  10
Information about weather,Kisan bhai aapke shetra mein 6 september se 8 september mein barish ki sambhavna hai
Asking about top fertilizer management for groundnut,:         :  2
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT PLANTS,SPRAY THIOPHANATE METHYL 70 WP  1 GMLIT OF WATER
Aphids control in groundnut,recommended for Spray dimethoate 2 mllit of water
rec fertilizers,n p k
THRIPS OF GROUNDNUT,MITHAIEAL DEMOTON 25 EC  2 GRAMPER LITER
Asked about pod rot in groundnut,:     :    5
plant protection,Chlorothalonil 02
ASKED ABOUT FERTILIZER SPRAY ON GROUNDNUT,- 30 15
top dressing fertilizer management for groundnut,Apply gypsum 150 kg  ac
FRUIT BORER IN GROUNDNUT,RECOMMENDED SPRAY CHLOROPYRIPHOS 2MLLIT
Ask about How to make Agniashtr for control Larvae,-            -    -        -
ASKED ABOUT THE PLANT PROTECTION,Reccomended to spray chloropyriphos 2mlltr
call from mp,suggested
Please give me weather information,Shrimanji aapke shetra me dinank 456 july ko bhari barish hone aur 78 july ko halki barish hone ki sambhawna hain
Farmer asked Larvae control information of groundnut crop,0    EC
Asking about groundnut stem rot managment,25
ATTACK OF WHITE FLY  Caterpillar,Profex super 30 ml Actra 5 gm15 Lit of Water
WEATHER REPORT,WEATHER REPORT90CHANCES OF RAIN IN YOUR TALUK
ASK ABOUT CONTROL OF LARVAE,Suggested: Quinalphos 25 EC 30 mlpump spray
GROUNDNUT WEEDMANAGEMENT,RECOMMENDED TO SPRAY QUIZALOPOP ETHYLTARGA SUPER 400 ML PER ACRE
Asked about leaf caterpillar management in groundnut crop,:     :  2
Information about control of white grub in groundnut crop,--                  04 WW GR   7  8
ask about groundnut,suggest qunalphose 30mlpump spray
groundnut root rot management,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
TELL ME NUTREINT MANAGMENT IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
ground nut me zipsum kee jankaree de,zipsum ka pryog kre
FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT  25 KG UREA  SSP 50 KG  ACRE
Dose of pendimethalin,1000ml per acre
Ask about yellowing Leaves information in Groundnut crop,8-10
tell me sowing time  in ground nut,JUNE MONTH sowing time  in ground nut
groundnut root rot management,recommended for soil application of Trichoderma viride 1 kgacre  mixed with 20 kg FYM
plant protection,Recommended IMIDACHLOPRAID SPRAY
HELIOTHIS AND HELICOVERPA,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
Asked about Groundnut sucking pest management,:      :  - 2
