QueryText,KccAns
groundnut affected by root borer,give quinalphas 15 4-5kgbigha
TELL ME VARAITIES OF MUSTERD,PUSA BOLDLAXMIKRANTI
FUNGAL ATTACK,RECOMMENDED PROPICONAZOL 200MLACRE
leaf miner control in Groundnut,recommended for spray dimethoate 2mllit of water
asked about gnut wilting,spray redomil gold 25 gm 15 liters of water
Asked about Root rot disease management in groundnut crop,:         :   1  25
Govt Schemes- Drip Irrigation subsidies,50-60  subsidies loan please  visit nearer nationalised bank
Ask about How to make a five-leaf boil for Sucking pest control in ground nut,-
Asking about Pest  disease identification in Groundnut,:      :
TELL ME PEST CONTROL IN  GROUNDNUT,DUSTING OF METHYL PARATHIAN 2 25 KG PER HA
GROUND NUT RUST DISEASE MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
FARMER ASKED ABOUT THE CONTROL OF TERMITE IN GROUNDNUT,20   4
pest and disease,spray quenolphose and mancozeb
TELL ME PEST CONTROLE IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Asking about leaf caterpillar in groundnut,Recommended for spray profenophos 2ml  lit
Farmer asked query on Weather,:        :              33      23       8
SUKKER,SUPERCONFIDOR   05MLLT  19 ALL
TELL ME FUNGES CONTROL OF GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Farmer asked organic Fungus control in groundnut crop,-
TELL ME CONTROL OF DRY ROOT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
sowing time,15 feb
GROWTH MANAGEMENT,RECOMMENDED TO SPRAY FORMULA 4  25ML1 LITRE OF WATER
Asking about tobacco caterpillar in groundnut,Recommended for spray Profenofos 2ml  lit
ask for groundnut root rot information,suggest: drenching with 40gm blue copperpump
yellow colore on nut surface,mancozeb 25glit jole  grade-5 2glitaminose 1mllit spray karunpare phone karun
time of gypsum application in ground nut,recommended to apply gypsum 200 kg per acre at 45 days
ASKED ABOUT TO INSECT CONTROL IN   GROUNDNUT,5   1     3
ASKED ABOUT VARIETIES OF GROUNDNUT,INCOMPLETE CALL
Ask about Variety of Ground nut,-37-
TELL MEROOT ROT DIEASE CONTROL IN GRONDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
SEED TREATMENT OF GROUNDNUT,2 GM MENCOJEB 4 ML CHLOROPYRIPHOS20 GM RHIZOBIUM PER KILOGRAM SEED TREATMENT
FARMER ASKED QUERY ON VARIETIES OF GROUNDNUT,RECOMMENDED VARIETIES OF GROUNDNUT ARE KHADIRI-6 KHADIRI-7 BOLDKHADIRI 8 BOLDKHADIRI AMARAVATHI KHADIRI HARITHANDHARA
Farmer asked about seed rate and varieties of groundnut,-                    :
Farmer asked query on Disease Management in GROUND NUT -ROOT ROT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
TELL ME INSECT CONTROL IN GROUNDNUT,5     2-3
farmer asked query about root rot management in groundnut,--RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
LEAF ROT IN GROUND NUT,SPRAY SAAF 2 GM 1 LITRE OF WATER FOR LEAF ROT IN GROUND NUT
GROUNDNUT STEM ROT MANAGEMENT,GROUNDNUT STEM ROT MANAGEMENT :  RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
TELL ME INSECT ONTROLE IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Late leaf spot in groundnut,Recommended for spray Chlorothalonil 2g lit of water
pod borer management in groundnut,pod borer management in groundnut : RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
moongfali ki hectare ki dar se beej ki matraa,moongfali ki 120 kilogram matraahectare ki dar se buwai kar sakte hai
FERTILIZER IN GROUNDNUT,FERTILIZER IN GROUNDNUT - DAP  35 KG  UREA  4 KG  MOP 27 KG  ACRE
TELL ME NUTRIENT MANAGEMENT GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME MANURE AND FERTILISER IN GROUNDNUT,- SULFAR  35
MOONGPHALI ME DEEMAK LAGA HAI KYA KARE,20 EC
ask for gnut white grub,suggested chlorpiriphos 50 ml  pump
TELL ME ABOUT CATERPILLAR CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
stemrot in groundnut,recommended for apply trichoderma biocontrol 1kgac mixed with FYM
SEASON OF GROUNDNUT SOWING,15 JANEWARY - 15 FEBRUWARY
FOR BETTER GROWTH AND YIELD IN GROUNDNUT,RECOMMENDED FOR SPRAY VIPUL BOOSTER 10KGACRE FOR BETTER GROWTH AND YIELD IN GROUNDNUT
ROOT ROT,REDOMIL MZ 25GM1LITRE OF WATER
Asking about Tobacco caterpillar in Ground nut,Recommended for spray Profenophos 2 ml teepol 1 ml litre of water
tell me root rot control in groundnut crop,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
asked about variety of ground nut,variety of ground nut - SB-11  PHULE PRAGATI
Asked about Plant Protection,Recommended to spray super confidor 05 mili per liter of water
TELL ME INSECT CONTROL IN GROUNTNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
sucking pest,spray phosalone 2 mili per litre of water
farmer inquired about control measure for caterpillar attack on groundnut,to control caterpillar attack on groundnut Spray Chloropyriphos 30ml15 Lit of Water
Farmer asked Fertilizer dose information of Groundnut crop,10
Asking about Aphid and Leaf miner management for Groundnut,:     :  2  1
Farmer asked query on Weather,jodhpur   balesar      LIGHT                   33    25     9
Farmer want to know information about fertilizer  schedule in groundnut,--                                  hac
asked about information ground nut,phule pragati  dhanlaxmi van lagvad kara
TELL ME WEATEHR INFORMATION OF JHALAWARD DIST,THREE DAYS RAINFALL
ask for gnut fungus problem,suggest:bavistin 30 gmpump dranching
bio fertilizer detail,apply rhizopium
weedb management,spray persuit 2mllitre
ask about fertilizer management in gnut,I suggested in gnut do not apply urea after 30 days of sowing
ask about white grub in groundnut,I suggest clorpiriphos 4 liter per ha
LEAF  SPOT IN GROUNDNUT,RECOMMENDED TO APPLY MANCOZEB 75WP 2GM IN 1 LITRE WATER TO CONTROL LEAF  SPOT IN GROUNDNUT
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN ground nut,RECOMMENDED TO APPLY CALCIUM NITRATECN- 1KGACRE200LIT OF WATER
TELL ME INSECT CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
Asked about groundnut sucking pest management,recommended for spray Fipronil 1 ml  litre of water
weed management in groundnut,weed management in groundnutplough the field properly
asked about attack of stem rot,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
KALAHASTHI MELODY MANAGEMENT IN GROUNDNUT,KALAHASTHI MELODY MANAGEMENT IN GROUNDNUT : RECOMMENDED TO APPLY CARBOFURAN GRANULES  6 KGS PER ACRE
TELL ME PRE CONTROL WHITE GURB,USE QUINOLPHOS 15 DUST 5 KG PER BIGHA MIX IN SOIL
POD BORER MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY AMBITION 250 ML PER ACRE
Asking about Groundnut top dressing fertilizer management,:      :    30    5
Attack of white grub in ground nut crop,white grub in ground nut-By Drip Chloropyriphos 300 ml
ASKING ABOUT FERTILISER DOSE,APPLICATION OF UREA 20 KGACRE
TELL ME GROWTH IN GROUNDNUT,1ST IRRIGATION IN GROUNDNUT 20-25 DAYS
Asked about plant protection in  groundnut,--Recommended to spray        Thiamethoxam    05g lit of water
TELL ME ABOUT BLACK ROOT CONTROL  OF  GROUNDNUT,--       250
pest,dimethioate 15 ml  liter
FERTILIZER DOSE OF GROUNDNUT,FERTILIZER DOSE OF GROUNDNUT-- NITROGEN 8KGPOTASH -16 KG AND PHOSPHORUS -16 KGACRE
groundnut root rot management -,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER orRECOMMENDED TO DRENCH  CARBENDAZIM MANCOZEB  2 GRAMS  1 LITRE OF WATER
Tobacco caterpillar in groundnut,recommended for spray Quinalphos  2mllit of water
Farmer asked fungus control information in Groundnut crop,EC 30
Farmer asked fungus control information in groundnut crop,WP
FUNGUS IN GNUT,CARBENDAZIN 300  GRAMBIGHA
asking about cut worm control in groundnut,Recommended for spray profenophos 2 ml   liter of water
ask about seed treatment,recommended cloropyriphos 20mlkg seed
WHITE FLY ATTACK IN GROUND NUT,DIMETHOATEROGAR   ROGARIN  400MLACRE
Attack of Leaf Miner,Spray Neem Solution 20 ml10 Liter of Water
nematode in groundnut,apply carbofuran 3 - 5 kg  ac
variety,kadiri 4 kadiri5  kadiri 6
gross in musterd,koi dava nahi hai
ASKING ABOUT GROUNDNUT LEAF SPOT MANAGEMENT,RECOMMENDED- SPRAY CARBENDIZIUM 1GML OF WATER
Ground nut weed management at 60 DAS,DO NOT SPRAY ANY HERBICIDE  AT 60 DAS
varities of groundnut crop,you can sowing groundnut varities like tg 24tpg -41
Ask about sucking pest in ground nut crop,WG -
Ground nut rich spray,Recommended for spray TNAU GROUNDNUT RICH 2 kg  acre
TELL ME CONTROL YELLOW LEAVES OF GROUNDNUT,SPRAY FERASH SALFET 5GMLITTER WATER
ask for groundnut fertilizer  after 60days,provided informaton about it
Asking about leaf caterpillar management in groundnut crop,:     :    4    10  10
TELL ME  INSECT CONTROL IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Ask about blank pod in ground nut crop,-    -
FARMER ASKED QUERY ABOUT DOSAGE OF AGRIMINIMAX DOSAGE,RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS PER LITER
Asking how many irrigation reqired in summer gnut  crop,I suggested to 6 to 8 irrigation required in whole season
BETTER FLOWERING IN GROUND NUT,RECOMMENDED TO SPRAY FANTAC PLUS   1 ML PER 2 LITER OF WATER FOR BETTER FLOWERING IN GROUND NUT
want to know about weather report,possibility of lightly rainfall in the date of September 13 to September 17
Farmer asked about jassids problem in groundnut,WG
TELL ME ABOUT WEED MANAGEMENT ON GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
I IRRIGATION IN GNUT,25-30 DAYS AFTER SOWING
groundnut weed management,recommended for spray Imazethapyr 300 ml  acre
tell me pest control in groundnut,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
ABOUT MANAGEMENT OF THE ROOT GRUB IN GROUND NUT,RECOMMENDED TO APPLY PHORATE GRANULES THIMMETFORATEX YAMMET 5 KG PER ACRE
attack of white grub in groundnut,use phoret 4 kg  acer for soil application  controlling white grub in groundnut
FERTILIZER DOSE,1 BAG DAP  MAHADHAN KRANTI 10 KILO  JYPSUM 50 KILO ACRE
LEAF CURL AND STEM ROT,TATAMIDA 1ML3LTSAAF 2GMLT
Farmer wants to know information about weed management  in   groundnut crop,40              -
tobacco cater pillar management in ground nut,RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ml 200 LITERS OF WATER   ACRE
Asking about Tobacco caterpillar  leaf spot in groundnut,Recommended for spray profenophos 2ml  Carbendazim 2 g litre of water
WANT TO KNOW ABOUT FIELD PREPARATION AND SPACING FOR GROUNDNUT CULTIVATION,RECOMMENDED SPACING FOR GROUNDNUT 30 CM X 15 CM
Asked about Leaf miner and Thrips management for Groundnut,:         : 2   1        4  10
Ask about Bio-fertilizer use in Groundnut,650
Weather information for groundnut crop,There is no possibility of rain in your area this week till October 14
general information,recommnded micronutient n acataf spray
TELL ME BLIGHT CONTR0L IN GROUNDNUT,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER
Farmer asked termitewhite grub control information in groundnut,EC         GR
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY  ZINC SULPHATE  2 GRAMS  1 LITRE OF WATER
TELL ME  SUBSIDY ON SOLAR PLANT,SUBSIDY ON SOLAR PLANT70 OF TOTAL COST
TELL ME BORER CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
groundnut disease,spray emidachlopride 1ml2lt of water
Asking about weather forecast,In This Week Weather is Partly Cloudy No Possibility of Rain
Farmer asked Army worm Problem in groundnut crop,400
HOW TO CONTROL GROUNDNUT CONTROL,FORAT OR CARBOFURON 3-4KGACRE  USE ROOT PEST
Information about Termite problem in Groundnut crop,50 EC  1
Asked about Pest management in ground nut,suggested  to apply redomil mz  2g per lit of water
Thrips management in groundnut,Recommended for spray Dimethoate 2ml  lit
ZYPSUM DOSE,100KG ZYPSUM PER ACRE
leaf caterpillar in groundnut,recommended for spray of Quinalphos at the rate of 2 ml in 1 litre of water
SESAME VARIETIES,SESAME VARIETIES--AKT-101WESTRAN 11
TELL ME SOWING TIME OF GROUND NUT,SOWING TIME OF GROUNDNUT 1 APRIL TO 15 JUNE
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT CROP,- ::
WEED MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY IMAGITHFIR PURSUIT  10 300 MLACRE
Farmer asked  Fertilizer dose information of Groundnut crop,-   110
ground nut nutrient management,recommended to apply zipsam 200  kg acre
attack of wilt on groundnut  Mar,wilt on groundnut  MarDrenching Redomil Gold 30 gmhumic Acid 30 mlMephonaxonmancozebsyngnt
FARMER ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT CROP,-                 - :: -
Farmer asked query on Weather,5                   22
Ask about fertilizer dose in groundnut crop for better growth,-
leaf spot in groundnut,recommended for the spray Mancozeb 2gmlit of water
YELLOWING IN GROUNDNUT,USED SULPHAR 1KG  BIGHA
Ask about fungus problem in groundnut crop,12    63  WS      WP -
TELL ME,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
Ask about contact number of  anubhav seeds in AAU,GG-       TG- -AGG -  TPG- TG-  GAUG-  TAG-  SB-
TELL ME WHITE GRUB IN GROUND NUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked seed treatment of fungus problem in groundnut crop,WP -
seed treatment of groundnut,To protect the crop from diseases that are contaminated with seed and disease 5 gms of thiram per kilo or 2 gm of carbendenzim or 3 gm of mencozeb or 5 g of trichoderma organic fungicide
Farmer asked Aphid problem in GROUNDNUT crop,WS 8
Farmer needs information regarding control of rodents attack in groundnut crop,Recommended for to control of rodents attack in groundnut crop apply zinc phosphide in field
groundnut weed management,spray imazaithapyr 250 ml  lit of water
application of zypsum,application of zypsum  200kgacre
what are cantrol of Zinc deficiency of ground nut,Zinc deficiency: Apply 25 kg ZnSO4ha as basal
WEED MANAGEMENT IN GROUNDNUT,SPRAY TARGA SUPER 2 ML IN 1 LITRE WATER FOR WEED MANAGEMENT IN GROUNDNUT
FARMER ASKED ABOUT ATTACK OF CATERPILLAR ON GROUNDNUT,-     20 WDG     -  -
Farmer asked Varieties information of Ground nut crop,--
ASKING ABOUT PLANT SPACING OF GROUND NUT,RECOMENDED SPACING OF GROUND NUT 30 X 10  CM
water management for groundnut field,at the time of flowering irrigation is must
root rot in groundnut,apply 3 gram copper oxy chrloride with 1 liter water for root rot in groundnut
want to know about weather report information,cloudy Weatherrain and drizzles in the date of august 1 to august 6
termites,chloropyriphos 2mlltr
Groundnut nutrient management,recommended for spray Humic acid 4 ml  litre of water
Farmer asked query on Weather,5                  35    30
FARMER ASKED ABOUT FERTILIZER APPLICATION OF GROUND NUT,-                    -
Diseases and prevention groundnut,- -  2
Varieties of ground nut,G G -3 TG 26 JOATY
ask for gnut infiormation,suggest: i give  information about it
Ground nut spray,Recommended for spray Groundnut rich 2 kg  acre
Asked about  pest management in Groundnuit,Suggested carbofuran 5kg per acre
vraytai of groundnut,gg-20 tg 37-a
TELL ME CONTROL OF TERMITE IN GN,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA
ask for gnut larva,suggest:cypermethrin 15 mlpump
Asking about Wild boar control in Groundnut field,:     :1: 5
--TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,2
TELLME BLACK ROT CONTROL IN GROUNDNUT,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
VARIETIES OF GROUND NUT,VARIETIES OF GROUND NUT: SMUTI JAVAN KISAN
ground nut stem rot,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
insects in ground nut,recccommeded acephate 1 gram per lit
tikka disease,kocide 20 gm 15 ltr water
TELL ME YELLOW COLOUR IN,SPRAY OF ZINK SULPHATE  5 GRAM  COPPER OXICHLORIDE 3 GM PER LITER WATER FOR YELLOWING LEAF CONTROLE IN GROUNDNUT  CROP
Asked about Weed management for Groundnut,:    : 20 -30
colar root in groundnut,for callar rot control in groundnut trichoderma 25 kg per ha with 100 kg fym
Asking about Rodent control in Groundnut,:   :   2       bromadiolone
ask anout planting material,suggested GG 20 and 22 number
ask about gnut larva,I suggested to spray quanalphos 30 mlpump
ask for gnut white grub,suggested chlorpyriphos 50 ml  pump
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,USE QUINOLFOS 25 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
leaf blight in ground nut,Recommended for spray chloropyriphos 2 ml Mancozeb 2 gram litre of water
ground nt fertilizer appilicatiuon,zypsum 200kgacr
Farmer needs information regarding herbicide in soybean crop,-                       -
TELL ME WEATHAR  INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS
Attack of Caterpillar,Spray Chloropyriphos 25 ml15 Liter of Water
ask for gnut grub,suggest chlorpryphos 30mlpump
ask ofr groundnut larva problem information,suggest:spray quinalphose 10mlpump
Ask about fungus control in ground nut crop,EC -
Ask about irrigation in groundnut,-
farmer want to know information about how to control sucking pest in groundnut  crop,SPRAY OF DAIFENTHURON 12-15 ML PER PUMP
farmer asked about post emergent weed management in ground nut25 days after sowing,recommended to go for manual weeding
preventive measures for pest control in groundnut,spray neem ark 30 ml  15 liter of water for controlling sucking pest on groundnut
Asked about plant protection in  groundnut,suggested that to spray profenphos 2ml in one liter of water
Asked about Plant Protection in groundnut,Recommended to spray:- Mancozeb  2glit of water
Nutrient management in grundnut,kisan bhai 13 kg zinc sulfate prati ekr ki dar se daale
seed treatment,seed treatment -Thiram 45 gm1 kg seed
groundnut,Super Confidor-05mllit-spray
attack of fruit borer,Spray Proclaim 5gm15lit of Water
tikka disease on groundnut,kocide 20 gm15 ltr water
weedicide in groundnut,use parshut as a weedicide in gr nut
VARIETY,PHULE PRAGATIIKOPARAGAON-1SB-11 TAG-24
Farmer asked Larvae control information of Groundnut crop,30
ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT groundnut,4 ML
attack of white grub in groundnut,give phoret kg acer for soil application for controlling  white grub in groundnut
GROUND NUT ZINC DEFICIENCY MANAGEMENT,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM 1 LITER OF WATER
CONTROL OF LEAF CUTTERPILAR IN GROUNDNUT,SPRAY EMAMECTIN BENZOYET  05 GM  LIT OF WATER
Asking about top dressing in Groundnut,Recommended for apply 6 kg Urea  12 kg  Potashacre at 25 days
ask for groundnut wh,sugg to acephet 50  sayparmethin 5 ec 15 mili  pamp spre
ASKED ABOUT TO  WEED CONTROL IN GROUNDNUT,GROUNDNUT        30     25
TELL ME CUT WORM CONTROL IN,145   1               2
Asking about caterpillar management in groundnut,:      :       3
LEAF CURL IN GROUNDNUT,SPRAY QUINALPHOS 2 ML IN 1 LITRE OF WATER FOR LEAF CURL IN GROUNDNUT
ground nut me leaf roll ki problem hi,combi plus 1 glit water
FLOWER DROP in Groundnut,SPRAY PLANOFIX 3 MLBayer 15 LITER WATER
TELL ME ABOUT WEATHER,NO RAIN POSSIBILITY UPTO NEXT 2-3 DAYS
Farmer asked Irrigation Management details of Groundnut crop,-       -
Farmer asked green larva Problem in Groundnut crop,SC 7-8
Farmer asked fungus control information of groundnut,magfali
weed management in groundnut field,recommended for spray pendimethalin 3rd day after sowing
Asked about caterpillar and whitefly management in groundnut,:       : :        15
TELL ME CATERPILLER CONTROL,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Asking about jewel beetle in ground nut,:    :  2
ask for gnut irrigation information,I suggested to give at 22 days
GROUNDNUT STEM ROT DAMAGE,RECOMMENDED TO SPRAY MANCOZEB M-45 2 GRAMLITER WATER
Asking about Groundnut root rot management,Recommended for soil drenching carbendazim 2 g  litre of water
groundnut nutrient management,recommended for spray groundnut rich 2 kg 200 litre of water
ask about weed management in groundnut at 70 das,Prachi     data
groundnut fetilizers,jipsam 5 bag par acar
Early leaf spot in groundnut,recommended for spray Chlorothalonil 2glt
Asked about plant protection in groundnut,Neck rotThe neck region of the plant with black colour gradually such plants withersRecommended to spray SAAF 2 gram per liter of water
Asked about groundnut leaf feeder management,:      :  2     1  1
LEAF CURL IN GROUNDNUT,RECOMMENDED FOR APPLY ACEPHETE 1GM LIT WATER FOR CONTROL OF LEAF CURL IN GROUNDNUT
GROUND NUT SEED TREAT MENT,3 GRAMS OF CARBENDAZIM  BAVISTIN DEROSAL CARBENDAZIM PER KG OF SEED
JASSIDS IN GROUNDNUT,RECOMMENDED TO SPRAY METHYL DEMETON 25EC - 2 ML PER LITRE WATER TO CONTROL JASSIDS IN GROUNDNUT
TELL ME SEED TREATMENT OF GROUNDNUT,TRICODERMA 6GRAMKG SEED
FARMER ASKED ABOUT SEED TREATMENT IN GROUNDNUT,2
wilting of groundnut plants,spray bavistin 15 gm  15 litter of water for controlling wilt in groundnut
FARMER ASKING ABOUT SEED RATE OF GRONDNUT,-
tell me about pest control in groundnut,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
asked about collar rot management in groundnut,:       :    2  1
fungal attack,recommended blitox 30g2gplantamycin10liter
FARMER ASKED ABOUT THRIPS ATTACK ON GROUNDNUT CROP,-::-
Asked about sucking pest management in ground nut,Suggested that spray chloropyriphos 2 ml per liter of water
tell me variety of groundnut,variety of groundnut chitra m-13rg-41
ask about fungal infection,mancozeb 25 gram per pump and to spray
FARMER ASKED ABOUT Attack of White Fly ON GROUNDNUT,-  15
Farmer asked query on Weather,5              5
GROUNDNUT SHELLING MACHINE PRICE,2LAKHUNIT-GROUNDNUT SHELLING MACHINE PRICE
Asking about Groundnut foliar spray application,Recommended for spray TNAU groundnut rich 2 kg  200 lit of water  acre
FARMER ASKED ABOUT BLIGHT CONTROL IN PEA NUT CROP,30  15
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -
GROUNDNUT FERTILIZER,APPLY ZYPSUM 150KG  AC
TELL ME CONTROL OF TIKKA DISEASE IN GROUNDNUT CROP,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
FARMER ASKED ABOUT TO FERTILIZER IN GROUNDNUT,7  8
ASKED ABOUT WATER MANAGMENT ON GROUNDNUT,-                                             -
ZINK DEFFICENCY IN GROUNDNUT,SPRAY 5 GM ZINK SULPHET25GM BHUJA CHUNAL WATER
Asked about availability of biofertilizers information,:       :
ATTACK OF WHITE GRUB IN GROUNDNUT FIELD,DRENCHING OF CHLOROPYRIPHOS 2 ML PER LITER
GROUNDNUT POD BORER,GROUNDNUT POD BORER:RECOMMENDED TO SPRAY NOVOLURON 200MLACRE
For foliar and vegetative growth in Groundnut,Recommended to spray Multi-K 75gm per litre of water for foliar and vegetative growth in Groundnut
Ask about variety,Suggested: GG-34
Tobacco caterpillar in groundnut,recommended for the spray  : Dichlorvos 2mllit od water
tobacco caterpillar control in groundnut,Recommended for spray profenophos 2 ml  acephate 2 g liter of water
ground nut fertilizer management,recommended for apply  gypsum 80 kg  borax 4 kg  ac
TELL ME ROT ROOT IN GROUNDNNNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
gnut varieties,gnut varieties  - t a g 24  t g 26
Farmer asked White Fly problem in GROUNDNUT crop,SP
FARMER ASKED ABOUT CONTROL OF APHIDS ATTACK ON GROUNDNUT CROP,-             -
termites in groundnut,soil drench with chloropyriphos 4 ml per litre water
micro nutrient deficiecny in ground nut,spray  agromin max  5gr  lit of water
ASKED ABOUT TO USE OF GYPSUM IN GROUNDNUT CROP,--       250
Asked about aphids management in groundnutprofenophos,:     : :     2
groundnut fertiliser management,apply 150 kg Gypsumac
ask for gnut weediside,suggested targasupar 30 gram par pamp
leaf crul in groundnut,SPRAY IMIDACLOPRID 178 SL 05 MLLTR WATER
groundnut me deemak,15 litre chloropyriphos 20 ec  acre  sichiai ke pani ke sath dijiye
FARMER ASKED ABOUT  VARIETY OF GROUNDNUT,:-  -
TELL ME ROOT BORER CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
Asking about Groundnut Seed Treatment information,:     :       4    10
farmer asked about control sucking pest on ground nut,-     SC
varieties of graound nut,varieties of graound nut  daftari  tag - 24  sb 11
Asking about Herbicide spray for Groundnut,:     : 3-  15 -20
leaf folder in groundnut,recommended for spray chloropyripos 2ml liter
--ASKED ABOUT TO NUTRIENT MANAGEMENT  GROUNDNUT,33 5   10
fertdose in gnut,fertdose in gnut - 1 bag urea  1 s s p  50 kg gypsum acre
TEL ME FOR CONTROL OF TERMITE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME MICRO NUTRIENT MANAGEMENT in groundnut,SPRAY OF MULTIPLAX MICRONUTRIENT 3-4 ML PER LITER WATER
asking about control of sucking pest in groundnut,SPRAY   THIACLOPRID 217 SC  1 ML  3 LIT OF WATER
pest,monocrotophos 2mllt of water
Farmer asked query on Weather,CLOUDY WEATHER  NO CHANCE OF RAIN IN YOUR AREA
Tikka Leaf spot,Spray Chlorothanolin  2gm in 1 liter water
ASKED FOR:peanut yellowing of leaves,ASKED FOR:peanut yellowing of leavesRECOMMENDED:spray saaf 2glt of water
caterpillar in ground nut,recommended for spray Chlorantraniliprole 05 mllt
Asking about groundnut foliar application,:       :         2  200
Asked about dharani groundnut variety information,Query: Asked about dharani groundnut variety information Ans: Recommended for 2980 kgha  suitable all season
disease,imidachloprid 2 ml  liter
ask for groundnut seed treatment,i sugg to rizobium cultur
groundnut variety,groundnut variety SB 11  TAG 24
ASKING ABOUT CONTROL OF,RECOMMENDED FOR SPRAY   MANCOZEB 75 WP  25 GM  LIT OF WATER
Asking about root grub management in groundnut,:       :   25     25
ground nut varieties,ground nut varieties :  RECOMMENDED FOR KADIRI-4 NARAYANI  TAG-24 VARITIES
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY CALCIUM NITRATECN- 1KGACRE200LIR OF WATER
groundnut seeds,contact rsk
groundnut seed treatment,groundnut seed treatment : recommended to apply imidacloprid 5 grams per kg of seed
sarso ki patti laal per rhi hai,micronutrient 5 gram liter of water
Ask for the weed control management,suggest: not use weedicide in any stand crop
Farmer need information regarding control measures of fungal attack in gronudnut crop,40    2    15
Farmer asked query on Weather,5                    20  22
as basal dose of fertilizer for groundnut -,Advised to give spacing for ground nut - row to row - 25 cmplant to plant-10 cm
weedicide in gnut  25 DAS,imazithafir 2 mllt
ASKED ABOUT GNUT MARKET RATE,GNUT-
