QueryText,KccAns
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY OF MULTIPLAX MICRONUTRIENT 4 ML PER LITER WATER
About Information of Fertilizer in Groundnut crop,- 6      - 8     10
TELL ME ABOUT WHITE GARB CONTROL  GROUNNUT,25   4
ground nt sowing time,ground nt sowing time - oct-nov
ask for gnut clorosis,hirakasi no powder 100 gm  limbu na ful 10 gmpump
top fertilizer management for groundnut,apply gypusm 150 kgac
asking about Bud necrosis in groundnut,Recommended for spray dimethoate 2ml  lit
Asking about Required seed rate for Groundnut,:      :  50         58
Asking about weather forecast,This week weather is cloudy and light to moderate possibility of rainfall
Information about fertilizer use in ground nut crop,10
ROOT ROT,SAAF 2G IN 1LTR WATER
asked about variety of ground nut,variety of ground nut - phule RHRG-6021
fertiluizer for G NUT,USE YURIYA 25KILOEKAR
ask for the caterpillar attak in the gnut,I suggested for the avaunt-10 gmpump as a spray
FARMER ASKED ABOUT FOR CONTROL ATTACK OF APHIDS ON GROUNDNUT CROP,:-
TELL ME  WHITE FLY IN COTTON,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPARY FANTAC PLUS-100MLACRE -PGRFLOWERING
sowing season,jan- feb
root grub in groundnut,recommended for drench chlorpyriphos 2 mllit
GROUNDNUT ROOT ROT MANAGEMENT,GROUNDNUT ROOT ROT MANAGEMENT: RECOMMENDED FOR APPLY COC 30 GRAMS  STREPTOCYCLIN 1 GRASM1O LITERS OF WATER
TELL ME ABOUT WHITE GARB CONTROL IN GROUNDNUT SOWING TIME,2
APHIDS IN GROUNDNUT,SPRAY ACEPHATE 75SP 15GMLIT
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT SKY CLOUDY
asked about helicoverpa,spray thiodicarb
ground nut sucking pest,recommended to spray fipronil 400 mlacre
asked about nutrient management,apply micro nutrients mixture 5 gm per liter
pest,s per data
WHITE GRUB IN GROUNDNUT,APPLICATION OF CARBOFURAM 3G  12Kg PER ACRE
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,50 WP 250
Weather forcast for groundnut crop,kisan Bhai apke kshetra me 15-19 june tak boonda-baandi ki sambhavna hai
farmer asked about seed treatment in ground nut,recommended to treat the seed with 3 g mancozeb per kg seed  then  treat with imidacloprid  2 ml per kg seed  and treat with 8 g of Trichoderma  per kg seeds
Aphids in groundnut,Recommended for spray profenophos 2ml  lit
ABOUT THE GROUNDNUT TIKKALEAF SPOT,RECOMMENDED TO SPRAY CARBENDAZIM  200 GRAMS PER ACRE
TELL ME DISEASE CONTROL IN  GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
asked about information groundnut crop,thimate 2 kg acre vaprave
GROUND NUT ROOT ROT MANAGEMENT,GROUND NUT ROOT ROT MANAGEMENT Recommended to spray TUBUCONAZOLE  RAXIL 40 GRAM  ACRE IN 200 LT WATER
rust disease in ground nut,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
TELL ME ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF TRICODERMA VIRDI 5 GMLITER IN ROOT ZONE WITH IRRIGATION
Leaf webber infestation in Groundnut,Recommended to spray Emamectin Benzoate 5 SG 6 gm per 15 litres of water to control leaf webber infestation in Groundnut
TELL ME ABOUT STEM ROT CONTROL IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
Groundnut top dressing fertilizer application,Recommended for apply borax 4 kg  gypsum 80 kg  acre on 45 th day
ground nut leaf eating cater pillar,RECOMMENDED TO SPRAY CHLOFENPYRPHOS  INTRAPRID LEPIDO 500 ML PER ACRE
GROUNDNUT GRAM POD BORER MANAGEMENT,GROUNDNUT GRAM POD BORER MANAGEMENT: RECOMMENDED FOR SPRAY PROPINOPHOS 2 ML 1 LITER OF WATER
groundnut season,Adipattam Jun - Jul
GROUNDNUT SEASON,RECOMMENDED TO DEC15TH
TELL ME WEED CONTROL IN ISUBGOL,600 ML ISOPROUTROL PAR HEC
TELL ME TRMAIT CONTROAL OF GROUNDNUT,USE OF CLOROPAYRIFOS 20 EC 1LITER BHIGA IRRIGATION WATER
Farmer asked Aphid problem in grondnut crop,WG   WS 8
weedicide,quizolofop 1mll
APHIDS IN GROUNDNUT,RECOMMENDED TO SPRAY IMIDACHLOPRIDE 178 SL 7ML 1 LITER OF WATER
asking about groundnut top dressing fertilizer management,Recommended for apply zypsum 150kg  ac
FARMER ASKED QUERY ON     GROUNDNUT WEED MANAGEMENT,1   200
moongfali sukh rahi he kya kare,chlorpyriphos 20 EC ki 15 lit hac me balu mila kar nami me burkao kare
variety,kisan
groundnut tikka leaf spot,recommended to spray mancozeb 400grams acer
Asked about nutrient management groundnut,Suggested to spray micronutrient combination at 5 gram per liter water
Information about White grub insect problem in Groundnut crop,-4G  8 - 10
SEED TREATMENT,TREATMENT WITH 3GM THIRAM1KG SEED
Information about Plant protection in Groundnut crop,Carbofuran 3G 8
control of sucking pest attack,spraying of actra 5 gm  15 liter water
TELL ME RUST CONTROL IN GROUNDNUT,SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER
FARMER ASKED QUERY ABOUT SEED TREATMENT IN GROUNDNUT,RECOMMENDED TO TREAT THE 1 KG OF GROUNDNUT SEEDS WITH 3 GRAMS OF MANCOZED AND 2ML OF IMIDACHLROPID
ground nut nutrient management,ground nut nutrient management recommended to apply gypsum 200 kg acre
GROUNDNUT BUD NEROSIS CONTROL,DIMETHOATEROGAR   ROGARIN  400MLACRE
ASKING ABOUT GROUNDNUT LEAF EATING CATERPILLER MANAGEMENT,GROUNDNUT LEAF EATING CATERPILLER MANAGEMENT   SPRAY QUINOLPHOS 2MLL OF WATER
Asking about Groundnut Top dressing fertilizer application at earthing up,:      :  80    4
Farmer asked query on Weather,:    -     : :            38  C    26 C     9
black spots in ground nut,DRENCHING WITH 3G OF COPPER OXY CHLORIDE IN ONE LITER OF WATER
Asked about sprinkler irrigation is suitable for groundnut,:      :
WEED PROBLEM IN GROUNDNUT,RECOMMENDED SPRAY TARGA SUPER 2MLLTR WATER FOR WEED PROBLEM IN GROUNDNUT
ASK ABOUT GROUNDNUT FERTILIZER,BASAL DOSE - AMMONIUM SULPHATE  80KG  SSP 150KG
FARMER ASKED ABOUT WATER MANAGEMENT IN GROUNDNUT CROP,-          -                          -                         -
Information about weather,Kisan bhai aapke shetra mein 10 august aur 11 august mein barish ki sambhavna hai
Asked about Plant protection in GROUNDNUT,Recommended to spray Chess 50 WG  1gramltr of water
Ask about fungus problem in Groundnut crop,WP 30
growthing in ground nut,SPRAY MULTI K
TELL ME ABOUT INSECT CONTROL IN,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
Farmer asked Seed rate  information of Groundnut crop,18-20
Ask about Plant Growth Retardant Information for groundnut crop,-
asked about catterpilarr atatck,Spray Profex super 30ml15 liter of waterProfenofos Cypermethrin
GROUNDNUT WEED CONTROL,RECOMMENDED TO SPRAY QUIZALOPOP ETHYLTARGA SUPER 400 ML PER ACRE
CONTROL OF FOOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY HEXACONAZOLE 5 EC    15 ML   LIT OF WATER
Asked about Weed management for Groundnut,:     :27
Asking about control of white fly in groundnut,SPRAY   IMIDACLOPRID 178 SL  1ML   5 LIT OF WATER
TELL M TERMAIT CONTROL IN GROUNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
asking about weeds control in groundnut,Recommended for hand weeding
ask abt soil testing,suggested number
Information about in insect in Ground Nut,Chlorantraniliprole 04  GR 4
TELL ME WHITE GROU CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
groundnut nut ki sowing kab ki jati hai,july me ground nut ki sowing kar sakte hai
ROOT ROT IN  GROUND NUT,BIITEX 3G LIT WATER
Asked about leaf minor management for Groundnut,:         :10     4
weed management in groundnut,Recommended for spray Pendimethalin 1 lit 200lit of water
blight,spray of M 45 30 gm per pump
TELL ME WHITE GRUBS CONTROL IN GROUNDNUT,FIPRONIL 250 ML BIGHA
mungafali ke patti par dhabba pad raha hai,spray - Copper Oxychloride 50 WP 25 gram dawa  litter pani
FARMER ASKED ABOUT WATER MANEGMENT OF GROUNDNUT,-                         -
ask for groundut chlorosis,suggest: hirakashi powder 100 gm  leman flower 10 gmpump spray
Asking about Groundnut foliar spray application,:        :   3     2     1
ASKING ABOUT CONTROL OF POD ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
Farmer asked weed control in  gound nut crop,-- 9  EC    -     -
Farmer asked seed treatment of white grub control in Ground nut,30  FS
leaf eatter,spray carboryl 4glt
asking about market rate for cotton,recommended for Villupuram market rate : 4200RsQuintal
Dose of Emamectin Benzoate 5 SG,Dose of Emamectin Benzoate 5 SG  6 gm 15 litres of water
asking about groundnut top fertilizer management,Recommended for apply Gypsum 150kg  acre
Asked about white grub attack,Ferterra 4 kgacreChlorantraniliprole 04 GR-Dupont
Farmer asked about groundnut crop affected by fungus,-                   -
moongfali ka beej sodhan kis se kare,beej ko thirum 2 gm1 gm carbendazim 50  se upcharit kare
varieties of groundnut,recommended variety kalahasti  kadiri-69grreeshma narayani dhrani  tag-24 rohini  kadiri-9 kadiri harithdra
TELL ME ABOUT  SEED TREATMENT,TREAT SEED BEFORE SOWING  CARBENDAZIM 3 GMKG SEED AND AFTER IMIDACLORPID 3 MLKG SEED
FERTILIZER APPLICATION,FERTILIZER APPLICATION ground nut-APPLY NITROGEN 8KGPHOSPHORUS 16 KG AND POTASH
asked about information groundnut crop,phule pragati dhanlaxmi  van lagvad kara
Ask about larvae control information In ground nut,SC 7-8
Farmer asked basal soil application for pests and insects Control information of Ground NUT,GR
LEAF BURNING IN GROUND NUT,SPRAY MANCOZEB  3 GM  1 LITER OF WATER FOR LEAF BURNING IN GROUND NUT
herbicide,pershut 20ml pump
ASKED ABOUT TO  SOIL TREATMENT FOR CONTROL OF WILT DISEASE,25  100
TELL ME WEATHER INFORMATION OF JAISALMER,RAINFALL 10 MM NEXT FIVE DAYS OF JAISALMER
ASK ABT WHITE GRUB,SUGGESTED CHLORPYRIPHOS 20MLPMUP
Ask about Thrips  problem in Groundnut crop,SC
TELL ME ABOUT WEED CONTROL IN GROUNDNUT,40
rat control management in ground nut,3         8
HERBICIDE IN GROUNDNUT,HERBICIDE IN GROUNDNUT -SPRAY PURSUIT
TELL ME FUNGS CONTROLE IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Rust and Stem rot in ground nut,Recommended to spray PROPICONAZOLE 25 EC1ml per litre of water
Asking about  Caterpillar control management in Groundnut,:       :  1 5    1
HRBICIDE CONTROL,spray EMATHAPAYAR 20days after planting
ask for groundnut fertilizer dose information,suggest: apply ssp fertilizer as a basal dose application
Ask about insect problem in groundnut crop,EC
ASKED ABOUT SEED RATE IN GROUNDNUT,80-100
asking about root rot in groundnut,Recommended for Drench the soil with copper oxy chloride  25 gm  litre of water
Tell me black root control in groundnut,SPRAY OF CARBENDAZIM 2 GM PER LITER WATER
ferti dose,give DAP 1 bag
water management,8 to 10 days intervals
WEATHER,partialy cloudy no possibility of rain
TELL ME CONTROL OF WHITE GROUB IN MOTH,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME SEED TREATMENT IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED GROUNDNUT
FARMER ASKED ABOUT THE NUTRIENT MANAGEMENT IN GROUNDNUT,60    15
Farmer asked white grub control information of ground nut crop,EC 250
Asked about Foliar spray for Groundnut,:        : TNAU   2  200
Ask about blank pod  information ground nut crop,100
TELL ME DISEASE  CONTROAL OF GROUNDNUT,SPARY OF KARBENDAJIM 250GM BIGA
Plant protection in Groundnut,Kisan bhai aap Carbendazim 50 WP 200 gramacre ko sichai ke pani ke sath dale
Information about of red worm control in in Groundnut crop,3  GR  8-10
Asking about seed treatment for groundnut crop,:     :    4      10
asking about fertiliser in groundnut,i have suggest fertiliser ammoniya
Farmer asked about Fertilizer dose in Summer groundnut crop,8         -
tell me fungus control in groundnut,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
Farmer asked query on Weather,:    -      : :            34  C    26 C     5
TELL ME CONTORL OF REAF CURLEAING IN GROUNDUTE,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
VARIETEIS,AJAY
ask about ground nut tikka,i suggest spray bavistin 15 gm  pump
Asking about cut worm in Ground nut,Recommended for spray Profenophos 2 ml  Teepol 1 ml litre of water
asked about grounnut,said no need of adding any fertilizers
Information about Groundnut crop is 25 days old you can use stamp,25
upchar in groundnut,karbandazim 2 gram kg
Asking about Weed management for Groundnut,:     : 40 -45
top dressing fertilizer maangemennt for ground nut,apply 150 kg gypsum ac
asking about groundnut seed treatment,recommended for Treat the seeds with 3 packets 240 gacre of Rhizobial culture
how to control weeds in groundnut crop,spray Pendimethalin 30 EC stamp   1 litter per acre
tell me  message information,rain  fall in 5 day  in this  area
tell me first irrigation time of groundnut,25  30
Farmer asked weed control in Groundnut crop,30 EC      -  -
Ask for some problem in groundnut,Suggest: Blue copper 40 gmpump AND DRENCHING
Information about prevention of wilt in groundnut crop,3    8 -10
Attack of white grub in groundnut,500
Asked about Early leaf spot in groundnut,:       : :      2
Farmer wants to know information about how to control fungal,Recommended for to control of fungal attack spray carbandazim  mancozeb 40gmand streptocyclin 2 gram at 15 liter of water
VARIETIES FOR GNUT---,VARIETIES FOR GNUT--- TAG-24  TAG- 26
Farmer asked Heliothis Larvae Problem in Groundnt crop,EC 0
TELL ME INSECT CONTROL IN GROUNDNUT,178   1
Groundnut-Fertilizers,gypsum
variety of groundnut,tag-24  sb-11
Varieties of groundnut,Varieties of groundnut-sb-11
farmer want to know information about varieties of groundnut,chandra chitra M-13
plant protection,methyl parathion 2ml per liter of water
vaRIETIES OF GROUNDNUT,vaRIETIES OF GROUNDNUT-SB 11 TAG 24
groundnut variety,groundnut variety TMV 7 VRI 2 VRIGn 6TMVGn 13
TELL ME ROOT  ROT CONTROL IN GROUNDNUT,50   2
seed treatment of groundnut,2
beetle in groundnut,Recommended for spray malathion 2ml  lit
YELLOWING AND CURLING OF LEAF IN GROUNDNUT,RECOMMENDED TO SPRAY IMIDACHLOPRID 1ML  3 LIT WATER
groundnut helicvovepa damage,recommended to spray ima mectin benzoate 90 gram  acre
TELL ME INSECT CONTROL OF GROUNDNUT,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
groundnut nutrient deficiency,gypsum 200kg for acre
Whitefly in Seasame,Recommended for spray dimethoate 2 ml litre of water
fertiliser dose in groundnut,apply 35 kg DAP  UREA 4 kg  potash 33 kg per acre as basal fertiliser dose in groundnut
Farmer about yellowing of leaves problem in Groundnut crop,8-10    -
Asked about thrips and caterpillar management,:           :       2
Asked about plant protection in  groundnut,suggested to spray neemoil 2 ml per litre of water
IRRIGATION OF GROUNDNUT,FIRST IRRIGATION SOWING TIME  25 DAYS TO 30 DAYS BETWEEN
TELL ME CONTROL ROOT ROT IN GROUNDNUT BEFORE SOWING,USES TRICODERMA 25KG MANURE 50KGHECATER WITH IRRIGATION
tikka,m 45  25grlit
attack of tikka on groundnut,tikka on groundnut - tilt 6 ml  15 LITER WATER
TELL ME PEST CONTROL IN GOUNDNUT,QUNOLFOSH 15  5 KGBIGHA
Ask about Varieties of summer  Groundnut crop,-   -   --- -  -
tikka disease in ground nut,RECOMMENDED TO SPRAY CHLOROTHALANILKAVACH DACONIL BRAVO  400 GRAMS PER ACRE
helicoverpa,recommended larvin 300gacre
patti sikid raho hai,rogar 1ml2 lit pani me milakar spray kar de
Pre-emergence weed management in Groundnut,Recommended to spray Targa Super 3ml per litre of water 7-10days after sowing to control narrow leaf weeds in Groundnut
fertilizer dose for groundnut,advised to apply 200 kg gypsum  10 kg urea per acre
ask about haliothis control,I suggested quinalfos 20 ml10 litar water
Ask about larvae control information in groundnut,EC 30                     ppm
ground nut weed management,RECOMMENDED TO SPRAY BUTACHLOR   ONE LITRE200 LITRES OF WATER  PER ACRE
Moongfali ki prazati bataye,Moongfali ki prazati-chandrachitrakadari kausal
Farmers query about Leaf Eating Catterpillar in groundnut,--           145        -
GROUNDNUT SUCKING PESTS,GROUNDNUT SUCKING PESTS RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
TELL ME ROOT  ROT DISESE CONTROLL IN,APPLIED BAVISTIN 250 GM BIGHA  WITH IRRIGATION WATER
weather report,A moderate thunderstorm today  is likely to take place in your area
Ask about yellowing of ground nut crop,150     15
Information about monsoon,25  30   -
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,5  25
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY PENDIMETHALIN 1-125 LITREACRE
weather information de,apke yaha 1 se 3 march tak halki evam bhari barish hone ki sambhawana
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUT,SPRAY OF RIDOMIL MZMETALEXYLMENCOZEB 2 GM PER LITER WATER
TELL ME VARITIES  IN GROUNDNUT,VARITIES  IN GROUNDNUTM-13CHITRA
Farmer asked query on Weather,:   -      : :            34  C    23  C     8
LEAF CURL IN GROUNDNUT,RECOMMENDED SPRAY ACEPHATE 15GM15LTR WATER FOR LEAF CURL IN GROUNDNUT
Farmer asked about fungus problem in groundnut,100
APHIDS IN GROUNDNUT,RECOMMENDED TO SPRAY THIAMETHOXAM 25WG 7 GRAM PER 15 LITRE OF WATER TO CONTROL APHIDS IN GROUNDNUT
TELL ME CONTROL CHARCOL  IN GROUNDNUT,5    2
ASKED ABOUT TO TREATMENT IN GROUNDNUT,20  4          2
ROOT PROBLEM AND PILIYA ROG IN GROUNDNUT,BAVISTIN 300 GRAM PAR BHIGA  5 GRAM FERESH SULPHATE PER LITER SPREY
Asking about thrips  tobacco caterpillars management in groundnut,:       :      2
weather report,CLOUDY WEATHER CHANCES OF SCANTY RAINFALL
caterpiller,regent
SEED TREATMENT IN GROUNDNUT,BAVISTIN 3 GRAM  1 KG SEED
Tobacco caterpillar in groundnut,Recommended for spray Quinalphos 25 EC 2ml  liter of water
weed in groundnut,imazethapayar 10sl 1litrhac
ask for gnut white grub,suggested chlorpyriphos 30 ml  pump
FOR BLOOSMING  OF GROUNDNUT,Spray Boom flower 30mlDeviCropscience15 liter of Water
GRAM POD BORER IN GROUNDNUT,RECOMMENDED TO SPRAY CHLORPYRIPHOS 3 ML PER 1 LITRE WATER TO CONTROL GRAM POD BORER IN GROUNDNUT
TELL ME TERMITE CONTROL IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
Attack of Caterpillar on groundnut,Attack of Caterpillar on groundnut - Spray Proclaim 07 gm15 liter of WaterEmamectin BenzoateSyngenta
Whitefly in groundnut,recommended for the spray  Triazophos  2ml lit of water
TELL ME INSECT IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Farmer asked weed control in Groundnut crop,-- 9  EC    -     -
Farmer asked query about disease management in Ground Nut,2
Attack of  blight  or Wilt,Spray Score  8 ml15 Liter of WaterDifenconyazol 25EC-Syngenta
Asked about leaf roller and sucking pests management in Groundnut,:        :   2
ASKING ABOUT CONTROL OF WEED IN GROUND NUT,OCTABORET
FARMER ASKED QUERY ON HARVESTING OF  GROUNDNUT AFTER HEAVY RAINS,RECOMMENDED TO HARVESTING OF  GROUNDNUT AFTER HEAVY RAINS -BASED ON PODS COLOUR CHANGE  AND GERMINATION
PLANT PROTECTION RELATED QUERY,50   25
Farmer wants to know information about how to increase growth of soybean crop,-   30   200
tikka on groundnut,spray bavistin 20 gram  5 liter
ASKED ABOUT TO IRRIGATION MANAGEMENT IN GROUNDNUT,20  25
TELL ME DISEASE CONTROL IN  peanut,--       50   250
Red headed hairy caterpillar,4 kg or Malathion 5 D  8 kgacre during morning hours
farmer ASKED ABOUT ATTACK OF SUCKING PEST on groundnut crop,-
asked about leaf caterpillar management in groundnut,:      :      2  1
Asked about micro mixture application in groundnut,:        :      5
KADIRI GRAOUNNUT SEEDS,Kadiri Hindupur Rd Agriculture Development Office Andhra Pradesh
Ask about nutrient management in groundnut crop,EC -
Groundnut in mosaic virus,Recommended for Groundnut in mosaic  virus spray dimethoate 2mlneem oil 3mlteepol 1mllit of water
TELL ME ABOUT COLLOR ROOT CONTROL IN GROUNDNUT,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
Peanut yellowing - Causes and remedies,- 1        :-               :-   12  15
Asking about groundnut top dressing fertilizer management,recommended for the fertilizers  : gypsum  75 kg urea 6kg potash  12 kg acre
LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY MANCOZEB-2 GR1 LITERS WATER
TELL ME TERMITE CONTROL IN MUNG PHALLI,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Asked about Leaf miner management for Groundnut,:     : 15
TELL ME ROOT ROT CONTROL IN GROUND NUT,50  WP 1
Asked about groundnut whitefly managment,5   10
TELL ME WEATHER INFORMATION OF HANUMANGARH,RAINFALL 20 MM NEXT FIVE DAYS OF HANUMANGARH
Weather information,There is a possibility of strong rains every day this week
GROUNDNUT CROP IS AFFECTED BY ROOT ROT DISEASE,USE CARBENDAZIM 50 WP  3 KILOGRAM PER HECTARE BY SOIL APPLICATION WITH IRRIGATION
LEAF EATING CATTERPILAR,SPRAY CHLOPYRIPHOS 2ML1 LITER OF WATER
PATTI DHABBA IN ARANDI,SPRAY OF DIFENACONAZOLE 05 ML PER LITER WATER
FUNGAL ATTACK,SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA
Farmer Asked sucking pests control information of Groundnut crop,178  SL 8-
ask about wilt of gnut,i suggested carbendazim 20 gram10 litar water drenching
TELL MEWhite braidedCONTROL IN GROUNDNUT,25   4
dose,apply DAP 1 bag per acre
TELL ME NUTRIENT MANAGEMENT IN  GROUNDNUT,4
Tobacco caterpillar in groundnut,Recommended for spray indoxacarb 1 ml  liter of water
fertilizer dose for gnut,apply 22kg uria125kg sspacre
Farmer asked pink ball warm control information of cotton crop,30
Ask about weed control in Groundnut  crop,60       Shaked
Leaf Eating Caterpillar,Spray quinolphos 30 mili  15 liter water
flowar drop in groundnut,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER FOR CONTROL OF FLOWER DROPING
Termite control in Groundnut crop,03 GR 5-6 kg
insect attack in sugarcane,spread of  cartop hydrochloride 4g  8 kilo per acre
WEEDICIDE FOR GROUNDNUT,RECOMENDED DOSE OF TERGASUPER 2ML1LIT WATER SPRAY
FARMER ASKED ABOUT GERMINATION DAYS REQUIRED FOR GROUNDNUT,-
Information regarding verites of moong phalli,Verites of moong phalli - MH-4 punjab moongphalli no-1
seed rate of groundnut,80-90kilogramhectate
caterpillar in groundnut,Recommended for spray Quinalphos 2 mllit of water
FARMER ASKED ABOUT BLIGHT ATTACK ON GROUNDNUT,-::-    30
g nut,g nut nnuvan  chlorpyriphos
Attack  Stem Borer,Spray Chloropyriphos 30ml15 Liter of Water
powdery mildew attack,amistar
Requested for change the language of SMSYour,Request for changing the SMS has been submited
Farmer asked sucking pest  problem in groundnut  crop,WP -
TELL ME SEED TREATMENT OF GROUNDNUT,1    4
Farmer asked Larvae control information of groundnut,SC 7-8       -
-- Farmer asked  Fertilizer dose information of Groundnut crop,-
asked about control measures tikka disease on groundnut,tikka disease on groundnut control measures-Spray Ridomil Gold 45 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
TELL ME ABOUT NUTRIENT MANAGEMENT,2KG  3KG   4
TELL ME CONTROL BORER IN GROUNDNUT CROP,SPRAY QUNALPHOS 25EC 2ML PER LITTER WATER
Spray muwlti micro nutrients  2 ml in 1 litre of ater,Spray muwlti micro nutrients  2 ml in 1 litre of ater
Asking about leaf spot in Ground nut,Recomemnded for spray Copper oxy chloride 25 gram litre
TELL ME BLACK ROOT CONTROL INGROUNDNUT,USE CARBENDAZIM 250GM  BHIGA WITH IRRIGATION
White fly in Groundnut,Recommended for spray fipronil 2 ml  acetamyprid 2 gram litre of water
asking about plant protection,50
Asking about red spider mite management in groundnut,:     :       2
Asked about management of leaf blight in groundnut,:         :  2
herbicide use in groundnut,spray Pursuitimazethapyr 2mili liter of water
Farmer asked fungus control information of  groundnut crop,SC -
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,12
Weed management in Groundnut,Recommended to spray Quizalofop ethyl 5 EC 2ml per litre of water 21days after seed sowing to control weeds in Groundnut
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM PER LITER WATER
fertilizer does,0 52 34
thrips control,use profex super 40 mili pamp water
can i give water to the groundnut,Please wait for some more days
leaf miner control in Groundnut,recommended for Spray Malathion 2mllit of water
Root rot in Groundnut,Recommended for soil drenching copper oxychloride 25gmlit of water
TELL ME CONTROL TARMAIET OF GROUNDNUT,USE CHLOROPYRIPHOS 20 EC 4 LITHA MIX WITH SAND AND USE BEFORE IRRIGATION
groundnut leaf minor,spray quinolphos 2mllit
FARMER ASKED ABOUT CONTROL OF ATTACK OF CATERPILLAR ON GROUNDNUT,-    SG -
white fly in ground nut,RECOMMENDED TO SPRAY FLUNICAMIDE ULALA75 GRAMS PER ACRE
Fertilizer dose for groundnut,Advised to apply 200kg Gypsum and 15 kg urea per acre
ask for the rainfall,Possibility of rainfall
TELL ME INSECT CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATIONDRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Asking about grounndut leaf miner management,Recommended for fibronil 15 ml 1 litre of water
Asked about Water management  in groundnut,Suggested to give irrigation once in a week
information about weather of mahoba,kisan bhai is hfte pratidin  hlki baris ki sambhavna hai
TELL ME ABOUT TESTING SOIL,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
tikka,carbendizem 1g and mancozeb 1g in one lt of water
Castor season,recommended for season March - April
Dosage of Gypsum in Groundnut,Dosage of Gypsum in Groundnut : 100 kg per acre
Asking about Rhizobium and Phospho bacteria  which quantity should be apply to groundnut crop,:          :
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,5   1    3
attack of  Wilt,PhorateThimet 10 g 5 kgAcre Application
BUD NECROSIS IN GROUNDNUT,APPLY MONOCROTOPHOS 1ML PER 1 LITRE WATER
jassids in  ground nut,APPLY CHLORIPHIRIPHOUS CORABAN  DURSABAN  RADAR  CLASIC   500 ML PER ACRE
COLLAR ROT IN GROUND NUT,USE TRACODERMA HARJENIUM 1 KGBIGHA WHEN IRRIGATION
Farmer needs information regarding control measures of caterpillars in groundnut crop,Recommended for to control of tarmit attack in  groundnut crop plz drench the field with chlorpyriphos mix with 8-10 kg sand for per acre
TELL ME CONTROL WHITE LEAF IN GROUNDNUT CROP,SPRAY OF FERUS SULPHATE 5  GM PER LITER WATER
GROUND NUT STEM BORER,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
leaf yallo in groundnut,feras salphate 5gmliter
Asked about  root rot and stem rot management in groundnut,:         :   1    1     25
Information about weather,Kisan bhai aapke shetra mein 7 august se 11 august mein barish ki sambhavna hai
TELL ME CONTROL MOYLA  IN GROUNDNUT,25   2
