QueryText,KccAns
Ask about groundnut weed information,- 5 EC   25 -30
Asked about Foliar spray for Groundnut,:    :   2  200
asking about weather information,possibility of lightly rainfall in this week
apodoptera in groundnut,recommended missile 2mllit water
Ask about variety information in Groundnut crop,-1812
dose,N:P:K-::
FARMER ASKED ABOUT SUMMER GROUNDNUT VARIETY,- -  -      -    -  -  -     -
FARMER ASKED ABOUT CATERPILLER ATTACK ON GROUNDNUT,SG-
Asked about Groundnut tikka leaf spot management,:       :  - 2
Farmer asked Fertilizer dose information of Groundnut crop,- --
groundnut  red spider mite control management,1   200
Asking about groundnut G7 variety details,7     : 105
Asking about Leaf spot management in Groundnut,:      :  2   1
foliar spray in groundnut,recommended for spray groundnut rich 2kgaclit
TELL ME SOWING TIME OF GROUNDNUT,JUN JULAI SOWING TIME OF GROUNDNUT
Farmer asked about water management for groundnut,-             -  -
TELL ME ABOUT WEED CONTROL IN STENDING CROP OF  GROUNDNUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF GROUNDNUT
ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT - WESTARN - HB-55  Shiva   WESTARN  VARDAN   WESTARN  TG 37-A
TELL ME TIME OF FIRST IRRIGATION IN GROUNDNUT CROP,20-25 DAYS AFTER SOWING
ABOUT APPLICATION OF ZYPSUM,APPLY 200 KG ZYPSUM PER ACER AFTER FIRST FLOWERING STGE
Give information about of irrigation in Groundnut crop,20
Asked about leaf curl management in groundnut,:       : :      15
groundnut spodopthera,quinalphos 30 mlper pump and to spray
insect problem,spray dimethoate  1 ml  lt of water
VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT  TG-37A RSB-87
Asking about groundnut intercrop,Recommended for redgramblackgramcowpeacumbu
ask about clorosisi in gnut,i suggested 100 gram  10 gram lemon flower
ask for groundnut jasside,monocrotophos 10 ml  10 lit water
Ask for groundnut wil problem,To apply 250 gram blue copper per vigha with irrigation
asking about leaf miner management in groundnut,recommended for spray dimethoate 2mllitre of water
Asked about Tobacco caterpillar management in Groundnut,:         :  2  1
mungphali boye hai jamo kam hua,kuch din ruk kar dekhle jamao ho jayega
Asking about leaf curl management in groundnut,:        :  4  10
ask about groundnut larva control,I nsuggested to spray quanalphos 30 mlpump
Farmer asked Varieties information of Groundnut crop,-   -
plant  protection,spray imidacloprid 1ml liter
ASKING ABOUT GROUNDNUT LEAF SPOT MANAGEMENT,GROUNDNUT LEAF SPOT MANAGEMENT  SPRAY CARBENDIZIUM 1GML OF WATER
top dressing fertiliser for groundnut,apply gypsum 150kgacre on 45th day
Farmer asked about weed management in groundnut,16        EC  40
groundnut variety,take sb11 jl 24
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT : AK 12-24SMRUTIJAWANKISANTMV 2
LEAF SPOT,MACOZEB 2GLIIT
TELL ME WEEDICIDE IN GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Asking about Tobacco caterpillar management in groundnut,:     : :     1  20
TELL ME GROUNDNUT MANDI RATE,BIKANER GRAIN  GROUNDNUT WHITE 3483 QT
FARMER ASKED ABOUT THE SEED TREATMENT OF GROUNDNUT,25
GROUND NUT VARIETIES,--RECOMMENDED VARIETES ARE KADIRI-6HARITHANDRAJL-24DHARANI
YELLO COLOUR LEAVES OF GROUNDNUT,FEROUS SULPHATE 05 KA SPRAY  500 LITER PER HAC
TELL ME CONTROL YELLOW LEAF IN GROUNDNUT,SPRAY FERAS SULPHATE 5 GRAM BUJHHA CHUNA 25 GRAMLITER WATER IN GROUNDNUT
fertilizer dose for groundnut,advised to apply 20 kg urea per acre
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2-3  DAYS AND CLOUDY SKY
Ask about fungus problem in groundnut Root,50            WP
FARMER ASKED QUERY ON SUCKING PEST CONTROL IN GROUNDNUT,RECOMMENDED TO SPRAY NEEM OIL 5LITER WATER
ASKED ABOUT TO NUTRIENT MANAGEMENT  GROUNDNUT  CROP,5     1
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,20
ask for groundnut heliothis information,suggest: drenching with cloropayriphose 20mlpump
Farmer needs information regarding how to control weeds in soybean,20
ATTACK OF LEAF EATING CATERPILLAR ON GROUNDNUT,-    -  20EC 30
ground nut growth information,recommended to spray potasimun nitrate 1 kgacre for 200 liter of water
Asked about Groundnut tobacco cutworm,recommended for spray profenophos 2 ml  acephate 1 gm  lit of water
ask about yellwish ground nut,100  10
TELL ME DOSAGE OF ZIPPSUM,250 KGHA
Farmer needs information regarding how to do control of stem rot disease in ground nut crop,Recommended for seed treatment of gram treat the seed with tricoderma viridi 5gmkg of seed or thiram 3gmkg of seed
SAFED LUT KI ROKTAHM KE LIYE,FHORETE YA KARBOFURAN KA UPYOG KERY
Farmer asked Larvae control information of Groundnut Crop,SG  8
GROTH HORMONE,FANTAC PLUS 1ML2LIT WATER SPRAY
asked about groundnut nutrient management,Recommended to apply Urea - 25 kg  10 kg - potash  acre
ASKING ABOUT DOSE OF   VALIDAMYCIN 3 L,RECOMMENDED FOR SPRAY   VALIDAMYCIN 3 L  3 ML  LIT OF WATER
FRMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -            -    -
Weed management in Groundnut,Advised hand weeding in groundnut
attack of rot,Bavistine 30gm  15 Lit of Water Drenching
ROT IN GROUNDNUT,ROT IN GROUNDNUT-SPRAY SYSTOX 2ML IN 1LITRE OF WATER
plant protection,50   10
TELL ME ABOUT WEATHER INFO,RAIN FALL UP TO 5 DAYS CLOUDY SKY
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -   -      -    -  -
Groundnut root rot Management,RECOMMENDED  TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
ask about catte pillar,I suggested quinalphosh 30 mili  15 liter
groundnut of varieties,groundnut sb11phule pragati
Ask for groundnut information,i suggest to visit Gujarat State Seed Nigam limited
TIKKA LEAF SPOT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY CHLOROTHALONIL KAVACH 400 GMACRE
Asking about Top dressing fertilizer management for Groundnut,:        :
TELL ME WEATHER INFORMATION,RAINFALL 200 MM NEXT 5 DAYS
asked about groundnut tikka disease,recommended to spray carbendazim1gmlit
TELL ME YELLOWING CONTROL IN,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Asked about plant protection Ground nut,Recommended to spray Roger 2mlliter of water
Farmer asked weed control in ground nut crop,-- 9  EC    -     -
weed management in groundnut,recommemnded to apply targa super 2ml in 1 litre of water spray
WHITE FLY ATTACK OF GROUNDNUT,WHITE FLY ATTACK OF GROUNDNUT -Spray Ullala 8 gm15 Lit of WaterUPL
Ask about fungus problem in Root,--    WP
groundnut varieties,Recommended for groundnut varieties  TMV 7 VRI 2 VRIGn 6TMVGn 13
Ask about Variety of Ground nut For sowing in Summer season,-37  -32  -2
TOBACCO CATTER PILLARS IN GROUND NUT,SPINOSAD 75 MLACRE SPRINTER  TRACER
Attack of root rot on groundnut,root rot on groundnut Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
FARMER ASKED ABOUT ATTACK OF THRIPS ON GROUNDNUT,-  25 5     15
Groundnut in thrips,Recommended for spray Profenophos 2 ml acephate 2 gram liter of water
control of yellow leaf in groundnut,60 kg ureaacre
ASKING ABOUT DOSE OF CARBENDAZIM 50 WP,SPRAY   CARBENDAZIM 50 WP  1 GM   LIT OF WATER
TELL ME GROUNDNUT RATE OF DAUSA MANDI,4300 RU QU GROUNDNUT RATE OF DAUSA
QUERY ABOUT PEST PROBLEM,APPLY CARBOFURANFURADAN  3 KGBIGHA BEFORE PLANTINGAPPLY MALATHION 5 DUST  33KGBIGHA OR ORG-POCHOJAL  5MLLITRE OF WATER
leaf folder in groundnut,recommended for spray for methyl dematan 2mlneemoil 3mlteepol 1mllit of water
varieties of groundnut,TAG-24 SB-11 phule unap
Attack of Sucking pest on groundnut,3 3 ww-20
GROUND NUT LEAF DAMAGE PEST,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
CONTROL OF SUCKING PEST IN GROUND NUT,SPRAY CONFIDER 160 ML    AGROMIN MAX  5  GR LIT OF WATER
2ND DOSAGE FERTILIZER APPLICATION,UREA 9KG AND GYPSUM 200KGS PER 1 ACRE
Farmer asked query on Weather,5                          28    24
TELL ME DISEASE   CONTROL IN  GROUNDNUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Asked about groundnut Thrips management,:    : :      05
QUERY RELATED TO AGRICULTURE,FORWARDED TO THE EXPERT
Asking about Rust disease management in groundnut,Recommended for spray Mancozeb 2 g  litre of water
asking about Red hairy caterpillar in Groundnut,Recommended for spray Indoxacarb Avaunt  15 ml  litre of water
Asked about leaf cater pillar management in groundnut,:      :       1
variety of groundnut,gnut- phule pragati kopargaon-1
FERTILIZER DOSE FOR GROUNDNUT,-                    -
variety,phule pragatisb-11
ask for nemetod control information,USE CARBOFURAN 10 kgha
FARMER ASKED ABOUT WILT AND BLIGHT ATTACK ON GROUNDNUT CROP,- 45  30
attack of thrips on ground nut,Spray Roger 12  ml15 Liter of WaterDimethoate-Cheminova
TELL ME BLAST CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Farmer asked seed treatment of white grub control in groundnut crop,SLFS       WDG -        WG
ground nut seed treatment,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   2 ml1 kg seed
asked about information groundnut,tg-24tag-26 phule pragati van lagvad kara
caterpillar in ground nut,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
ASKED ABOUT TO CONTROL OF WHITE GRUB IN GROUNDNUT,5  25
tell me termite control in groundnut,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 2-3 DAYS AND CLOUDY SKY
Please give me weather information,Shrimanji aapke shetra me dinank 8 Octuber se 12 Octubaer tak poore saptah halki-fulki bunda-bandi hone ki sambhawna hain
FOR INSECT CONTROLE IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
SEED TREATMENT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
FARMER ASKED FERTILIZER DOSE IN GROUNDNUT  CULTIVATION,-                    -
FERTILIZER APPLICATON,UREA  8 KGSSP  16 KG MOP-20 KG
ground nut leaf eating caterpillar,RECOMMENDED TO SPRAY spinosad 75mlac
attack white grube on groundnut,apply thimate 3 kg or drenching lasanta 150 gm  acre
leaf miner in groundnut,Recommended for spray Azadirachtin  3 ml  litof water
Asked about root grub management in groundnut,:     :    1  20      1
TELL ME ABOUT WHITE GARB CONTROL  IN GROUNDNUT,- 25   4
ASKED ABOUT GROWTH RETARDANT,I SUGGESTED LEOCINE
tell me about collar rot control,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
STEM ROT IN G NUT,spray benomyl 50  wp   2 gm   liter
top dressingfertilizer management for groundnut,apply 150 kg gypsum ac
Asked about plant protection in Ground nut,suggested to spray emamectin benzoateProclaim  05glit of water      OR                                 Chlorpyriphos  2 mlltr of water  OR                                 Profenophos  2 mlltr of water
TELL ME SEED RATE OF GROUNDNUT,60-80 KG SEED RATE OF GROUNDNUT
Groundnut Leaf spot disease,Treat the seeds with Metalaxyl - MZ 72 WP 30 gkg seeds
Farmer asked Larvae control information of groundnut crop,SC
Asking about groundnut weed management,Recommended for hand weeding on 30 day after sowing
TELL ME ABOUT LEAF CURL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
Asking about Leaf eating caterpillar control in Groundnut,:        : 2   1
weed managment in groundnut,Recommended manual weeding in groundnut
TELL ME ABOUT INSECT CONTROL IN,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
Ask about Plant Growth Retardant Information in groundnut,SL
Asked about groundnut rich dosage for Groundnut,:     : :     2  200
TELL ME FANGUS CONTROL OF GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Farmer asked Pink Ball warm control in crop ground nut,SG
Ask about Yellowing of ground nut upper leaf,150     15
Asked about spray compatibility of fipronil with saaf for groundnut crop,:       :
Information about Fertilizers Dose use in Groundnut mungphalli oilseed crop,- 42   MoP-   -30
TELL ME ABOUT SEED TREATMENT IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED USE CHLOROTHELONIL 25 GM PER KG SEED
yellowing leaf control,spray feso4 100 gmpump
ASK FOR GROUNDNUT FERTILIZER INFORMATION,SUGG TO SSP AND FYM
Farmer asked query on Weather,:      :                 31     22     6
TELL ME LEAF YELLOWING IN GROUNDNUT,FERAS SULFET 5 GRAMLITER SPRAY KARE
WHITE FLY ATTACK IN GROUNDNUT,SPRAY ACEPHATE 15 GRAM IN 1 LITRE WATER FOR WHITE FLY ATTACK IN GROUNDNUT
ASKED ABOUT Alternaria leaf disease OROUNT NUT CROP,RECOMMENDED FOR SPRAY MANCOZEB 75 WP  25 GMLIT OF WATER
Wilt attack,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
Farmer wants to know information about how to control of termite in groundnut crop,chlorpyriphos 75WG chlocaps 250
Asking about groundnut rich application for Groundnut,:     : :     2  200
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2-3 DAYS
ASKED ABOUT TO USE OF FERTILIZER IN GROUNDNUT,350          35
VARIETY OF GNUT,TG37AGG-20
TELL ME WEED CONTROL IN GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Farmer asked weed control in Groundnut crop,-            10 SL
ground nut cultural practices,recommended 13045
Ask about blank pod in chick pea crop,100
contact no for kvk,contact no for kvk
asking about groundnut top dressing fertilizer application,recommended for apply gypsum 75 kilo  borax 2 kilo  acre
Asked planting time of ground nut,planting time of ground nut - Jan
Ask about fungus problem in  groundnut crop,WP -
Tell me root rot control in groundnut,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
weed control of groundnut,nirai karaye ab daba nhi dali jayegi
Asked about Kallakurichi groundnut market rate,Kallakurichi groundnut market rate Rs7249quintal
Ask about Sucking pest problem  in g nut crop,WG
ASKED ABOUT FERTILIZER DOSE FOR GROUND NUT,FERTILIZER DOSE FOR GROUND NUT-UREA 1 BAG  SINGLE SUPER PHOSPHATE 40 KG  MICRO NUTRIENTS 10 KGACRE
GROUNDNUT  ROOT ROT MANAGEMENT,3
GROUND NUT SUCKING PEST,RECOMMENDED TO SPRAY DIMETHOATEROGAR   ROGARIN  400MLACRE
ask abt ratal,i suggested mgso4
Varieties of Groundnut,AK-12AK-24
WEED MANAGEMENT,RECOMMENDED TO FOLLOW INTERCULTIVATION OR HAND WEEDING
Farmer asked information about water management in groundnut crop,-           -                          -
groundnut varieties,groundnut varieties--tag24sb11
Farmer wants to know information about water management of summer groundnut crop,15
TELL ME WEATHER INFORMATION IN JAIPUR,RAIN POSSIBILITY IN NEXT 5 DAYS IN YOUR DISTRICT
asking about groundnut fertilizer management,Recommended for spray TNAU Groundnut rich 220kg  ac
Tobacco caterpillar control in groundnut,recommended for spray profenophos 2 ml  acephate 1 gm  lit of water
asking about groundnut top dressing fertilizers,recommended for apply gypsum - 75 kg  borox - 4 kg acre
ask about gnut variety for summer,I suggested GG-6
varities,thank you
sms scheme activation,Your SMS Registration process successfully completed
TELL ME PEST CONTROL IN GROUNDNUT,INDOXICARB 145 SL 1 ML LITER SPRAY
farmer asked query on,Maxyld is a highly effective plant growth regulator containing Gibberellic Acid  75 ml  ACRE
catterpillar,Spray fame 5ml15 Lit of Water
Farmer asked Varieties information of Ground nut crop,TBG-39  - -    -          -
Asked about leaf blight management in groundnut,5
ASKING ABOUT WEATHER REPORT IN MIDNAPUR 9WESTY DISTRICT,ACCUWEATHER NEXT 5 DAYS CLOUDY SKY POSSIBILITY OF RAIN FALL
ground nut seed tratment,GENRAL- 1 GRAM OF CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM or MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET PER KG OF SEED
TELL ME ABOUT SEED TREATMENT OF GROUND NUT CROP,USE CARBENDAZIM 2 GM PER KG SEED
leaf eating catter piller in ground nut,spray  lamda syhalothrin 250 ml  acre
variety,western 51
Ask about fertilizer application in groundnut crop,https:ikhedutgujaratgovinPublicfrmPublicSchemeDetailsaspx
ask for gnut leaf spot,suggest:kontak 20 mlpump sprey
Asking about Kadiri Groundnut variety information,:       :
Farmer asked  tikka disease control information in groundnut crop,EC -
MICRONUTRIENT,SPRAY MICROLA 25 ML  10 LIT OF WATER
Farmer asked query on Weather,:                   22 -33       8
ATTACK OF WHITE GRUB---,ATTACK OF WHITE GRUB--- APPLICATION OF THIMATE OR PHORATE --- 4KG ACRE
Ask about weed control in Ground nut  crop,30 EC
Ask about growth problem in GROUNDNUT crop,25
ground nut disease,chloropyriphos 2 ml per liter and imidacloprid 05 ml per liter
VERITIERS,TAG -24
COLLAR ROT IN GROUND NUT,RECOMMENDED TO SPRAY ZINEB 78WP 3GM1 LITRE WATER TO CONTROL COLLAR ROT IN GROUND NUT
TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE,250
FOR BETTER YIELD OF GROUNDNUT,ADD GYPSUM 50 KG  ACRE FOR BETTER YIELD OF GROUNDNUT
FARMER ASKED THE NUTRIENT MANAGEMENT IN GROUNDNUT,33 5
CONTROL LEAF SPOT IN GROUNDNUT,SPRAY MANCOZEB25GMLITOF WATER
Asking about Acephate pesticide spray in 35 Days groundnut crop,: 35          :
Farmer asked query on Weather,:   -      : :             35  C    25  C     7
growthing in ground nut,recomended spraying  multi k
Tobacco caterpillar in groundnut,Recommended for spray Chlorpyriphos  2 ml  lit of water
Asked about Leaf miner management for Groundnut,:      :  4  10
ASK ABOUT WHETHER INFORMATION OF DEESA,4
Asked about Disease management in Groundnut,Suggested to spray Chlorothalonil 75 WP is recommended to control tikka rust of groundnut  2g litre of water
VAR OF GNUT,TAG-24 SB-11
GROUND NUT  LEAF SPOT,RECOMMENDED TO SPRAY CHLOROTHALANIL  400 GRAMS PER ACRE
Farmer asked query on Weather,JAISALMER
fertilizer management,yuriya 20kg acre  potash 15 kg  acre
Ask for Gnut heliothis,Suggest to spray endosulphan 25mlpump
TELL ME COLLAR ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
information about groundnut,Dear former use to Carbofuran 3 GR 10 Kgacre spread in the field
Asked about Leaf miner management for Groundnut,:      :  15  1
Asking about Harvesting Symptoms of Groundnut,:    :
asking about groundnut fertilizer management,recommended for the fertilizers  :FYM 10 tonhaneem cake 50 kg acre
ask about control of larva,i suggested cyper methrin 15 ml  pamp
asking about sowing season for groundnut,Recommended for groundnut sowing season at December- January
Asked about seed rate for Groundnut Rainfed,:    :    48
Asking about groundnut top dressing fertilizers,Recomemnded for apply gypsum - 75 kg  borox - 4 kg acre
weed management in groundnut,recommended to spray with targa super 2mlltr of water
Bikaner mandi moonfali rate,3795 ru qu
Asking about aphids management in groundnut,:     :        05
Weather information,There is a possibility of drowsiness this week in your area by august 13
TELL ME ABOUT INSECT CONTROL IN  PEA NUT,5   05
tikka diesase,spray m-45 25gm pump
LEAF BLIGHT IN GROUNDNUT,SPRAY MANCOZEB3G PER 1LTR WATER
gram pod borer management in ground nut,RECOMMENDED TO SPRAY PHOSPHOMIDON DEMACRON SUMIDAN KINDAN PLUS 400 PER ACRE
WILTING IN GROUNDNUT,SPRAY  STREPTOCYCLIN  2 GM  COPPER OXICHLORIDE  40 GM  WITH 15 LITRE OF WATER FOR WILTING IN GROUNDNUT
attack pest,Spray Bavistine 30gm 15lit of Water
ASKING ABOUT DOSE OF PENDIMETHALIN 30  EC AND IMAZETHAPYR 10  SL FOR GROUNDNUT,IMAZETHAPYR 10  SL
Asking about Groundnut Seed Treatment information,:     :     4
ASKED  ABOUT TO  INSECT CONTROL IN  GROUNDNUT,15  25
tell me varyati,pratap 1
ASKED ABOUT SOWING TIME OF GROUND NUT,SOWING TIME OF GROUND NUT-15 JANUARY-15 FEBRUARY
ask for fungus problem due to rain,mancozeb 30 gm per pamp and to sprey
ASK ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,MAGFALI MA SSP 25 KILO ANE AMONIYUM SHULPHET 10 KILO VIGHA DIDH AAPO
weed control of groundnut,kisan bhai kharpatwar ke liye mugfali ke khet ki niraai gudaai kare
groundnut seed treatment,groundnut seed treatment   Thiram 45 gm1 kg seed
TELL ME TERMIT CONTROL GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ask for termite in gnut,suggested chlorpyriphos 40 ml  pump
Asked about pod size increase in groundnut,:      :  2          20
Asked about Nutrient management in groundnut,Suggested to Apply:- Urea  40kgacre
Farmer asked query on Weather,CALL DISCONNECTED
Ask about fertilizer management in groundnut crop,100
fertilizer management in groundnut,200
Asking about Groundnut top dressing fertilizer management,Recommended for apply gypsum 75 kg  borax 4 kg  acre
Information about of plant protection Pea crop,5    2
Attack of Sucking,Spray Metador 25 ml  15 lit of water
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
ask about fungus problem in groundnut,ec
CONTROL OF LEAF SPOT IN GROUNDNUT,SPRAY COPPER OXYCHLORIDE  4 GMLIT OF WATER
Weather information,There is a possibility of heavy rain in your area this week till July 30
gram varieties,gram varieties--jaki 9218digvijay
attack of sucking pest on groundnut,spray neem ark 30 ml  15 litter of water for controlling sucking pest on groundnut
fertilizer,ok
TELL ME VARIETIES IN GRONDNUT,TG-37M-13CHANDRA
Asking about G7 groundnut variety,:  7      : 2766
TELL ME BLACK ROT CONTROL IN GROUNDNUT,50   250
Information about seed treatment in groundnut crop,2  3   50
TELL ME MANDI  GROUNDNUT,MANDI  GROUNDNUT RS 4200 RUPAY PER  UQ
asked about fertilizer use in groundnut,-                    -
TELL ME INSECT CONTROL,3
ASKING ABOUT SEED RATE OF GROUNDNUT,-
APHIDS AND THRIPS IN GROUNDNUT,RECOMMENDED TO APPLY DIMETHOATE 30ROGOR2ML IN 1 LITRE WATER TO CONTROL APHIDS AND THRIPS IN GROUNDNUT
Asked about groundnut rich foliar dosage for groundnut crop,:         :         2   200
TELL ME ABOUT ROOT ROT CONTROL IN GROUNDNUT,--WP 250
Groundnut seed treatment,Recommended for Treat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg
Groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litre of water
Farmer asked seed treatment of white grub control,WG      Lesenta Bayer
TELL ME GROUNUT ROOT TRITMENT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT USE CARBENDAZIM 2 GM PER KG SEED
COLOUR ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Weed control in Groundnut crop,45
GYPSUM MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY GYPSUM 200 KGS ACRE
VARIETIES OF  GROUNDNUT,-- -
GGROUNDNUT LEAF HOPPERS AND SUCKING PEST MANAGEMENT,GGROUNDNUT LEAF HOPPERS AND SUCKING PEST MANAGEMENT : RECOMMENDED FOR SPRAY NEEM OIL 5 ML  ACEPHATE 15 GRAMS 1 LITER OF WATER
ASKED ABOUT TO FERTILIZER DOSE IN MUSTARD,190      65
GRAM POD BORER IN GROUNDNUT,GRAM POD BORER IN GROUNDNUT- SPRAY IMIDACHLOPRID 1ML PER 3 LITRE WATER
zinc Deficiency Symptoms for groundnut,recommended for Spray zinc sulphate 3 gmurea 3 gmlit of water
Root rot in Groundnut,Recommended to spray Metalaxyl  MancozebRidomil 2gm per litre of water to control Root rot in Groundnut
TELL ME LEAF MINER CONTROL IN GROUNDNUT,5   2
Asked about leaf hopper management for Groundnut,:     : 10   4
mungfali ka per such rha ha,mungfali me-carbendazim 3 gm  liter pani spray kre
seedling blight control in g nut,spray of chlorotahlonil  2 gm  liter
Farmer asked query on Weather,NOKHA
Leaf roller in groundnut,Recommended for spray dimethoate 2mllit of water
ground nut  root rot management -,RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  3 GRAMS  1 LITRE OF WATER
Asked about Disease management in Ground nut,--Suggested to Spray Hexaconazoal  1 mlltr of water
groundnut basal fertilizer appilaction,apply DAP 30kg ac
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT - tag 24 daftari
TELL ME SUBSIDY ON DIGGI,SUBSIDY ON DIGGI 25 OF TOTAL COST
GROUNDNUT WEED MANAGEMENT,IMAJATHIPYR 400 ML  ACRE
FARMER AKED ABOUT ATTACK OF CATERPILLAR ON GROUNDNUT,-          WGD
farmer ask about plant protection in ground nut crop,--
TELL ME NUTRIENT MANAGEMENT,MICRONUTRIENT 100 GRAM  PLANT IN ROOT  ZONE
ask about weed in ground nut,I suggested to hand weeding for weed in ground nut after sowing time
-ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT CROP,-     50  250
ASKED ABOUT FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT,:- ::
Asked about root rot management in groundnut,:      :   1    20
SEED TREATMENT IN GROUNDNUT,THIRAM-2 GRAMKG SEED KO UPCHARIT KARE
APHID CONTROL IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
crop booster for groundnut,recommended for spray groundnut rich 3 kgacre
fertilizer dose for groundnut after one month,65kg of single superphosphate acre
blight attack on groundnut,blight attack on groundnut-Spray Redomil Gold 30gm15Lit of Water
WILT IN COTTON,carbendazim 10 gmpump- DRENCHING
Asked about root rot management for groundnut,:             :         25
Farmer asked seed treatment of white grub control in groundnut crop,WDG -            WG
Asked about Weed management for Groundnut,Recommended for hand weeding
FARMER ASKED QUERY ON WATER REQUIREMENT IN GROUND NUT,RECOMMENDED TO  WATER REQUIREMENT IN GROUND NUT-20-25 DAYS OLD CROP AFTER  SOWING
Weather Report,Cloudy weather NO Possibility of High to Medium Rainfall
sucking pest in gnut,sucking pest in gnut - spray confidor 10 ml  15 lit water
Asking about Tobacco caterpillar in Ground nut,Recommended for spray  Profenophos 2 ml  teepol 1 ml litre of water
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,30  2
ABOUT GROUNDNUT SEASON DETAILS,recommended for MargazhipattamDec- Jan  Anippattam June- July
FARMER ASKED ABOUT CONTROL OF WILT ATTACK IN GROUNDNUT CROP,-     WP -
Farmer asked  Larvae Problem in groundnut crop,SC 7-8
TELL ME COLOR ROT IN GROUNDNUT,400 GRAM KARBANDAZIM PAR BIGHA
TELL ME FUNGAS AND PEST CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM   MENCOJEB 2GM PAR LITAR WATER
Moongfali ki tane me kalapan hone se paudha sookh rha hai,Moongfali ki fasal par propiconazol 30 ec ki 10ml maatraa prati liter paani ke saath chhidkaw kare
